country,year,variant,agebroad,sexratio_maleper100female
643,1950,estimates,"Region, subregion, country or area *",Russian Federation
643,1950,estimates,total,76.5606188661554
643,1950,estimates,0_1,104.665672975732
643,1950,estimates,0_4,103.528275786253
643,1950,estimates,0_14,102.495265653978
643,1950,estimates,0_17,101.735348274583
643,1950,estimates,0_19,100.969115564985
643,1950,estimates,0_24,98.2822233353172
643,1950,estimates,3_4,101.285702377803
643,1950,estimates,3_5,100.906982860582
643,1950,estimates,3_6,100.71710416292
643,1950,estimates,4_5,100.329650546975
643,1950,estimates,4_6,100.248833959681
643,1950,estimates,5_10,101.330967919069
643,1950,estimates,5_11,101.690254180902
643,1950,estimates,5_14,101.914279999542
643,1950,estimates,6_9,101.158033081298
643,1950,estimates,6_10,101.525644998532
643,1950,estimates,6_11,101.877252961972
643,1950,estimates,6_12,102.104795478671
643,1950,estimates,7_10,101.777915268243
643,1950,estimates,7_12,102.302488960257
643,1950,estimates,11_16,101.407764988205
643,1950,estimates,11_17,100.771457395191
643,1950,estimates,11_18,100.112763955444
643,1950,estimates,12_14,102.240921759231
643,1950,estimates,12_16,101.082660724147
643,1950,estimates,12_17,100.375831309485
643,1950,estimates,12_18,99.6628179715622
643,1950,estimates,13_17,99.7430299197379
643,1950,estimates,13_18,98.9768591418676
643,1950,estimates,13_19,98.2733147921403
643,1950,estimates,15plus,67.4288077987235
643,1950,estimates,15_17,97.968706786473
643,1950,estimates,15_24,92.7622281479208
643,1950,estimates,15_49,72.6715921094445
643,1950,estimates,15_59,70.0675386560111
643,1950,estimates,15_64,69.1763545388757
643,1950,estimates,16plus,66.5645844733229
643,1950,estimates,17plus,65.8009430886533
643,1950,estimates,18plus,65.0934245471078
643,1950,estimates,18_23,92.3153674030327
643,1950,estimates,20plus,63.4640485980207
643,1950,estimates,20_64,65.0850481988183
643,1950,estimates,20_69,64.4683467613063
643,1950,estimates,21plus,62.4735230933806
643,1950,estimates,25plus,58.1186675290741
643,1950,estimates,25_49,61.6107953703435
643,1950,estimates,25_64,59.4661793203454
643,1950,estimates,25_69,58.995269202948
643,1950,estimates,50plus,51.1072618880687
643,1950,estimates,60plus,48.661775230686
643,1950,estimates,65plus,46.9122079394492
643,1950,estimates,70plus,44.5408030480994
643,1950,estimates,75plus,41.4499954073571
643,1950,estimates,80plus,37.6506961998936
643,1950,estimates,85plus,34.7066256741617
643,1950,estimates,90plus,33.6920013676314
643,1955,estimates,"Region, subregion, country or area *",Russian Federation
643,1955,estimates,total,79.0463555565238
643,1955,estimates,0_1,103.684166098667
643,1955,estimates,0_4,103.731960297217
643,1955,estimates,0_14,102.798599345458
643,1955,estimates,0_17,102.625798561275
643,1955,estimates,0_19,102.466513151722
643,1955,estimates,0_24,101.485562789931
643,1955,estimates,3_4,103.741353002666
643,1955,estimates,3_5,103.685123250341
643,1955,estimates,3_6,103.611356133042
643,1955,estimates,4_5,103.635597247372
643,1955,estimates,4_6,103.550806066854
643,1955,estimates,5_10,102.870167726608
643,1955,estimates,5_11,102.638019910112
643,1955,estimates,5_14,102.118433402772
643,1955,estimates,6_9,102.899499681843
643,1955,estimates,6_10,102.688771735948
643,1955,estimates,6_11,102.42317162193
643,1955,estimates,6_12,102.154991085304
643,1955,estimates,7_10,102.471745000053
643,1955,estimates,7_12,101.861022047721
643,1955,estimates,11_16,101.108179093014
643,1955,estimates,11_17,101.305080916799
643,1955,estimates,11_18,101.366684556627
643,1955,estimates,12_14,100.482408461822
643,1955,estimates,12_16,101.215561893689
643,1955,estimates,12_17,101.407091227944
643,1955,estimates,12_18,101.454569664398
643,1955,estimates,13_17,101.600961565057
643,1955,estimates,13_18,101.612721711128
643,1955,estimates,13_19,101.504752736505
643,1955,estimates,15plus,71.5082104581776
643,1955,estimates,15_17,101.92784634595
643,1955,estimates,15_24,99.7508898993666
643,1955,estimates,15_49,80.0876459721729
643,1955,estimates,15_59,75.4334389283396
643,1955,estimates,15_64,74.2009945070165
643,1955,estimates,16plus,70.8170098031314
643,1955,estimates,17plus,69.9364468818444
643,1955,estimates,18plus,68.914189359176
643,1955,estimates,18_23,99.2297197113663
643,1955,estimates,20plus,66.8789923764164
643,1955,estimates,20_64,69.4978019300083
643,1955,estimates,20_69,68.4724397588559
643,1955,estimates,21plus,65.9590784566639
643,1955,estimates,25plus,62.578440925191
643,1955,estimates,25_49,70.461220154594
643,1955,estimates,25_64,65.039736521643
643,1955,estimates,25_69,64.0909238308953
643,1955,estimates,50plus,48.2035877471708
643,1955,estimates,60plus,46.4864415664913
643,1955,estimates,65plus,44.2172107107673
643,1955,estimates,70plus,42.4170186313567
643,1955,estimates,75plus,40.0749205777058
643,1955,estimates,80plus,37.2908952394451
643,1955,estimates,85plus,31.6338504866841
643,1955,estimates,90plus,28.6682088565763
643,1960,estimates,"Region, subregion, country or area *",Russian Federation
643,1960,estimates,total,81.1185075967667
643,1960,estimates,0_1,104.317819305034
643,1960,estimates,0_4,104.010574535846
643,1960,estimates,0_14,103.716474096466
643,1960,estimates,0_17,103.434519576519
643,1960,estimates,0_19,103.202334498913
643,1960,estimates,0_24,102.686556087965
643,1960,estimates,3_4,103.737944910844
643,1960,estimates,3_5,103.705483684298
643,1960,estimates,3_6,103.685181868444
643,1960,estimates,4_5,103.664946494323
643,1960,estimates,4_6,103.65109800715
643,1960,estimates,5_10,103.643076006759
643,1960,estimates,5_11,103.655044744974
643,1960,estimates,5_14,103.548024363415
643,1960,estimates,6_9,103.635933628313
643,1960,estimates,6_10,103.643793197758
643,1960,estimates,6_11,103.65778579058
643,1960,estimates,6_12,103.656258922417
643,1960,estimates,7_10,103.64932094024
643,1960,estimates,7_12,103.662292074961
643,1960,estimates,11_16,102.853144584537
643,1960,estimates,11_17,102.545850855962
643,1960,estimates,11_18,102.271365085599
643,1960,estimates,12_14,103.237307237692
643,1960,estimates,12_16,102.619239990402
643,1960,estimates,12_17,102.266979092285
643,1960,estimates,12_18,101.969711315431
643,1960,estimates,13_17,101.867952958875
643,1960,estimates,13_18,101.558075105517
643,1960,estimates,13_19,101.381019749097
643,1960,estimates,15plus,72.7612877550903
643,1960,estimates,15_17,100.777501867144
643,1960,estimates,15_24,100.763538911202
643,1960,estimates,15_49,83.993085111394
643,1960,estimates,15_59,78.301129718359
643,1960,estimates,15_64,76.3856375142288
643,1960,estimates,16plus,72.3118686955205
643,1960,estimates,17plus,71.9502877780665
643,1960,estimates,18plus,71.6168990141467
