country,year,variant,agebroad,sexratio_maleper100female
446,1950,estimates,total,104.387808176428
446,1950,estimates,0_1,101.02746492788
446,1950,estimates,0_4,103.190217890963
446,1950,estimates,0_14,106.081209404794
446,1950,estimates,0_17,107.524709392677
446,1950,estimates,0_19,108.478182772819
446,1950,estimates,0_24,110.142188427137
446,1950,estimates,3_4,105.861601085482
446,1950,estimates,3_5,106.354577928182
446,1950,estimates,3_6,106.747303993005
446,1950,estimates,4_5,106.982911019446
446,1950,estimates,4_6,107.332388089933
446,1950,estimates,5_10,107.958822227142
446,1950,estimates,5_11,107.788753799392
446,1950,estimates,5_14,108.116504854369
446,1950,estimates,6_9,108.173238961914
446,1950,estimates,6_10,108.067567567568
446,1950,estimates,6_11,107.847987407241
446,1950,estimates,6_12,107.708512879441
446,1950,estimates,7_10,108.058733139833
446,1950,estimates,7_12,107.640449438202
446,1950,estimates,11_16,110.219049481713
446,1950,estimates,11_17,111.049498491397
446,1950,estimates,11_18,111.744543928372
446,1950,estimates,12_14,108.817553839902
446,1950,estimates,12_16,110.810810810811
446,1950,estimates,12_17,111.644535240041
446,1950,estimates,12_18,112.326199031401
446,1950,estimates,13_17,112.440347071584
446,1950,estimates,13_18,113.07206967031
446,1950,estimates,13_19,113.557016549535
446,1950,estimates,15plus,103.74912253055
446,1950,estimates,15_17,114.024285958611
446,1950,estimates,15_24,115.717563621193
446,1950,estimates,15_49,113.014877218139
446,1950,estimates,15_59,108.881288614298
446,1950,estimates,15_64,107.374185773344
446,1950,estimates,16plus,103.508049089143
446,1950,estimates,17plus,103.192762868789
446,1950,estimates,18plus,102.809744199137
446,1950,estimates,18_23,116.7160020895
446,1950,estimates,20plus,101.918489231437
446,1950,estimates,20_64,106.045643079023
446,1950,estimates,20_69,104.541885501911
446,1950,estimates,21plus,101.423867887125
446,1950,estimates,25plus,99.2158334485551
446,1950,estimates,25_49,111.599388212159
446,1950,estimates,25_64,103.924359057291
446,1950,estimates,25_69,102.200229190541
446,1950,estimates,50plus,66.859344894027
446,1950,estimates,60plus,52.5098347757671
446,1950,estimates,65plus,47.8352941176471
446,1950,estimates,70plus,44.7948328267477
446,1950,estimates,75plus,46.607009694258
446,1950,estimates,80plus,49.9108734402852
446,1950,estimates,85plus,47.0899470899471
446,1950,estimates,90plus,42.2222222222222
446,1955,estimates,total,96.6658362398273
446,1955,estimates,0_1,110.053337643446
446,1955,estimates,0_4,107.733013476328
446,1955,estimates,0_14,106.946326704277
446,1955,estimates,0_17,106.152071788236
446,1955,estimates,0_19,105.585788289467
446,1955,estimates,0_24,104.796100448274
446,1955,estimates,3_4,105.296856810244
446,1955,estimates,3_5,104.995992519369
446,1955,estimates,3_6,104.833367832747
446,1955,estimates,4_5,104.60103626943
446,1955,estimates,4_6,104.499357234681
446,1955,estimates,5_10,105.186248838584
446,1955,estimates,5_11,105.680119581465
446,1955,estimates,5_14,106.311232627022
446,1955,estimates,6_9,104.974554707379
446,1955,estimates,6_10,105.396023982329
446,1955,estimates,6_11,105.964880521361
446,1955,estimates,6_12,106.471482281417
446,1955,estimates,7_10,105.729095621334
446,1955,estimates,7_12,106.934624697337
446,1955,estimates,11_16,106.234142805364
446,1955,estimates,11_17,105.001572821642
446,1955,estimates,11_18,104.059415075191
446,1955,estimates,12_14,108.333333333333
446,1955,estimates,12_16,105.492874109264
446,1955,estimates,12_17,104.139569784892
446,1955,estimates,12_18,103.161970316197
446,1955,estimates,13_17,102.766315145958
446,1955,estimates,13_18,101.835564053537
446,1955,estimates,13_19,101.399739583333
446,1955,estimates,15plus,91.6170074450137
446,1955,estimates,15_17,99.5549738219895
446,1955,estimates,15_24,100
446,1955,estimates,15_49,99.3804544706076
446,1955,estimates,15_59,96.9542163580954
446,1955,estimates,15_64,95.1447370623985
446,1955,estimates,16plus,91.3930088928905
446,1955,estimates,17plus,91.2356761809596
446,1955,estimates,18plus,91.1181667132775
446,1955,estimates,18_23,100.260830120209
446,1955,estimates,20plus,90.7991189730529
446,1955,estimates,20_64,94.6821699601773
446,1955,estimates,20_69,93.1434980823504
446,1955,estimates,21plus,90.5613100174693
446,1955,estimates,25plus,89.2501290143305
446,1955,estimates,25_49,99.1239558776449
446,1955,estimates,25_64,93.6269338959212
446,1955,estimates,25_69,91.8833080935554
446,1955,estimates,50plus,68.0771391125258
446,1955,estimates,60plus,52.9719387755102
446,1955,estimates,65plus,48.4214842148422
446,1955,estimates,70plus,45.1374207188161
446,1955,estimates,75plus,41.0987482614743
446,1955,estimates,80plus,43.2282003710575
446,1955,estimates,85plus,51.1450381679389
446,1955,estimates,90plus,55.5555555555556
446,1960,estimates,total,96.6287394977678
446,1960,estimates,0_1,103.521953510214
446,1960,estimates,0_4,107.597250021756
446,1960,estimates,0_14,107.580105920294
446,1960,estimates,0_17,107.4460422058
446,1960,estimates,0_19,107.399222738703
446,1960,estimates,0_24,106.852004017164
446,1960,estimates,3_4,110.691695572332
446,1960,estimates,3_5,110.917678812416
446,1960,estimates,3_6,110.95655679871
446,1960,estimates,4_5,111.244738424534
446,1960,estimates,4_6,111.186666666667
446,1960,estimates,5_10,109.617891198463
446,1960,estimates,5_11,108.962883398974
446,1960,estimates,5_14,107.571274878967
446,1960,estimates,6_9,109.842760874005
446,1960,estimates,6_10,109.255883327809
446,1960,estimates,6_11,108.540950242122
446,1960,estimates,6_12,107.860824742268
446,1960,estimates,7_10,108.778905514283
446,1960,estimates,7_12,107.27602466449
446,1960,estimates,11_16,104.213266486695
446,1960,estimates,11_17,104.520367936925
446,1960,estimates,11_18,104.728419010669
446,1960,estimates,12_14,103.369369369369
446,1960,estimates,12_16,104.11427176169
446,1960,estimates,12_17,104.505089885207
446,1960,estimates,12_18,104.759101167697
446,1960,estimates,13_17,104.89773201614
446,1960,estimates,13_18,105.169449901768
446,1960,estimates,13_19,105.224291854954
446,1960,estimates,15plus,89.4470314318976
446,1960,estimates,15_17,106.216069489685
446,1960,estimates,15_24,104.394287426346
446,1960,estimates,15_49,97.0980783075816
446,1960,estimates,15_59,95.8063992956605
446,1960,estimates,15_64,94.0780180375965
446,1960,estimates,16plus,89.0021951706246
446,1960,estimates,17plus,88.5703184114195
446,1960,estimates,18plus,88.1561350718823
446,1960,estimates,18_23,103.821303304412
446,1960,estimates,20plus,87.4048292364586
446,1960,estimates,20_64,92.3946099641489
446,1960,estimates,20_69,90.624047278441
446,1960,estimates,21plus,87.0670719531406
446,1960,estimates,25plus,85.8429455534953
446,1960,estimates,25_49,94.2990690011877
446,1960,estimates,25_64,91.208821732126
446,1960,estimates,25_69,89.3004869364888
446,1960,estimates,50plus,71.5350706599248
446,1960,estimates,60plus,56.6893424036281
446,1960,estimates,65plus,50.8778280542986
446,1960,estimates,70plus,46.1700210273355
446,1960,estimates,75plus,42.3007789095267
446,1960,estimates,80plus,37.2907153729072
446,1960,estimates,85plus,40.6666666666667
446,1960,estimates,90plus,56.25
446,1965,estimates,total,100.810252660494
446,1965,estimates,0_1,93.6997089539462
446,1965,estimates,0_4,98.9266676271431
446,1965,estimates,0_14,106.697328771779
446,1965,estimates,0_17,106.97982857256
446,1965,estimates,0_19,107.059262715819
446,1965,estimates,0_24,107.227028131599
446,1965,estimates,3_4,104.369023063942
446,1965,estimates,3_5,105.598311817279
446,1965,estimates,3_6,106.62001657306
446,1965,estimates,4_5,106.915090841676
446,1965,estimates,4_6,107.818026588608
446,1965,estimates,5_10,110.283008230917
446,1965,estimates,5_11,110.341389297754
446,1965,estimates,5_14,110.262766484879
446,1965,estimates,6_9,110.606060606061
446,1965,estimates,6_10,110.695970695971
446,1965,estimates,6_11,110.688188461119
446,1965,estimates,6_12,110.62208469958
446,1965,estimates,7_10,110.958230958231
446,1965,estimates,7_12,110.780984719864
446,1965,estimates,11_16,109.959599508168
446,1965,estimates,11_17,109.795205588189
446,1965,estimates,11_18,109.671755352875
446,1965,estimates,12_14,110.082662606047
446,1965,estimates,12_16,109.792090724048
446,1965,estimates,12_17,109.612174136381
446,1965,estimates,12_18,109.481955762515
446,1965,estimates,13_17,109.437963944857
446,1965,estimates,13_18,109.296790479625
446,1965,estimates,13_19,109.225044068682
446,1965,estimates,15plus,96.2569656187572
446,1965,estimates,15_17,108.934169278997
446,1965,estimates,15_24,108.829779941043
446,1965,estimates,15_49,102.261275654418
446,1965,estimates,15_59,102.00498132005
446,1965,estimates,15_64,100.806925457323
446,1965,estimates,16plus,95.6625226577806
446,1965,estimates,17plus,95.1317994819442
446,1965,estimates,18plus,94.6612476818056
446,1965,estimates,18_23,108.744577006508
446,1965,estimates,20plus,93.7809691777946
446,1965,estimates,20_64,99.0052859202307
446,1965,estimates,20_69,97.3628069538378
446,1965,estimates,21plus,93.3641209348497
446,1965,estimates,25plus,91.9395465994962
446,1965,estimates,25_49,98.5899302628554
446,1965,estimates,25_64,97.5980916344493
446,1965,estimates,25_69,95.8265875157402
446,1965,estimates,50plus,81.3442402783713
446,1965,estimates,60plus,65.0911546252532
446,1965,estimates,65plus,57.589880159787
446,1965,estimates,70plus,49.5232753785754
446,1965,estimates,75plus,45.0393700787401
446,1965,estimates,80plus,41.5760869565217
446,1965,estimates,85plus,34.5
446,1965,estimates,90plus,38.0952380952381
446,1970,estimates,total,105.90370413736
446,1970,estimates,0_1,125.36443148688
446,1970,estimates,0_4,111.547491995731
446,1970,estimates,0_14,111.565940238149
446,1970,estimates,0_17,110.702881067272
446,1970,estimates,0_19,110.377762617208
446,1970,estimates,0_24,111.375027539106
446,1970,estimates,3_4,104.590649460546
446,1970,estimates,3_5,104.518192722911
446,1970,estimates,3_6,104.829815554288
446,1970,estimates,4_5,104.237608777904
446,1970,estimates,4_6,104.73436935309
446,1970,estimates,5_10,108.713545371405
446,1970,estimates,5_11,109.873752452444
446,1970,estimates,5_14,111.570859419465
446,1970,estimates,6_9,108.374309705727
446,1970,estimates,6_10,109.422690169171
446,1970,estimates,6_11,110.609579100145
446,1970,estimates,6_12,111.611297036977
446,1970,estimates,7_10,110.251241811245
446,1970,estimates,7_12,112.454041978871
446,1970,estimates,11_16,112.906391330318
446,1970,estimates,11_17,111.846536828233
446,1970,estimates,11_18,111.207929772278
446,1970,estimates,12_14,114.973490678981
446,1970,estimates,12_16,112.325912371658
446,1970,estimates,12_17,111.192255434783
446,1970,estimates,12_18,110.550780241266
446,1970,estimates,13_17,110.060851926978
446,1970,estimates,13_18,109.486573576799
446,1970,estimates,13_19,109.446192335393
446,1970,estimates,15plus,102.54599714891
446,1970,estimates,15_17,107.463315904874
446,1970,estimates,15_24,111.072775129829
446,1970,estimates,15_49,105.907981875218
446,1970,estimates,15_59,106.782871133148
446,1970,estimates,15_64,105.998387924086
446,1970,estimates,16plus,102.134275021807
446,1970,estimates,17plus,101.844094276897
446,1970,estimates,18plus,101.623392034936
446,1970,estimates,18_23,113.197799248524
446,1970,estimates,20plus,100.916165546516
446,1970,estimates,20_64,105.430847212165
446,1970,estimates,20_69,104.140766950368
446,1970,estimates,21plus,100.347106210788
446,1970,estimates,25plus,97.4395569283203
446,1970,estimates,25_49,100.946490808447
446,1970,estimates,25_64,102.442611101418
446,1970,estimates,25_69,101.042398688217
446,1970,estimates,50plus,91.6341422026133
446,1970,estimates,60plus,75.345986555951
446,1970,estimates,65plus,68.0246189917937
446,1970,estimates,70plus,61.2925969447709
446,1970,estimates,75plus,52.9384109073813
446,1970,estimates,80plus,42.2245108135942
446,1970,estimates,85plus,40.1709401709402
446,1970,estimates,90plus,34.375
446,1975,estimates,total,105.470191580004
446,1975,estimates,0_1,102.505219206681
446,1975,estimates,0_4,108.309567021001
446,1975,estimates,0_14,107.038450796015
446,1975,estimates,0_17,107.862936212982
446,1975,estimates,0_19,108.451043338684
446,1975,estimates,0_24,109.398928905734
446,1975,estimates,3_4,114.0144977563
446,1975,estimates,3_5,114.022885348889
446,1975,estimates,3_6,113.606104887157
446,1975,estimates,4_5,114.309319233311
446,1975,estimates,4_6,113.663282571912
446,1975,estimates,5_10,109.04365046621
446,1975,estimates,5_11,107.947773685973
446,1975,estimates,5_14,106.63837773879
446,1975,estimates,6_9,109.341002876079
446,1975,estimates,6_10,108.305710768065
446,1975,estimates,6_11,107.23738317757
446,1975,estimates,6_12,106.427831596905
446,1975,estimates,7_10,107.496895111212
446,1975,estimates,7_12,105.723608184352
446,1975,estimates,11_16,106.190623709211
446,1975,estimates,11_17,107.089324618736
446,1975,estimates,11_18,107.777023459305
446,1975,estimates,12_14,104.595780238145
446,1975,estimates,12_16,106.694055099082
446,1975,estimates,12_17,107.628886460713
446,1975,estimates,12_18,108.317157566039
446,1975,estimates,13_17,108.475666822649
446,1975,estimates,13_18,109.119070667957
446,1975,estimates,13_19,109.51020577154
446,1975,estimates,15plus,104.878305886762
446,1975,estimates,15_17,110.378787878788
446,1975,estimates,15_24,111.707746478873
446,1975,estimates,15_49,111.395904008041
446,1975,estimates,15_59,109.264097539734
446,1975,estimates,15_64,108.685275500675
446,1975,estimates,16plus,104.724361399612
446,1975,estimates,17plus,104.460459183673
446,1975,estimates,18plus,104.101954075223
446,1975,estimates,18_23,111.879136981456
446,1975,estimates,20plus,103.277696610144
446,1975,estimates,20_64,107.989374401049
446,1975,estimates,20_69,106.583391753234
446,1975,estimates,21plus,102.838852028528
446,1975,estimates,25plus,100.587405118816
446,1975,estimates,25_49,111.06157250716
446,1975,estimates,25_64,106.430059793441
446,1975,estimates,25_69,104.67778316504
446,1975,estimates,50plus,85.7596977794158
