country,year,variant,agebroad,sexratio_maleper100female
762,1950,estimates,"Region, subregion, country or area *",Tajikistan
762,1950,estimates,total,93.7809443915128
762,1950,estimates,0_1,82.014579778866
762,1950,estimates,0_4,88.3759130082458
762,1950,estimates,0_14,99.2809936759776
762,1950,estimates,0_17,98.9373764344779
762,1950,estimates,0_19,98.9509743424126
762,1950,estimates,0_24,99.9303505221366
762,1950,estimates,3_4,97.7150165929204
762,1950,estimates,3_5,100.05447784173
762,1950,estimates,3_6,101.978559608605
762,1950,estimates,4_5,102.836068596718
762,1950,estimates,4_6,104.558925219796
762,1950,estimates,5_10,107.664155730435
762,1950,estimates,5_11,107.100951959265
762,1950,estimates,5_14,105.191590892904
762,1950,estimates,6_9,108.609919340999
762,1950,estimates,6_10,108.105718734331
762,1950,estimates,6_11,107.374076137809
762,1950,estimates,6_12,106.58640655698
762,1950,estimates,7_10,108.117418962009
762,1950,estimates,7_12,106.394620414236
762,1950,estimates,11_16,101.008074974496
762,1950,estimates,11_17,100.347408004702
762,1950,estimates,11_18,100.029426714106
762,1950,estimates,12_14,101.746121579333
762,1950,estimates,12_16,100.306223075725
762,1950,estimates,12_17,99.6383395374274
762,1950,estimates,12_18,99.3647891975759
762,1950,estimates,13_17,98.9176045275548
762,1950,estimates,13_18,98.7036412830581
762,1950,estimates,13_19,98.9601017000008
762,1950,estimates,15plus,91.0875244568598
762,1950,estimates,15_17,97.262150497279
762,1950,estimates,15_24,100.942875319593
762,1950,estimates,15_49,87.8533845500503
762,1950,estimates,15_59,89.854687054801
762,1950,estimates,15_64,90.4328993882943
762,1950,estimates,16plus,90.799422607758
762,1950,estimates,17plus,90.586262081021
762,1950,estimates,18plus,90.3980420588556
762,1950,estimates,18_23,103.371013730764
762,1950,estimates,20plus,89.7384850213401
762,1950,estimates,20_64,88.8358115831471
762,1950,estimates,20_69,89.3299251243424
762,1950,estimates,21plus,89.1992463936562
762,1950,estimates,25plus,86.5751783417787
762,1950,estimates,25_49,79.1356381384082
762,1950,estimates,25_64,85.1372928510947
762,1950,estimates,25_69,85.9090331082955
762,1950,estimates,50plus,102.939288697411
762,1950,estimates,60plus,101.385730152853
762,1950,estimates,65plus,100.884795955219
762,1950,estimates,70plus,99.4578582606752
762,1950,estimates,75plus,97.6936723832052
762,1950,estimates,80plus,97.0416024653313
762,1950,estimates,85plus,88.1538461538462
762,1950,estimates,90plus,78.030303030303
762,1955,estimates,"Region, subregion, country or area *",Tajikistan
762,1955,estimates,total,94.0965672106748
