country,year,variant,agebroad,sexratio_maleper100female
450,1950,estimates,"Region, subregion, country or area *",Madagascar
450,1950,estimates,total,105.869440935045
450,1950,estimates,0_1,99.1844563634426
450,1950,estimates,0_4,97.6094269766393
450,1950,estimates,0_14,97.2979431141926
450,1950,estimates,0_17,98.10124508519
450,1950,estimates,0_19,98.812214460103
450,1950,estimates,0_24,101.179972782455
450,1950,estimates,3_4,95.8829752180775
450,1950,estimates,3_5,95.6144355445938
450,1950,estimates,3_6,95.4405040831646
450,1950,estimates,4_5,95.2714439832507
450,1950,estimates,4_6,95.1425403075083
450,1950,estimates,5_10,95.5288582310967
450,1950,estimates,5_11,95.8821539411946
450,1950,estimates,5_14,97.0871254762041
450,1950,estimates,6_9,95.3207419622463
450,1950,estimates,6_10,95.6383141889511
450,1950,estimates,6_11,96.0400427085005
450,1950,estimates,6_12,96.4817128749328
450,1950,estimates,7_10,95.8458487419713
450,1950,estimates,7_12,96.7764500977915
450,1950,estimates,11_16,100.615576734494
450,1950,estimates,11_17,101.132658201002
450,1950,estimates,11_18,101.717896785502
450,1950,estimates,12_14,100.195804620382
450,1950,estimates,12_16,101.128424332055
450,1950,estimates,12_17,101.655545198919
450,1950,estimates,12_18,102.260864861941
450,1950,estimates,13_17,102.150898294115
450,1950,estimates,13_18,102.786318522885
450,1950,estimates,13_19,103.511170332428
450,1950,estimates,15plus,111.554164021905
450,1950,estimates,15_17,103.198632939421
450,1950,estimates,15_24,109.493729151323
450,1950,estimates,15_49,117.938902206387
450,1950,estimates,15_59,114.367096030725
450,1950,estimates,15_64,113.239538496622
450,1950,estimates,16plus,111.903103959385
450,1950,estimates,17plus,112.232631052952
450,1950,estimates,18plus,112.529378386122
450,1950,estimates,18_23,111.622095879834
450,1950,estimates,20plus,112.941982788032
450,1950,estimates,20_64,115.10249389316
450,1950,estimates,20_69,114.057814197233
450,1950,estimates,21plus,113.032608502037
450,1950,estimates,25plus,112.478485474583
450,1950,estimates,25_49,123.486868435329
450,1950,estimates,25_64,115.076122050171
450,1950,estimates,25_69,113.81040934692
450,1950,estimates,50plus,88.7741970078824
450,1950,estimates,60plus,86.0109714556197
450,1950,estimates,65plus,84.5323278632332
450,1950,estimates,70plus,83.373580925417
450,1950,estimates,75plus,82.3456060904377
450,1950,estimates,80plus,80.6101128290848
450,1950,estimates,85plus,71.9968178202068
450,1950,estimates,90plus,58.1395348837209
450,1955,estimates,"Region, subregion, country or area *",Madagascar
450,1955,estimates,total,104.540778819243
450,1955,estimates,0_1,100.294014811989
450,1955,estimates,0_4,99.799693821175
450,1955,estimates,0_14,97.6362909317101
450,1955,estimates,0_17,97.6455172191465
450,1955,estimates,0_19,97.8350410483661
450,1955,estimates,0_24,98.7892837776926
450,1955,estimates,3_4,99.118053341834
450,1955,estimates,3_5,98.8297658057765
450,1955,estimates,3_6,98.5275182914016
450,1955,estimates,4_5,98.5149086541793
450,1955,estimates,4_6,98.1916980811051
450,1955,estimates,5_10,96.5548101176593
450,1955,estimates,5_11,96.2793409026489
450,1955,estimates,5_14,95.8999132670204
450,1955,estimates,6_9,96.4628656641534
450,1955,estimates,6_10,96.1712334736659
450,1955,estimates,6_11,95.8993138242902
450,1955,estimates,6_12,95.6895565691649
450,1955,estimates,7_10,95.8038218665992
450,1955,estimates,7_12,95.3445077580436
450,1955,estimates,11_16,95.5249148949368
450,1955,estimates,11_17,95.9787979856197
450,1955,estimates,11_18,96.4284425344316
450,1955,estimates,12_14,94.8713301920986
450,1955,estimates,12_16,95.763026308815
450,1955,estimates,12_17,96.2587832429067
450,1955,estimates,12_18,96.7387895892129
450,1955,estimates,13_17,96.6715853587431
450,1955,estimates,13_18,97.1699498210044
450,1955,estimates,13_19,97.6414449930717
450,1955,estimates,15plus,109.44730661122
450,1955,estimates,15_17,97.7100741572011
450,1955,estimates,15_24,101.380810413196
450,1955,estimates,15_49,114.705214425728
450,1955,estimates,15_59,112.169708578888
450,1955,estimates,15_64,111.084249811183
450,1955,estimates,16plus,109.90333329878
450,1955,estimates,17plus,110.345736592976
450,1955,estimates,18plus,110.774101972455
450,1955,estimates,18_23,102.38405623716
450,1955,estimates,20plus,111.599409717121
450,1955,estimates,20_64,113.759176772249
450,1955,estimates,20_69,112.76326785457
450,1955,estimates,21plus,111.990246460308
450,1955,estimates,25plus,113.176778221474
450,1955,estimates,25_49,123.92354253591
450,1955,estimates,25_64,116.009356181471
450,1955,estimates,25_69,114.684165219147
450,1955,estimates,50plus,91.5265169775194
450,1955,estimates,60plus,85.6550337885981
450,1955,estimates,65plus,84.2170456412655
450,1955,estimates,70plus,82.1500619789514
450,1955,estimates,75plus,80.0522549130978
450,1955,estimates,80plus,78.0208333333333
450,1955,estimates,85plus,75.57677008751
450,1955,estimates,90plus,66.5094339622642
450,1960,estimates,"Region, subregion, country or area *",Madagascar
450,1960,estimates,total,103.440566448732
450,1960,estimates,0_1,99.6621127534785
450,1960,estimates,0_4,99.893730074389
450,1960,estimates,0_14,98.9044585521675
450,1960,estimates,0_17,98.3654867837607
450,1960,estimates,0_19,98.1244267611523
450,1960,estimates,0_24,98.1597331273502
450,1960,estimates,3_4,100.091936801961
450,1960,estimates,3_5,100.053146918255
450,1960,estimates,3_6,99.9835718894119
450,1960,estimates,4_5,100.028645600215
450,1960,estimates,4_6,99.9411237994775
450,1960,estimates,5_10,99.1590021866892
450,1960,estimates,5_11,98.9264212432613
450,1960,estimates,5_14,98.1636833712038
450,1960,estimates,6_9,99.1985473448098
450,1960,estimates,6_10,98.9646371083941
450,1960,estimates,6_11,98.7110380814697
450,1960,estimates,6_12,98.4426690318925
450,1960,estimates,7_10,98.7344996160543
450,1960,estimates,7_12,98.1699972662287
450,1960,estimates,11_16,95.528320191207
450,1960,estimates,11_17,95.3071198004442
450,1960,estimates,11_18,95.1939541410786
450,1960,estimates,12_14,95.7288603372164
450,1960,estimates,12_16,95.16423733138
450,1960,estimates,12_17,94.9585683207006
450,1960,estimates,12_18,94.8736018232525
450,1960,estimates,13_17,94.6489408351886
450,1960,estimates,13_18,94.597652232507
450,1960,estimates,13_19,94.6823005210603
450,1960,estimates,15plus,106.956168279363
450,1960,estimates,15_17,94.1335992596153
450,1960,estimates,15_24,96.2949659216484
450,1960,estimates,15_49,110.091601272456
450,1960,estimates,15_59,109.483788663125
450,1960,estimates,15_64,108.519902191314
450,1960,estimates,16plus,107.386626320205
450,1960,estimates,17plus,107.858347232683
450,1960,estimates,18plus,108.360459826469
450,1960,estimates,18_23,96.8253475067676
450,1960,estimates,20plus,109.378523438919
450,1960,estimates,20_64,111.468531212769
450,1960,estimates,20_69,110.507453863632
450,1960,estimates,21plus,109.876180692392
450,1960,estimates,25plus,111.735229173568
450,1960,estimates,25_49,119.4693912462
450,1960,estimates,25_64,114.559678438492
450,1960,estimates,25_69,113.238449889794
450,1960,estimates,50plus,96.7558401503561
450,1960,estimates,60plus,85.8272413358872
450,1960,estimates,65plus,84.0832632464256
450,1960,estimates,70plus,82.212861436857
450,1960,estimates,75plus,79.2248892351137
450,1960,estimates,80plus,76.0116873630387
450,1960,estimates,85plus,72.875
450,1960,estimates,90plus,70.2702702702703
450,1965,estimates,"Region, subregion, country or area *",Madagascar
450,1965,estimates,total,102.527017515529
