country,variant,freq,year,rateofnaturalincreaseper1000population
626,estimates,5yearly,1950,12.299
626,estimates,5yearly,1955,15.347
626,estimates,5yearly,1960,18.165
626,estimates,5yearly,1965,19.437
626,estimates,5yearly,1970,18.144
626,estimates,5yearly,1975,5.226
626,estimates,5yearly,1980,22.028
626,estimates,5yearly,1985,25.326
626,estimates,5yearly,1990,30.48
626,estimates,5yearly,1995,35.849
626,estimates,5yearly,2000,31.79
626,estimates,5yearly,2005,33.118
626,estimates,5yearly,2010,30.867
626,constant_fertility,5yearly,2015,32.256
626,constant_mortality,5yearly,2015,28.392
626,high_variant,5yearly,2015,30.478
626,instant_replacement,5yearly,2015,9.958
626,low_variant,5yearly,2015,27.603
626,medium_variant,5yearly,2015,29.046
626,momentum,5yearly,2015,10.022
626,no_change,5yearly,2015,31.577
626,zero_migration,5yearly,2015,29.755
626,constant_fertility,5yearly,2020,33.974
626,constant_mortality,5yearly,2020,27.035
626,high_variant,5yearly,2020,30.344
626,instant_replacement,5yearly,2020,12.104
626,low_variant,5yearly,2020,25.787
626,medium_variant,5yearly,2020,28.096
626,momentum,5yearly,2020,12.416
626,no_change,5yearly,2020,32.847
626,zero_migration,5yearly,2020,29.438
626,constant_fertility,5yearly,2025,34.869
626,constant_mortality,5yearly,2025,25.577
626,high_variant,5yearly,2025,29.618
626,instant_replacement,5yearly,2025,14.171
626,low_variant,5yearly,2025,23.992
626,medium_variant,5yearly,2025,26.88
626,momentum,5yearly,2025,14.274
626,no_change,5yearly,2025,33.483
626,zero_migration,5yearly,2025,27.963
626,constant_fertility,5yearly,2030,34.987
626,constant_mortality,5yearly,2030,23.763
626,high_variant,5yearly,2030,27.768
626,instant_replacement,5yearly,2030,15.633
626,low_variant,5yearly,2030,22.429
626,medium_variant,5yearly,2030,25.206
626,momentum,5yearly,2030,15.117
626,no_change,5yearly,2030,33.479
626,zero_migration,5yearly,2030,25.627
626,constant_fertility,5yearly,2035,34.789
626,constant_mortality,5yearly,2035,21.773
626,high_variant,5yearly,2035,25.896
626,instant_replacement,5yearly,2035,15.065
626,low_variant,5yearly,2035,20.489
626,medium_variant,5yearly,2035,23.313
626,momentum,5yearly,2035,14.045
626,no_change,5yearly,2035,33.192
626,zero_migration,5yearly,2035,23.17
626,constant_fertility,5yearly,2040,34.906
626,constant_mortality,5yearly,2040,19.817
626,high_variant,5yearly,2040,24.371
626,instant_replacement,5yearly,2040,12.015
626,low_variant,5yearly,2040,18.355
626,medium_variant,5yearly,2040,21.477
626,momentum,5yearly,2040,11.013
626,no_change,5yearly,2040,33.193
626,zero_migration,5yearly,2040,21.14
626,constant_fertility,5yearly,2045,35.356
626,constant_mortality,5yearly,2045,17.966
626,high_variant,5yearly,2045,23.148
626,instant_replacement,5yearly,2045,8.25
626,low_variant,5yearly,2045,16.175
626,medium_variant,5yearly,2045,19.766
626,momentum,5yearly,2045,7.678
626,no_change,5yearly,2045,33.519
626,zero_migration,5yearly,2045,19.552
626,constant_fertility,5yearly,2050,35.845
626,constant_mortality,5yearly,2050,16.336
626,high_variant,5yearly,2050,22.083
626,instant_replacement,5yearly,2050,6.26
626,low_variant,5yearly,2050,14.251
626,medium_variant,5yearly,2050,18.28
626,momentum,5yearly,2050,5.9
626,no_change,5yearly,2050,33.911
626,zero_migration,5yearly,2050,18.203
626,constant_fertility,5yearly,2055,36.114
626,constant_mortality,5yearly,2055,14.718
626,high_variant,5yearly,2055,20.851
626,instant_replacement,5yearly,2055,6.327
626,low_variant,5yearly,2055,12.543
626,medium_variant,5yearly,2055,16.841
626,momentum,5yearly,2055,5.558
626,no_change,5yearly,2055,34.091
626,zero_migration,5yearly,2055,16.723
626,constant_fertility,5yearly,2060,36.1
626,constant_mortality,5yearly,2060,13.012
626,high_variant,5yearly,2060,19.47
626,instant_replacement,5yearly,2060,6.702
626,low_variant,5yearly,2060,10.963
626,medium_variant,5yearly,2060,15.398
626,momentum,5yearly,2060,5.174
626,no_change,5yearly,2060,33.975
626,zero_migration,5yearly,2060,15.112
626,constant_fertility,5yearly,2065,35.975
626,constant_mortality,5yearly,2065,11.092
626,high_variant,5yearly,2065,17.99
626,instant_replacement,5yearly,2065,5.979
626,low_variant,5yearly,2065,9.247
626,medium_variant,5yearly,2065,13.824
626,momentum,5yearly,2065,3.867
626,no_change,5yearly,2065,33.736
626,zero_migration,5yearly,2065,13.407
626,constant_fertility,5yearly,2070,35.886
626,constant_mortality,5yearly,2070,9.091
626,high_variant,5yearly,2070,16.564
626,instant_replacement,5yearly,2070,3.852
626,low_variant,5yearly,2070,7.338
626,medium_variant,5yearly,2070,12.174
626,momentum,5yearly,2070,1.782
626,no_change,5yearly,2070,33.558
626,zero_migration,5yearly,2070,11.761
626,constant_fertility,5yearly,2075,35.887
626,constant_mortality,5yearly,2075,7.215
626,high_variant,5yearly,2075,15.319
626,instant_replacement,5yearly,2075,1.203
626,low_variant,5yearly,2075,5.408
626,medium_variant,5yearly,2075,10.607
626,momentum,5yearly,2075,-0.217000000000001
626,no_change,5yearly,2075,33.503
626,zero_migration,5yearly,2075,10.321
626,constant_fertility,5yearly,2080,35.919
626,constant_mortality,5yearly,2080,5.486
626,high_variant,5yearly,2080,14.143
626,instant_replacement,5yearly,2080,-0.834000000000001
626,low_variant,5yearly,2080,3.506
626,medium_variant,5yearly,2080,9.107
626,momentum,5yearly,2080,-1.259
626,no_change,5yearly,2080,33.513
626,zero_migration,5yearly,2080,8.987
