country,variant,freq,year,rateofnaturalincreaseper1000population
826,estimates,5yearly,1950,3.404
826,estimates,5yearly,1955,4.788
826,estimates,5yearly,1960,6.473
826,estimates,5yearly,1965,5.154
826,estimates,5yearly,1970,1.683
826,estimates,5yearly,1975,0.0509999999999984
826,estimates,5yearly,1980,1.058
826,estimates,5yearly,1985,2.176
826,estimates,5yearly,1990,2.048
826,estimates,5yearly,1995,1.62
826,estimates,5yearly,2000,1.233
826,estimates,5yearly,2005,3.204
826,estimates,5yearly,2010,3.419
826,constant_fertility,5yearly,2015,3.115
826,constant_mortality,5yearly,2015,2.545
826,high_variant,5yearly,2015,4.722
826,instant_replacement,5yearly,2015,4.389
826,low_variant,5yearly,2015,1.516
826,medium_variant,5yearly,2015,3.125
826,momentum,5yearly,2015,3.642
826,no_change,5yearly,2015,2.534
826,zero_migration,5yearly,2015,2.963
826,constant_fertility,5yearly,2020,2.575
826,constant_mortality,5yearly,2020,1.604
826,high_variant,5yearly,2020,5.031
826,instant_replacement,5yearly,2020,3.825
826,low_variant,5yearly,2020,0.113999999999999
826,medium_variant,5yearly,2020,2.607
826,momentum,5yearly,2020,2.32
826,no_change,5yearly,2020,1.57
826,zero_migration,5yearly,2020,2.124
826,constant_fertility,5yearly,2025,1.95
826,constant_mortality,5yearly,2025,0.512
826,high_variant,5yearly,2025,4.708
826,instant_replacement,5yearly,2025,3.031
826,low_variant,5yearly,2025,-1.118
826,medium_variant,5yearly,2025,1.875
826,momentum,5yearly,2025,0.844999999999999
826,no_change,5yearly,2025,0.587999999999999
826,zero_migration,5yearly,2025,1.086
826,constant_fertility,5yearly,2030,1.457
826,constant_mortality,5yearly,2030,-0.335000000000001
826,high_variant,5yearly,2030,4.045
826,instant_replacement,5yearly,2030,2.453
826,low_variant,5yearly,2030,-1.641
826,medium_variant,5yearly,2030,1.316
826,momentum,5yearly,2030,-0.248999999999999
826,no_change,5yearly,2030,-0.19
826,zero_migration,5yearly,2030,0.307
826,constant_fertility,5yearly,2035,1.144
826,constant_mortality,5yearly,2035,-0.735000000000001
826,high_variant,5yearly,2035,3.871
826,instant_replacement,5yearly,2035,2.259
826,low_variant,5yearly,2035,-2.049
826,medium_variant,5yearly,2035,1.043
826,momentum,5yearly,2035,-0.674000000000001
826,no_change,5yearly,2035,-0.629
826,zero_migration,5yearly,2035,-0.0869999999999997
826,constant_fertility,5yearly,2040,0.935000000000001
826,constant_mortality,5yearly,2040,-0.912000000000001
826,high_variant,5yearly,2040,4.109
826,instant_replacement,5yearly,2040,2.342
826,low_variant,5yearly,2040,-2.562
826,medium_variant,5yearly,2040,0.883999999999999
826,momentum,5yearly,2040,-0.661000000000001
826,no_change,5yearly,2040,-0.858000000000001
826,zero_migration,5yearly,2040,-0.352
826,constant_fertility,5yearly,2045,0.659000000000001
826,constant_mortality,5yearly,2045,-1.173
826,high_variant,5yearly,2045,4.505
826,instant_replacement,5yearly,2045,2.419
826,low_variant,5yearly,2045,-3.387
826,medium_variant,5yearly,2045,0.615
826,momentum,5yearly,2045,-0.672000000000001
826,no_change,5yearly,2045,-1.124
826,zero_migration,5yearly,2045,-0.805
826,constant_fertility,5yearly,2050,0.288
826,constant_mortality,5yearly,2050,-1.509
826,high_variant,5yearly,2050,4.766
826,instant_replacement,5yearly,2050,2.26
826,low_variant,5yearly,2050,-4.377
826,medium_variant,5yearly,2050,0.219000000000001
826,momentum,5yearly,2050,-0.927999999999999
826,no_change,5yearly,2050,-1.434
826,zero_migration,5yearly,2050,-1.454
826,constant_fertility,5yearly,2055,-0.0460000000000012
826,constant_mortality,5yearly,2055,-1.746
826,high_variant,5yearly,2055,4.762
826,instant_replacement,5yearly,2055,1.935
826,low_variant,5yearly,2055,-5.216
826,medium_variant,5yearly,2055,-0.171000000000001
826,momentum,5yearly,2055,-1.237
826,no_change,5yearly,2055,-1.611
826,zero_migration,5yearly,2055,-2.078
826,constant_fertility,5yearly,2060,-0.097999999999999
826,constant_mortality,5yearly,2060,-1.802
826,high_variant,5yearly,2060,4.799
826,instant_replacement,5yearly,2060,1.847
826,low_variant,5yearly,2060,-5.597
826,medium_variant,5yearly,2060,-0.270000000000001
826,momentum,5yearly,2060,-1.292
826,no_change,5yearly,2060,-1.615
826,zero_migration,5yearly,2060,-2.295
826,constant_fertility,5yearly,2065,0.0190000000000001
826,constant_mortality,5yearly,2065,-1.767
826,high_variant,5yearly,2065,5.028
826,instant_replacement,5yearly,2065,2.03
826,low_variant,5yearly,2065,-5.722
826,medium_variant,5yearly,2065,-0.149000000000001
826,momentum,5yearly,2065,-1.047
826,no_change,5yearly,2065,-1.581
826,zero_migration,5yearly,2065,-2.161
826,constant_fertility,5yearly,2070,0.0640000000000001
826,constant_mortality,5yearly,2070,-1.741
826,high_variant,5yearly,2070,5.359
826,instant_replacement,5yearly,2070,2.257
826,low_variant,5yearly,2070,-5.997
826,medium_variant,5yearly,2070,-0.0790000000000006
826,momentum,5yearly,2070,-0.620999999999999
826,no_change,5yearly,2070,-1.582
826,zero_migration,5yearly,2070,-2.014
826,constant_fertility,5yearly,2075,-0.00600000000000023
826,constant_mortality,5yearly,2075,-1.722
826,high_variant,5yearly,2075,5.704
826,instant_replacement,5yearly,2075,2.402
826,low_variant,5yearly,2075,-6.509
826,medium_variant,5yearly,2075,-0.132999999999999
826,momentum,5yearly,2075,-0.157999999999999
826,no_change,5yearly,2075,-1.577
826,zero_migration,5yearly,2075,-1.988
826,constant_fertility,5yearly,2080,-0.0749999999999993
826,constant_mortality,5yearly,2080,-1.71
826,high_variant,5yearly,2080,6.006
826,instant_replacement,5yearly,2080,2.473
826,low_variant,5yearly,2080,-7.068
826,medium_variant,5yearly,2080,-0.215999999999999
826,momentum,5yearly,2080,0.186999999999999
826,no_change,5yearly,2080,-1.551
826,zero_migration,5yearly,2080,-1.983
826,constant_fertility,5yearly,2085,-0.043000000000001
826,constant_mortality,5yearly,2085,-1.771
826,high_variant,5yearly,2085,6.236
826,instant_replacement,5yearly,2085,2.533
826,low_variant,5yearly,2085,-7.47
826,medium_variant,5yearly,2085,-0.220000000000001
826,momentum,5yearly,2085,0.284000000000001
826,no_change,5yearly,2085,-1.572
826,zero_migration,5yearly,2085,-1.858
826,constant_fertility,5yearly,2090,0.027000000000001
826,constant_mortality,5yearly,2090,-1.947
826,high_variant,5yearly,2090,6.357
826,instant_replacement,5yearly,2090,2.583
826,low_variant,5yearly,2090,-7.752
826,medium_variant,5yearly,2090,-0.187000000000001
826,momentum,5yearly,2090,0.141999999999999
826,no_change,5yearly,2090,-1.707
826,zero_migration,5yearly,2090,-1.678
826,constant_fertility,5yearly,2095,-0.00300000000000011
826,constant_mortality,5yearly,2095,-2.172
826,high_variant,5yearly,2095,6.382
826,instant_replacement,5yearly,2095,2.565
826,low_variant,5yearly,2095,-8.098
826,medium_variant,5yearly,2095,-0.225999999999999
826,momentum,5yearly,2095,-0.0709999999999997
826,no_change,5yearly,2095,-1.919
826,zero_migration,5yearly,2095,-1.62
826,constant_fertility,5yearly,Regi,United Kingdom
826,constant_mortality,5yearly,Regi,United Kingdom
