country,variant,freq,year,rateofnaturalincreaseper1000population
458,estimates,5yearly,1950,28.943
458,estimates,5yearly,1955,30.894
458,estimates,5yearly,1960,32.082
458,estimates,5yearly,1965,27.783
458,estimates,5yearly,1970,25.949
458,estimates,5yearly,1975,25.311
458,estimates,5yearly,1980,25.475
458,estimates,5yearly,1985,23.83
458,estimates,5yearly,1990,22.406
458,estimates,5yearly,1995,20.103
458,estimates,5yearly,2000,14.972
458,estimates,5yearly,2005,12.956
458,estimates,5yearly,2010,12.436
458,constant_fertility,5yearly,2015,12.737
458,constant_mortality,5yearly,2015,11.629
458,high_variant,5yearly,2015,13.952
458,instant_replacement,5yearly,2015,12.573
458,low_variant,5yearly,2015,9.88
458,medium_variant,5yearly,2015,11.927
458,momentum,5yearly,2015,12.243
458,no_change,5yearly,2015,12.439
458,zero_migration,5yearly,2015,11.864
458,constant_fertility,5yearly,2020,12.155
458,constant_mortality,5yearly,2020,10.21
458,high_variant,5yearly,2020,13.886
458,instant_replacement,5yearly,2020,12.046
458,low_variant,5yearly,2020,7.592
458,medium_variant,5yearly,2020,10.796
458,momentum,5yearly,2020,11.341
458,no_change,5yearly,2020,11.574
458,zero_migration,5yearly,2020,10.634
458,constant_fertility,5yearly,2025,10.659
458,constant_mortality,5yearly,2025,8.138
458,high_variant,5yearly,2025,12.518
458,instant_replacement,5yearly,2025,10.606
458,low_variant,5yearly,2025,5.233
458,medium_variant,5yearly,2025,9.003
458,momentum,5yearly,2025,9.535
458,no_change,5yearly,2025,9.811
458,zero_migration,5yearly,2025,8.744
458,constant_fertility,5yearly,2030,8.849
458,constant_mortality,5yearly,2030,5.838
458,high_variant,5yearly,2030,10.144
458,instant_replacement,5yearly,2030,8.776
458,low_variant,5yearly,2030,3.525
458,medium_variant,5yearly,2030,6.998
458,momentum,5yearly,2030,7.346
458,no_change,5yearly,2030,7.727
458,zero_migration,5yearly,2030,6.667
458,constant_fertility,5yearly,2035,7.356
458,constant_mortality,5yearly,2035,3.865
458,high_variant,5yearly,2035,8.31
458,instant_replacement,5yearly,2035,7.196
458,low_variant,5yearly,2035,1.972
458,medium_variant,5yearly,2035,5.318
458,momentum,5yearly,2035,5.46
458,no_change,5yearly,2035,5.974
458,zero_migration,5yearly,2035,4.946
458,constant_fertility,5yearly,2040,6.494
458,constant_mortality,5yearly,2040,2.451
458,high_variant,5yearly,2040,7.416
458,instant_replacement,5yearly,2040,6.248
458,low_variant,5yearly,2040,0.659999999999999
458,medium_variant,5yearly,2040,4.191
458,momentum,5yearly,2040,4.25
458,no_change,5yearly,2040,4.868
458,zero_migration,5yearly,2040,3.793
458,constant_fertility,5yearly,2045,6.1
458,constant_mortality,5yearly,2045,1.452
458,high_variant,5yearly,2045,7.352
458,instant_replacement,5yearly,2045,5.838
458,low_variant,5yearly,2045,-0.575999999999999
458,medium_variant,5yearly,2045,3.483
458,momentum,5yearly,2045,3.589
458,no_change,5yearly,2045,4.241
458,zero_migration,5yearly,2045,3.039
458,constant_fertility,5yearly,2050,5.741
458,constant_mortality,5yearly,2050,0.473000000000001
458,high_variant,5yearly,2050,7.427
458,instant_replacement,5yearly,2050,5.531
458,low_variant,5yearly,2050,-1.895
458,medium_variant,5yearly,2050,2.818
458,momentum,5yearly,2050,3.007
458,no_change,5yearly,2050,3.646
458,zero_migration,5yearly,2050,2.302
458,constant_fertility,5yearly,2055,5.09
458,constant_mortality,5yearly,2055,-0.756
458,high_variant,5yearly,2055,6.981
458,instant_replacement,5yearly,2055,4.92
458,low_variant,5yearly,2055,-3.32
458,medium_variant,5yearly,2055,1.908
458,momentum,5yearly,2055,2.115
458,no_change,5yearly,2055,2.77
458,zero_migration,5yearly,2055,1.306
458,constant_fertility,5yearly,2060,4.211
458,constant_mortality,5yearly,2060,-2.185
458,high_variant,5yearly,2060,6.028
458,instant_replacement,5yearly,2060,4.009
458,low_variant,5yearly,2060,-4.743
458,medium_variant,5yearly,2060,0.800999999999998
458,momentum,5yearly,2060,0.935000000000001
458,no_change,5yearly,2060,1.678
458,zero_migration,5yearly,2060,0.112
458,constant_fertility,5yearly,2065,3.285
458,constant_mortality,5yearly,2065,-3.53
458,high_variant,5yearly,2065,4.954
458,instant_replacement,5yearly,2065,3
458,low_variant,5yearly,2065,-6.226
458,medium_variant,5yearly,2065,-0.382000000000001
458,momentum,5yearly,2065,-0.158000000000001
458,no_change,5yearly,2065,0.699
458,zero_migration,5yearly,2065,-1.145
458,constant_fertility,5yearly,2070,2.584
