country,variant,freq,year,rateofnaturalincreaseper1000population
566,estimates,5yearly,1950,16.328
566,estimates,5yearly,1955,18.786
566,estimates,5yearly,1960,20.945
566,estimates,5yearly,1965,22.232
566,estimates,5yearly,1970,24.902
566,estimates,5yearly,1975,26.989
566,estimates,5yearly,1980,27.565
566,estimates,5yearly,1985,26.27
566,estimates,5yearly,1990,25.26
566,estimates,5yearly,1995,25.066
566,estimates,5yearly,2000,25.653
566,estimates,5yearly,2005,26.807
566,estimates,5yearly,2010,26.964
566,constant_fertility,5yearly,2015,28.056
566,constant_mortality,5yearly,2015,24.802
566,high_variant,5yearly,2015,27.603
566,instant_replacement,5yearly,2015,8.366
566,low_variant,5yearly,2015,24.58
566,medium_variant,5yearly,2015,26.098
566,momentum,5yearly,2015,7.906
566,no_change,5yearly,2015,26.739
566,zero_migration,5yearly,2015,26.108
566,constant_fertility,5yearly,2020,29.066
566,constant_mortality,5yearly,2020,22.999
566,high_variant,5yearly,2020,27.534
566,instant_replacement,5yearly,2020,10.25
566,low_variant,5yearly,2020,23.039
566,medium_variant,5yearly,2020,25.317
566,momentum,5yearly,2020,9.504
566,no_change,5yearly,2020,26.687
566,zero_migration,5yearly,2020,25.338
566,constant_fertility,5yearly,2025,30.035
566,constant_mortality,5yearly,2025,21.433
566,high_variant,5yearly,2025,27.25
566,instant_replacement,5yearly,2025,11.871
566,low_variant,5yearly,2025,21.913
566,medium_variant,5yearly,2025,24.651
566,momentum,5yearly,2025,10.787
566,no_change,5yearly,2025,26.719
566,zero_migration,5yearly,2025,24.667
566,constant_fertility,5yearly,2030,30.861
566,constant_mortality,5yearly,2030,19.876
566,high_variant,5yearly,2030,26.37
566,instant_replacement,5yearly,2030,12.678
566,low_variant,5yearly,2030,21.27
566,medium_variant,5yearly,2030,23.909
566,momentum,5yearly,2030,11.135
566,no_change,5yearly,2030,26.702
566,zero_migration,5yearly,2030,23.911
566,constant_fertility,5yearly,2035,31.569
566,constant_mortality,5yearly,2035,18.146
566,high_variant,5yearly,2035,25.524
566,instant_replacement,5yearly,2035,11.835
566,low_variant,5yearly,2035,20.155
566,medium_variant,5yearly,2035,22.934
566,momentum,5yearly,2035,9.818
566,no_change,5yearly,2035,26.616
566,zero_migration,5yearly,2035,22.925
566,constant_fertility,5yearly,2040,32.189
566,constant_mortality,5yearly,2040,16.248
566,high_variant,5yearly,2040,24.632
566,instant_replacement,5yearly,2040,10.016
566,low_variant,5yearly,2040,18.628
566,medium_variant,5yearly,2040,21.722
566,momentum,5yearly,2040,7.592
566,no_change,5yearly,2040,26.5
566,zero_migration,5yearly,2040,21.707
566,constant_fertility,5yearly,2045,32.735
566,constant_mortality,5yearly,2045,14.298
566,high_variant,5yearly,2045,23.63
566,instant_replacement,5yearly,2045,8.363
566,low_variant,5yearly,2045,16.923
566,medium_variant,5yearly,2045,20.374
566,momentum,5yearly,2045,5.655
566,no_change,5yearly,2045,26.402
566,zero_migration,5yearly,2045,20.359
566,constant_fertility,5yearly,2050,33.244
566,constant_mortality,5yearly,2050,12.407
566,high_variant,5yearly,2050,22.564
566,instant_replacement,5yearly,2050,6.832
566,low_variant,5yearly,2050,15.222
566,medium_variant,5yearly,2050,19.007
566,momentum,5yearly,2050,3.972
566,no_change,5yearly,2050,26.351
566,zero_migration,5yearly,2050,18.991
566,constant_fertility,5yearly,2055,33.684
566,constant_mortality,5yearly,2055,10.58
566,high_variant,5yearly,2055,21.409
566,instant_replacement,5yearly,2055,5.808
566,low_variant,5yearly,2055,13.573
566,medium_variant,5yearly,2055,17.629
566,momentum,5yearly,2055,2.876
566,no_change,5yearly,2055,26.345
566,zero_migration,5yearly,2055,17.613
566,constant_fertility,5yearly,2060,34.038
566,constant_mortality,5yearly,2060,8.92
566,high_variant,5yearly,2060,20.297
566,instant_replacement,5yearly,2060,5.274
566,low_variant,5yearly,2060,12.07
566,medium_variant,5yearly,2060,16.347
566,momentum,5yearly,2060,2.358
566,no_change,5yearly,2060,26.357
566,zero_migration,5yearly,2060,16.329
566,constant_fertility,5yearly,2065,34.337
566,constant_mortality,5yearly,2065,7.32
566,high_variant,5yearly,2065,19.221
566,instant_replacement,5yearly,2065,4.595
566,low_variant,5yearly,2065,10.623
566,medium_variant,5yearly,2065,15.109
566,momentum,5yearly,2065,1.688
566,no_change,5yearly,2065,26.357
566,zero_migration,5yearly,2065,15.088
566,constant_fertility,5yearly,2070,34.572
566,constant_mortality,5yearly,2070,5.679
566,high_variant,5yearly,2070,18.119
566,instant_replacement,5yearly,2070,3.607
566,low_variant,5yearly,2070,9.101
566,medium_variant,5yearly,2070,13.818
566,momentum,5yearly,2070,0.741
566,no_change,5yearly,2070,26.337
566,zero_migration,5yearly,2070,13.797
566,constant_fertility,5yearly,2075,34.766
566,constant_mortality,5yearly,2075,4.032
566,high_variant,5yearly,2075,17.03
566,instant_replacement,5yearly,2075,2.456
566,low_variant,5yearly,2075,7.527
566,medium_variant,5yearly,2075,12.511
566,momentum,5yearly,2075,-0.218
566,no_change,5yearly,2075,26.312
566,zero_migration,5yearly,2075,12.492
566,constant_fertility,5yearly,2080,34.919
566,constant_mortality,5yearly,2080,2.436
566,high_variant,5yearly,2080,15.99
566,instant_replacement,5yearly,2080,1.648
566,low_variant,5yearly,2080,6.029
566,medium_variant,5yearly,2080,11.269
566,momentum,5yearly,2080,-0.754000000000001
566,no_change,5yearly,2080,26.299
566,zero_migration,5yearly,2080,11.255
566,constant_fertility,5yearly,2085,35.033
566,constant_mortality,5yearly,2085,0.968
566,high_variant,5yearly,2085,14.995
566,instant_replacement,5yearly,2085,1.241
566,low_variant,5yearly,2085,4.604
566,medium_variant,5yearly,2085,10.091
566,momentum,5yearly,2085,-0.657
566,no_change,5yearly,2085,26.297
566,zero_migration,5yearly,2085,10.081
566,constant_fertility,5yearly,2090,35.127
566,constant_mortality,5yearly,2090,-0.420000000000002
566,high_variant,5yearly,2090,14.002
566,instant_replacement,5yearly,2090,1.317
566,low_variant,5yearly,2090,3.231
566,medium_variant,5yearly,2090,8.941
566,momentum,5yearly,2090,-0.0910000000000011
566,no_change,5yearly,2090,26.3
566,zero_migration,5yearly,2090,8.934
566,constant_fertility,5yearly,2095,35.199
566,constant_mortality,5yearly,2095,-1.719
566,high_variant,5yearly,2095,13.045
566,instant_replacement,5yearly,2095,1.737
566,low_variant,5yearly,2095,1.938
566,medium_variant,5yearly,2095,7.844
566,momentum,5yearly,2095,0.423000000000002
566,no_change,5yearly,2095,26.3
566,zero_migration,5yearly,2095,7.839
