country,variant,freq,year,rateofnaturalincreaseper1000population
36,estimates,5yearly,1950,13.693
36,estimates,5yearly,1955,13.981
36,estimates,5yearly,1960,12.758
36,estimates,5yearly,1965,11.184
36,estimates,5yearly,1970,10.859
36,estimates,5yearly,1975,8.176
36,estimates,5yearly,1980,8.221
36,estimates,5yearly,1985,7.88
36,estimates,5yearly,1990,7.793
36,estimates,5yearly,1995,6.586
36,estimates,5yearly,2000,6.086
36,estimates,5yearly,2005,7.162
36,estimates,5yearly,2010,6.676
36,constant_fertility,5yearly,2015,6.441
36,constant_mortality,5yearly,2015,5.673
36,high_variant,5yearly,2015,7.793
36,instant_replacement,5yearly,2015,7.733
36,low_variant,5yearly,2015,4.366
36,medium_variant,5yearly,2015,6.087
36,momentum,5yearly,2015,7.034
36,no_change,5yearly,2015,6.026
36,zero_migration,5yearly,2015,5.812
36,constant_fertility,5yearly,2020,5.906
36,constant_mortality,5yearly,2020,4.634
36,high_variant,5yearly,2020,8.0
36,instant_replacement,5yearly,2020,7.152
36,low_variant,5yearly,2020,2.775
36,medium_variant,5yearly,2020,5.426
36,momentum,5yearly,2020,5.509
36,no_change,5yearly,2020,5.118
36,zero_migration,5yearly,2020,4.634
36,constant_fertility,5yearly,2025,5.105
36,constant_mortality,5yearly,2025,3.504
36,high_variant,5yearly,2025,7.56
36,instant_replacement,5yearly,2025,6.264
36,low_variant,5yearly,2025,1.378
36,medium_variant,5yearly,2025,4.557
36,momentum,5yearly,2025,3.773
36,no_change,5yearly,2025,4.061
36,zero_migration,5yearly,2025,3.232
36,constant_fertility,5yearly,2030,4.411
36,constant_mortality,5yearly,2030,2.484
36,high_variant,5yearly,2030,6.611
36,instant_replacement,5yearly,2030,5.472
36,low_variant,5yearly,2030,0.646
36,medium_variant,5yearly,2030,3.752
36,momentum,5yearly,2030,2.19
36,no_change,5yearly,2030,3.162
36,zero_migration,5yearly,2030,1.902
36,constant_fertility,5yearly,2035,3.989
36,constant_mortality,5yearly,2035,1.837
36,high_variant,5yearly,2035,6.135
36,instant_replacement,5yearly,2035,5.042
36,low_variant,5yearly,2035,0.0570000000000004
36,medium_variant,5yearly,2035,3.238
36,momentum,5yearly,2035,1.135
36,no_change,5yearly,2035,2.616
36,zero_migration,5yearly,2035,0.912000000000001
36,constant_fertility,5yearly,2040,3.794
36,constant_mortality,5yearly,2040,1.51
36,high_variant,5yearly,2040,6.137
36,instant_replacement,5yearly,2040,5.002
36,low_variant,5yearly,2040,-0.446
36,medium_variant,5yearly,2040,2.98
36,momentum,5yearly,2040,0.638
36,no_change,5yearly,2040,2.365
36,zero_migration,5yearly,2040,0.215
36,constant_fertility,5yearly,2045,3.653
36,constant_mortality,5yearly,2045,1.306
36,high_variant,5yearly,2045,6.435
36,instant_replacement,5yearly,2045,5.146
36,low_variant,5yearly,2045,-1.037
36,medium_variant,5yearly,2045,2.791
36,momentum,5yearly,2045,0.441000000000001
36,no_change,5yearly,2045,2.219
36,zero_migration,5yearly,2045,-0.43
36,constant_fertility,5yearly,2050,3.471
36,constant_mortality,5yearly,2050,1.055
36,high_variant,5yearly,2050,6.73
36,instant_replacement,5yearly,2050,5.207
36,low_variant,5yearly,2050,-1.735
36,medium_variant,5yearly,2050,2.55
36,momentum,5yearly,2050,0.201000000000001
36,no_change,5yearly,2050,2.039
36,zero_migration,5yearly,2050,-1.134
36,constant_fertility,5yearly,2055,3.26
36,constant_mortality,5yearly,2055,0.757
36,high_variant,5yearly,2055,6.821
36,instant_replacement,5yearly,2055,5.057
36,low_variant,5yearly,2055,-2.344
36,medium_variant,5yearly,2055,2.292
36,momentum,5yearly,2055,-0.237
36,no_change,5yearly,2055,1.8
36,zero_migration,5yearly,2055,-1.805
36,constant_fertility,5yearly,2060,3.07
36,constant_mortality,5yearly,2060,0.458
36,high_variant,5yearly,2060,6.713
36,instant_replacement,5yearly,2060,4.822
36,low_variant,5yearly,2060,-2.796
36,medium_variant,5yearly,2060,2.056
36,momentum,5yearly,2060,-0.692
36,no_change,5yearly,2060,1.563
36,zero_migration,5yearly,2060,-2.363
36,constant_fertility,5yearly,2065,2.94
36,constant_mortality,5yearly,2065,0.193
36,high_variant,5yearly,2065,6.594
36,instant_replacement,5yearly,2065,4.67
36,low_variant,5yearly,2065,-3.146
36,medium_variant,5yearly,2065,1.876
36,momentum,5yearly,2065,-0.920999999999999
36,no_change,5yearly,2065,1.364
36,zero_migration,5yearly,2065,-2.74
36,constant_fertility,5yearly,2070,2.811
36,constant_mortality,5yearly,2070,-0.00300000000000011
36,high_variant,5yearly,2070,6.586
36,instant_replacement,5yearly,2070,4.606
36,low_variant,5yearly,2070,-3.53
36,medium_variant,5yearly,2070,1.718
36,momentum,5yearly,2070,-0.829999999999998
36,no_change,5yearly,2070,1.211
36,zero_migration,5yearly,2070,-2.98
36,constant_fertility,5yearly,2075,2.654
36,constant_mortality,5yearly,2075,-0.128
36,high_variant,5yearly,2075,6.673
36,instant_replacement,5yearly,2075,4.589
36,low_variant,5yearly,2075,-4.019
36,medium_variant,5yearly,2075,1.538
36,momentum,5yearly,2075,-0.449
36,no_change,5yearly,2075,1.114
36,zero_migration,5yearly,2075,-3.15
36,constant_fertility,5yearly,2080,2.532
36,constant_mortality,5yearly,2080,-0.195
36,high_variant,5yearly,2080,6.843
36,instant_replacement,5yearly,2080,4.608
36,low_variant,5yearly,2080,-4.482
36,medium_variant,5yearly,2080,1.408
36,momentum,5yearly,2080,0.0410000000000004
36,no_change,5yearly,2080,1.056
36,zero_migration,5yearly,2080,-3.17
36,constant_fertility,5yearly,2085,2.482
36,constant_mortality,5yearly,2085,-0.315999999999999
36,high_variant,5yearly,2085,7.007
36,instant_replacement,5yearly,2085,4.632
36,low_variant,5yearly,2085,-4.834
36,medium_variant,5yearly,2085,1.346
