country,variant,freq,year,rateofnaturalincreaseper1000population
360,estimates,5yearly,1950,21.382
360,estimates,5yearly,1955,25.614
360,estimates,5yearly,1960,26.845
360,estimates,5yearly,1965,27.082
360,estimates,5yearly,1970,26.03
360,estimates,5yearly,1975,24.397
360,estimates,5yearly,1980,22.491
360,estimates,5yearly,1985,19.156
360,estimates,5yearly,1990,16.811
360,estimates,5yearly,1995,14.617
360,estimates,5yearly,2000,14.625
360,estimates,5yearly,2005,14.114
360,estimates,5yearly,2010,13.161
360,constant_fertility,5yearly,2015,12.209
360,constant_mortality,5yearly,2015,10.891
360,high_variant,5yearly,2015,13.102
360,instant_replacement,5yearly,2015,9.879
360,low_variant,5yearly,2015,9.333
360,medium_variant,5yearly,2015,11.227
360,momentum,5yearly,2015,9.69
360,no_change,5yearly,2015,11.871
360,zero_migration,5yearly,2015,11.261
360,constant_fertility,5yearly,2020,11.214
360,constant_mortality,5yearly,2020,8.858
360,high_variant,5yearly,2020,12.298
360,instant_replacement,5yearly,2020,8.982
360,low_variant,5yearly,2020,6.606
360,medium_variant,5yearly,2020,9.5
360,momentum,5yearly,2020,8.602
360,no_change,5yearly,2020,10.567
360,zero_migration,5yearly,2020,9.575
360,constant_fertility,5yearly,2025,10.236
360,constant_mortality,5yearly,2025,7.037
360,high_variant,5yearly,2025,11.267
360,instant_replacement,5yearly,2025,8.069
360,low_variant,5yearly,2025,4.424
360,medium_variant,5yearly,2025,7.957
360,momentum,5yearly,2025,7.491
360,no_change,5yearly,2025,9.317
360,zero_migration,5yearly,2025,8.054
360,constant_fertility,5yearly,2030,9.315
360,constant_mortality,5yearly,2030,5.384
360,high_variant,5yearly,2030,9.803
360,instant_replacement,5yearly,2030,7.089
360,low_variant,5yearly,2030,3.042
360,medium_variant,5yearly,2030,6.572
360,momentum,5yearly,2030,6.307
360,no_change,5yearly,2030,8.143
360,zero_migration,5yearly,2030,6.678
360,constant_fertility,5yearly,2035,8.481
360,constant_mortality,5yearly,2035,3.789
360,high_variant,5yearly,2035,8.679
360,instant_replacement,5yearly,2035,5.944
360,low_variant,5yearly,2035,1.494
360,medium_variant,5yearly,2035,5.236
360,momentum,5yearly,2035,4.979
360,no_change,5yearly,2035,7.073
360,zero_migration,5yearly,2035,5.351
360,constant_fertility,5yearly,2040,7.823
360,constant_mortality,5yearly,2040,2.237
360,high_variant,5yearly,2040,7.918
360,instant_replacement,5yearly,2040,4.824
360,low_variant,5yearly,2040,-0.162000000000001
360,medium_variant,5yearly,2040,4
360,momentum,5yearly,2040,3.63
360,no_change,5yearly,2040,6.144
360,zero_migration,5yearly,2040,4.13
360,constant_fertility,5yearly,2045,7.279
360,constant_mortality,5yearly,2045,0.82
360,high_variant,5yearly,2045,7.359
360,instant_replacement,5yearly,2045,3.797
360,low_variant,5yearly,2045,-1.901
360,medium_variant,5yearly,2045,2.827
360,momentum,5yearly,2045,2.47
360,no_change,5yearly,2045,5.413
360,zero_migration,5yearly,2045,2.983
360,constant_fertility,5yearly,2050,6.9
360,constant_mortality,5yearly,2050,-0.411999999999999
360,high_variant,5yearly,2050,6.913
360,instant_replacement,5yearly,2050,3.025
360,low_variant,5yearly,2050,-3.534
360,medium_variant,5yearly,2050,1.8
360,momentum,5yearly,2050,1.619
360,no_change,5yearly,2050,4.904
360,zero_migration,5yearly,2050,1.982
360,constant_fertility,5yearly,2055,6.662
360,constant_mortality,5yearly,2055,-1.41
360,high_variant,5yearly,2055,6.491
360,instant_replacement,5yearly,2055,2.533
360,low_variant,5yearly,2055,-4.932
360,medium_variant,5yearly,2055,0.953000000000001
360,momentum,5yearly,2055,1.1
360,no_change,5yearly,2055,4.599
360,zero_migration,5yearly,2055,1.151
360,constant_fertility,5yearly,2060,6.557
360,constant_mortality,5yearly,2060,-2.205
360,high_variant,5yearly,2060,6.122
360,instant_replacement,5yearly,2060,2.219
360,low_variant,5yearly,2060,-6.083
360,medium_variant,5yearly,2060,0.284999999999998
360,momentum,5yearly,2060,0.775
360,no_change,5yearly,2060,4.46
360,zero_migration,5yearly,2060,0.488
360,constant_fertility,5yearly,2065,6.559
360,constant_mortality,5yearly,2065,-2.847
360,high_variant,5yearly,2065,5.894
360,instant_replacement,5yearly,2065,1.966
360,low_variant,5yearly,2065,-7.067
360,medium_variant,5yearly,2065,-0.222999999999999
360,momentum,5yearly,2065,0.505000000000001
360,no_change,5yearly,2065,4.426
360,zero_migration,5yearly,2065,-0.0239999999999991
360,constant_fertility,5yearly,2070,6.622
360,constant_mortality,5yearly,2070,-3.451
360,high_variant,5yearly,2070,5.781
360,instant_replacement,5yearly,2070,1.727
360,low_variant,5yearly,2070,-8.051
360,medium_variant,5yearly,2070,-0.677
360,momentum,5yearly,2070,0.243
360,no_change,5yearly,2070,4.442
360,zero_migration,5yearly,2070,-0.483000000000001
360,constant_fertility,5yearly,2075,6.702
360,constant_mortality,5yearly,2075,-4.036
360,high_variant,5yearly,2075,5.748
360,instant_replacement,5yearly,2075,1.517
360,low_variant,5yearly,2075,-9.071
360,medium_variant,5yearly,2075,-1.098
360,momentum,5yearly,2075,0.0140000000000011
360,no_change,5yearly,2075,4.46
360,zero_migration,5yearly,2075,-0.904999999999999
360,constant_fertility,5yearly,2080,6.789
360,constant_mortality,5yearly,2080,-4.588
360,high_variant,5yearly,2080,5.715
360,instant_replacement,5yearly,2080,1.379
360,low_variant,5yearly,2080,-10.085
360,medium_variant,5yearly,2080,-1.486
360,momentum,5yearly,2080,-0.122
360,no_change,5yearly,2080,4.467
360,zero_migration,5yearly,2080,-1.29
360,constant_fertility,5yearly,2085,6.875
360,constant_mortality,5yearly,2085,-5.059
360,high_variant,5yearly,2085,5.633
360,instant_replacement,5yearly,2085,1.336
360,low_variant,5yearly,2085,-11.021
360,medium_variant,5yearly,2085,-1.828
360,momentum,5yearly,2085,-0.138
360,no_change,5yearly,2085,4.476
360,zero_migration,5yearly,2085,-1.625
360,constant_fertility,5yearly,2090,6.938
360,constant_mortality,5yearly,2090,-5.392
360,high_variant,5yearly,2090,5.495
360,instant_replacement,5yearly,2090,1.349
360,low_variant,5yearly,2090,-11.819
360,medium_variant,5yearly,2090,-2.123
360,momentum,5yearly,2090,-0.0560000000000009
360,no_change,5yearly,2090,4.489
360,zero_migration,5yearly,2090,-1.914
360,constant_fertility,5yearly,2095,6.995
360,constant_mortality,5yearly,2095,-5.583
360,high_variant,5yearly,2095,5.352
360,instant_replacement,5yearly,2095,1.412
360,low_variant,5yearly,2095,-12.355
360,medium_variant,5yearly,2095,-2.33
360,momentum,5yearly,2095,0.043000000000001
360,no_change,5yearly,2095,4.503
360,zero_migration,5yearly,2095,-2.119
