country,variant,freq,year,rateofnaturalincreaseper1000population
96,estimates,5yearly,1950,36.46
96,estimates,5yearly,1955,36.632
96,estimates,5yearly,1960,34.305
96,estimates,5yearly,1965,30.196
96,estimates,5yearly,1970,30.665
96,estimates,5yearly,1975,28.048
96,estimates,5yearly,1980,26.416
96,estimates,5yearly,1985,26.015
96,estimates,5yearly,1990,24.855
96,estimates,5yearly,1995,20.83
96,estimates,5yearly,2000,16.365
96,estimates,5yearly,2005,13.577
96,estimates,5yearly,2010,13.326
96,constant_fertility,5yearly,2015,12.08
96,constant_mortality,5yearly,2015,11.458
96,high_variant,5yearly,2015,13.696
96,instant_replacement,5yearly,2015,13.597
96,low_variant,5yearly,2015,9.682
96,medium_variant,5yearly,2015,11.699
96,momentum,5yearly,2015,13.356
96,no_change,5yearly,2015,11.84
96,zero_migration,5yearly,2015,11.669
96,constant_fertility,5yearly,2020,10.525
96,constant_mortality,5yearly,2020,9.337
96,high_variant,5yearly,2020,12.714
96,instant_replacement,5yearly,2020,11.848
96,low_variant,5yearly,2020,6.89
96,medium_variant,5yearly,2020,9.852
96,momentum,5yearly,2020,11.294
96,no_change,5yearly,2020,10.012
96,zero_migration,5yearly,2020,9.766
96,constant_fertility,5yearly,2025,8.839
96,constant_mortality,5yearly,2025,7.139
96,high_variant,5yearly,2025,11.201
96,instant_replacement,5yearly,2025,10.006
96,low_variant,5yearly,2025,4.55
96,medium_variant,5yearly,2025,7.985
96,momentum,5yearly,2025,9.081
96,no_change,5yearly,2025,8.002
96,zero_migration,5yearly,2025,7.843
96,constant_fertility,5yearly,2030,7.151
96,constant_mortality,5yearly,2030,4.943
96,high_variant,5yearly,2030,9.112
96,instant_replacement,5yearly,2030,8.191
96,low_variant,5yearly,2030,2.974
96,medium_variant,5yearly,2030,6.189
96,momentum,5yearly,2030,6.853
96,no_change,5yearly,2030,5.927
96,zero_migration,5yearly,2030,6.008
96,constant_fertility,5yearly,2035,5.608
96,constant_mortality,5yearly,2035,2.832
96,high_variant,5yearly,2035,7.37
96,instant_replacement,5yearly,2035,6.598
96,low_variant,5yearly,2035,1.348
96,medium_variant,5yearly,2035,4.519
96,momentum,5yearly,2035,4.839
96,no_change,5yearly,2035,3.961
96,zero_migration,5yearly,2035,4.312
96,constant_fertility,5yearly,2040,4.277
96,constant_mortality,5yearly,2040,0.993
96,high_variant,5yearly,2040,6.282
96,instant_replacement,5yearly,2040,5.507
96,low_variant,5yearly,2040,-0.348
96,medium_variant,5yearly,2040,3.095
96,momentum,5yearly,2040,3.382
96,no_change,5yearly,2040,2.243
96,zero_migration,5yearly,2040,2.861
96,constant_fertility,5yearly,2045,3.1
96,constant_mortality,5yearly,2045,-0.633000000000001
96,high_variant,5yearly,2045,5.736
96,instant_replacement,5yearly,2045,4.761
96,low_variant,5yearly,2045,-2.201
96,medium_variant,5yearly,2045,1.826
96,momentum,5yearly,2045,2.346
96,no_change,5yearly,2045,0.748000000000001
96,zero_migration,5yearly,2045,1.538
96,constant_fertility,5yearly,2050,1.988
96,constant_mortality,5yearly,2050,-2.197
96,high_variant,5yearly,2050,5.212
96,instant_replacement,5yearly,2050,3.923
96,low_variant,5yearly,2050,-4.162
96,medium_variant,5yearly,2050,0.542999999999999
96,momentum,5yearly,2050,1.295
96,no_change,5yearly,2050,-0.598000000000001
96,zero_migration,5yearly,2050,0.18
96,constant_fertility,5yearly,2055,0.923999999999999
96,constant_mortality,5yearly,2055,-3.585
96,high_variant,5yearly,2055,4.466
96,instant_replacement,5yearly,2055,2.908
96,low_variant,5yearly,2055,-5.966
96,medium_variant,5yearly,2055,-0.693999999999999
96,momentum,5yearly,2055,0.189
96,no_change,5yearly,2055,-1.762
96,zero_migration,5yearly,2055,-1.132
96,constant_fertility,5yearly,2060,0.0190000000000001
96,constant_mortality,5yearly,2060,-4.651
96,high_variant,5yearly,2060,3.632
96,instant_replacement,5yearly,2060,1.982
96,low_variant,5yearly,2060,-7.473
96,medium_variant,5yearly,2060,-1.763
96,momentum,5yearly,2060,-0.664
96,no_change,5yearly,2060,-2.611
96,zero_migration,5yearly,2060,-2.265
96,constant_fertility,5yearly,2065,-0.664999999999999
96,constant_mortality,5yearly,2065,-5.262
96,high_variant,5yearly,2065,3.031
96,instant_replacement,5yearly,2065,1.354
96,low_variant,5yearly,2065,-8.734
96,medium_variant,5yearly,2065,-2.581
96,momentum,5yearly,2065,-1.007
96,no_change,5yearly,2065,-3.05
96,zero_migration,5yearly,2065,-3.121
96,constant_fertility,5yearly,2070,-1.054
96,constant_mortality,5yearly,2070,-5.448
96,high_variant,5yearly,2070,2.911
96,instant_replacement,5yearly,2070,1.152
96,low_variant,5yearly,2070,-9.793
96,medium_variant,5yearly,2070,-3.083
96,momentum,5yearly,2070,-0.801
96,no_change,5yearly,2070,-3.104
96,zero_migration,5yearly,2070,-3.637
96,constant_fertility,5yearly,2075,-1.183
96,constant_mortality,5yearly,2075,-5.369
96,high_variant,5yearly,2075,3.235
96,instant_replacement,5yearly,2075,1.287
96,low_variant,5yearly,2075,-10.695
96,medium_variant,5yearly,2075,-3.297
96,momentum,5yearly,2075,-0.289999999999999
96,no_change,5yearly,2075,-2.935
96,zero_migration,5yearly,2075,-3.852
96,constant_fertility,5yearly,2080,-1.155
96,constant_mortality,5yearly,2080,-5.283
96,high_variant,5yearly,2080,3.69
96,instant_replacement,5yearly,2080,1.518
96,low_variant,5yearly,2080,-11.483
96,medium_variant,5yearly,2080,-3.366
96,momentum,5yearly,2080,0.142000000000001
96,no_change,5yearly,2080,-2.754
96,zero_migration,5yearly,2080,-3.908
96,constant_fertility,5yearly,2085,-1.078
96,constant_mortality,5yearly,2085,-5.281
96,high_variant,5yearly,2085,4.018
96,instant_replacement,5yearly,2085,1.652
96,low_variant,5yearly,2085,-12.155
96,medium_variant,5yearly,2085,-3.384
96,momentum,5yearly,2085,0.274000000000001
96,no_change,5yearly,2085,-2.668
96,zero_migration,5yearly,2085,-3.914
96,constant_fertility,5yearly,2090,-1.025
96,constant_mortality,5yearly,2090,-5.362
96,high_variant,5yearly,2090,4.129
96,instant_replacement,5yearly,2090,1.66
96,low_variant,5yearly,2090,-12.717
96,medium_variant,5yearly,2090,-3.412
96,momentum,5yearly,2090,0.137
96,no_change,5yearly,2090,-2.697
96,zero_migration,5yearly,2090,-3.927
96,constant_fertility,5yearly,2095,-1.015
96,constant_mortality,5yearly,2095,-5.454
96,high_variant,5yearly,2095,4.122
96,instant_replacement,5yearly,2095,1.609
96,low_variant,5yearly,2095,-13.168
96,medium_variant,5yearly,2095,-3.447
96,momentum,5yearly,2095,-0.0939999999999994
96,no_change,5yearly,2095,-2.802
96,zero_migration,5yearly,2095,-3.954
