variant,country,year,totaldeaths,gender
estimates,270,1950,4.509,male
estimates,270,1951,4.581,male
estimates,270,1952,4.726,male
estimates,270,1953,4.874,male
estimates,270,1954,5.025,male
estimates,270,1955,5.179,male
estimates,270,1956,5.335,male
estimates,270,1957,5.492,male
estimates,270,1958,5.647,male
estimates,270,1959,5.797,male
estimates,270,1960,5.935,male
estimates,270,1961,6.059,male
estimates,270,1962,6.161,male
estimates,270,1963,6.241,male
estimates,270,1964,6.296,male
estimates,270,1965,6.328,male
estimates,270,1966,6.34,male
estimates,270,1967,6.34,male
estimates,270,1968,6.332,male
estimates,270,1969,6.32,male
estimates,270,1970,6.308,male
estimates,270,1971,6.295,male
estimates,270,1972,6.282,male
estimates,270,1973,6.268,male
estimates,270,1974,6.255,male
estimates,270,1975,6.243,male
estimates,270,1976,6.232,male
estimates,270,1977,6.222,male
estimates,270,1978,6.214,male
estimates,270,1979,6.21,male
estimates,270,1980,6.214,male
estimates,270,1981,6.227,male
estimates,270,1982,6.252,male
estimates,270,1983,6.29,male
estimates,270,1984,6.343,male
estimates,270,1985,6.412,male
estimates,270,1986,6.5,male
estimates,270,1987,6.605,male
estimates,270,1988,6.722,male
estimates,270,1989,6.847,male
estimates,270,1990,6.973,male
estimates,270,1991,7.093,male
estimates,270,1992,7.202,male
estimates,270,1993,7.296,male
estimates,270,1994,7.372,male
estimates,270,1995,7.432,male
estimates,270,1996,7.477,male
estimates,270,1997,7.513,male
estimates,270,1998,7.546,male
estimates,270,1999,7.579,male
estimates,270,2000,7.613,male
estimates,270,2001,7.651,male
estimates,270,2002,7.691,male
estimates,270,2003,7.733,male
estimates,270,2004,7.78,male
estimates,270,2005,7.832,male
estimates,270,2006,7.889,male
estimates,270,2007,7.951,male
estimates,270,2008,8.019,male
estimates,270,2009,8.092,male
estimates,270,2010,8.171,male
estimates,270,2011,8.258,male
estimates,270,2012,8.351,male
estimates,270,2013,8.45,male
estimates,270,2014,8.556,male
estimates,270,2015,8.668,male
medium_variant,270,2015,8.668,male
medium_variant,270,2016,8.787,male
medium_variant,270,2017,8.911,male
medium_variant,270,2018,9.04,male
medium_variant,270,2019,9.174,male
medium_variant,270,2020,9.314,male
medium_variant,270,2021,9.457,male
medium_variant,270,2022,9.606,male
medium_variant,270,2023,9.759,male
medium_variant,270,2024,9.917,male
medium_variant,270,2025,10.081,male
medium_variant,270,2026,10.25,male
medium_variant,270,2027,10.426,male
medium_variant,270,2028,10.607,male
medium_variant,270,2029,10.795,male
medium_variant,270,2030,10.988,male
medium_variant,270,2031,11.187,male
medium_variant,270,2032,11.392,male
medium_variant,270,2033,11.602,male
medium_variant,270,2034,11.816,male
medium_variant,270,2035,12.036,male
medium_variant,270,2036,12.261,male
medium_variant,270,2037,12.492,male
medium_variant,270,2038,12.728,male
medium_variant,270,2039,12.97,male
medium_variant,270,2040,13.219,male
medium_variant,270,2041,13.474,male
medium_variant,270,2042,13.736,male
medium_variant,270,2043,14.006,male
medium_variant,270,2044,14.283,male
medium_variant,270,2045,14.569,male
medium_variant,270,2046,14.863,male
medium_variant,270,2047,15.166,male
medium_variant,270,2048,15.478,male
medium_variant,270,2049,15.8,male
medium_variant,270,2050,16.133,male
medium_variant,270,2051,16.476,male
medium_variant,270,2052,16.831,male
medium_variant,270,2053,17.197,male
medium_variant,270,2054,17.574,male
medium_variant,270,2055,17.962,male
medium_variant,270,2056,18.36,male
medium_variant,270,2057,18.768,male
medium_variant,270,2058,19.185,male
medium_variant,270,2059,19.612,male
medium_variant,270,2060,20.048,male
medium_variant,270,2061,20.493,male
medium_variant,270,2062,20.948,male
medium_variant,270,2063,21.414,male
medium_variant,270,2064,21.89,male
medium_variant,270,2065,22.375,male
medium_variant,270,2066,22.87,male
medium_variant,270,2067,23.373,male
medium_variant,270,2068,23.885,male
medium_variant,270,2069,24.405,male
medium_variant,270,2070,24.933,male
medium_variant,270,2071,25.468,male
medium_variant,270,2072,26.01,male
medium_variant,270,2073,26.559,male
medium_variant,270,2074,27.114,male
medium_variant,270,2075,27.677,male
medium_variant,270,2076,28.247,male
medium_variant,270,2077,28.825,male
medium_variant,270,2078,29.41,male
medium_variant,270,2079,30,male
medium_variant,270,2080,30.595,male
medium_variant,270,2081,31.192,male
medium_variant,270,2082,31.789,male
medium_variant,270,2083,32.385,male
medium_variant,270,2084,32.977,male
medium_variant,270,2085,33.564,male
medium_variant,270,2086,34.144,male
medium_variant,270,2087,34.718,male
medium_variant,270,2088,35.286,male
medium_variant,270,2089,35.845,male
medium_variant,270,2090,36.396,male
medium_variant,270,2091,36.937,male
medium_variant,270,2092,37.469,male
medium_variant,270,2093,37.991,male
medium_variant,270,2094,38.503,male
medium_variant,270,2095,39.005,male
medium_variant,270,2096,39.498,male
medium_variant,270,2097,39.98,male
medium_variant,270,2098,40.453,male
medium_variant,270,2099,40.915,male
estimates,270,1950,4.4,female
estimates,270,1951,4.449,female
estimates,270,1952,4.549,female
estimates,270,1953,4.654,female
estimates,270,1954,4.763,female
estimates,270,1955,4.877,female
estimates,270,1956,4.994,female
estimates,270,1957,5.113,female
estimates,270,1958,5.231,female
estimates,270,1959,5.343,female
estimates,270,1960,5.445,female
estimates,270,1961,5.53,female
estimates,270,1962,5.595,female
estimates,270,1963,5.635,female
estimates,270,1964,5.651,female
estimates,270,1965,5.646,female
estimates,270,1966,5.624,female
estimates,270,1967,5.594,female
estimates,270,1968,5.562,female
estimates,270,1969,5.533,female
estimates,270,1970,5.51,female
estimates,270,1971,5.493,female
estimates,270,1972,5.481,female
estimates,270,1973,5.472,female
estimates,270,1974,5.467,female
estimates,270,1975,5.464,female
estimates,270,1976,5.462,female
estimates,270,1977,5.461,female
estimates,270,1978,5.461,female
estimates,270,1979,5.463,female
estimates,270,1980,5.467,female
estimates,270,1981,5.477,female
estimates,270,1982,5.493,female
estimates,270,1983,5.519,female
estimates,270,1984,5.556,female
estimates,270,1985,5.607,female
estimates,270,1986,5.675,female
estimates,270,1987,5.76,female
estimates,270,1988,5.859,female
estimates,270,1989,5.968,female
estimates,270,1990,6.081,female
estimates,270,1991,6.19,female
estimates,270,1992,6.289,female
estimates,270,1993,6.375,female
estimates,270,1994,6.446,female
estimates,270,1995,6.503,female
estimates,270,1996,6.551,female
estimates,270,1997,6.594,female
estimates,270,1998,6.639,female
estimates,270,1999,6.685,female
estimates,270,2000,6.733,female
estimates,270,2001,6.78,female
estimates,270,2002,6.821,female
estimates,270,2003,6.857,female
estimates,270,2004,6.889,female
estimates,270,2005,6.919,female
estimates,270,2006,6.951,female
estimates,270,2007,6.99,female
estimates,270,2008,7.037,female
estimates,270,2009,7.095,female
estimates,270,2010,7.163,female
estimates,270,2011,7.24,female
estimates,270,2012,7.323,female
estimates,270,2013,7.409,female
estimates,270,2014,7.498,female
estimates,270,2015,7.59,female
medium_variant,270,2015,7.59,female
medium_variant,270,2016,7.685,female
medium_variant,270,2017,7.784,female
medium_variant,270,2018,7.888,female
medium_variant,270,2019,7.999,female
medium_variant,270,2020,8.115,female
medium_variant,270,2021,8.237,female
medium_variant,270,2022,8.364,female
medium_variant,270,2023,8.498,female
medium_variant,270,2024,8.636,female
medium_variant,270,2025,8.781,female
medium_variant,270,2026,8.931,female
medium_variant,270,2027,9.088,female
medium_variant,270,2028,9.251,female
medium_variant,270,2029,9.42,female
medium_variant,270,2030,9.596,female
medium_variant,270,2031,9.778,female
medium_variant,270,2032,9.967,female
medium_variant,270,2033,10.161,female
medium_variant,270,2034,10.362,female
medium_variant,270,2035,10.567,female
medium_variant,270,2036,10.778,female
medium_variant,270,2037,10.993,female
medium_variant,270,2038,11.214,female
medium_variant,270,2039,11.438,female
medium_variant,270,2040,11.668,female
medium_variant,270,2041,11.901,female
medium_variant,270,2042,12.139,female
medium_variant,270,2043,12.381,female
medium_variant,270,2044,12.628,female
medium_variant,270,2045,12.879,female
medium_variant,270,2046,13.135,female
medium_variant,270,2047,13.397,female
medium_variant,270,2048,13.663,female
medium_variant,270,2049,13.936,female
medium_variant,270,2050,14.214,female
medium_variant,270,2051,14.499,female
medium_variant,270,2052,14.791,female
medium_variant,270,2053,15.09,female
medium_variant,270,2054,15.396,female
medium_variant,270,2055,15.709,female
medium_variant,270,2056,16.029,female
medium_variant,270,2057,16.355,female
medium_variant,270,2058,16.688,female
medium_variant,270,2059,17.027,female
medium_variant,270,2060,17.374,female
medium_variant,270,2061,17.727,female
medium_variant,270,2062,18.089,female
medium_variant,270,2063,18.459,female
medium_variant,270,2064,18.837,female
medium_variant,270,2065,19.224,female
medium_variant,270,2066,19.621,female
medium_variant,270,2067,20.026,female
medium_variant,270,2068,20.44,female
medium_variant,270,2069,20.863,female
medium_variant,270,2070,21.297,female
medium_variant,270,2071,21.741,female
medium_variant,270,2072,22.197,female
medium_variant,270,2073,22.664,female
medium_variant,270,2074,23.141,female
medium_variant,270,2075,23.63,female
