variant,country,year,totaldeaths,gender
estimates,780,1950,4.028,male
estimates,780,1951,4.047,male
estimates,780,1952,4.08,male
estimates,780,1953,4.105,male
estimates,780,1954,4.122,male
estimates,780,1955,4.131,male
estimates,780,1956,4.131,male
estimates,780,1957,4.123,male
estimates,780,1958,4.107,male
estimates,780,1959,4.082,male
estimates,780,1960,4.05,male
estimates,780,1961,4.011,male
estimates,780,1962,3.966,male
estimates,780,1963,3.919,male
estimates,780,1964,3.875,male
estimates,780,1965,3.839,male
estimates,780,1966,3.818,male
estimates,780,1967,3.814,male
estimates,780,1968,3.831,male
estimates,780,1969,3.866,male
estimates,780,1970,3.918,male
estimates,780,1971,3.98,male
estimates,780,1972,4.047,male
estimates,780,1973,4.113,male
estimates,780,1974,4.177,male
estimates,780,1975,4.239,male
estimates,780,1976,4.305,male
estimates,780,1977,4.377,male
estimates,780,1978,4.458,male
estimates,780,1979,4.546,male
estimates,780,1980,4.636,male
estimates,780,1981,4.725,male
estimates,780,1982,4.805,male
estimates,780,1983,4.875,male
estimates,780,1984,4.932,male
estimates,780,1985,4.975,male
estimates,780,1986,5.005,male
estimates,780,1987,5.027,male
estimates,780,1988,5.045,male
estimates,780,1989,5.063,male
estimates,780,1990,5.086,male
estimates,780,1991,5.118,male
estimates,780,1992,5.161,male
estimates,780,1993,5.217,male
estimates,780,1994,5.284,male
estimates,780,1995,5.364,male
estimates,780,1996,5.451,male
estimates,780,1997,5.544,male
estimates,780,1998,5.638,male
estimates,780,1999,5.732,male
estimates,780,2000,5.824,male
estimates,780,2001,5.917,male
estimates,780,2002,6.01,male
estimates,780,2003,6.106,male
estimates,780,2004,6.202,male
estimates,780,2005,6.299,male
estimates,780,2006,6.392,male
estimates,780,2007,6.483,male
estimates,780,2008,6.569,male
estimates,780,2009,6.653,male
estimates,780,2010,6.736,male
estimates,780,2011,6.82,male
estimates,780,2012,6.909,male
estimates,780,2013,7.004,male
estimates,780,2014,7.106,male
estimates,780,2015,7.216,male
medium_variant,780,2015,7.216,male
medium_variant,780,2016,7.333,male
medium_variant,780,2017,7.456,male
medium_variant,780,2018,7.583,male
medium_variant,780,2019,7.71,male
medium_variant,780,2020,7.838,male
medium_variant,780,2021,7.964,male
medium_variant,780,2022,8.087,male
medium_variant,780,2023,8.205,male
medium_variant,780,2024,8.319,male
medium_variant,780,2025,8.428,male
medium_variant,780,2026,8.532,male
medium_variant,780,2027,8.633,male
medium_variant,780,2028,8.73,male
medium_variant,780,2029,8.824,male
medium_variant,780,2030,8.915,male
medium_variant,780,2031,9.002,male
medium_variant,780,2032,9.085,male
medium_variant,780,2033,9.164,male
medium_variant,780,2034,9.237,male
medium_variant,780,2035,9.304,male
medium_variant,780,2036,9.363,male
medium_variant,780,2037,9.414,male
medium_variant,780,2038,9.456,male
medium_variant,780,2039,9.491,male
medium_variant,780,2040,9.519,male
medium_variant,780,2041,9.54,male
medium_variant,780,2042,9.555,male
medium_variant,780,2043,9.567,male
medium_variant,780,2044,9.575,male
medium_variant,780,2045,9.581,male
medium_variant,780,2046,9.585,male
medium_variant,780,2047,9.588,male
medium_variant,780,2048,9.588,male
medium_variant,780,2049,9.588,male
medium_variant,780,2050,9.586,male
medium_variant,780,2051,9.583,male
medium_variant,780,2052,9.579,male
medium_variant,780,2053,9.573,male
medium_variant,780,2054,9.566,male
medium_variant,780,2055,9.556,male
medium_variant,780,2056,9.544,male
medium_variant,780,2057,9.529,male
medium_variant,780,2058,9.51,male
medium_variant,780,2059,9.487,male
medium_variant,780,2060,9.459,male
medium_variant,780,2061,9.425,male
medium_variant,780,2062,9.385,male
medium_variant,780,2063,9.338,male
medium_variant,780,2064,9.284,male
medium_variant,780,2065,9.224,male
medium_variant,780,2066,9.159,male
medium_variant,780,2067,9.087,male
medium_variant,780,2068,9.012,male
medium_variant,780,2069,8.932,male
medium_variant,780,2070,8.849,male
medium_variant,780,2071,8.762,male
medium_variant,780,2072,8.671,male
medium_variant,780,2073,8.577,male
medium_variant,780,2074,8.481,male
medium_variant,780,2075,8.385,male
