variant,country,year,totaldeaths,gender
estimates,694,1950,38.658,male
estimates,694,1951,38.625,male
estimates,694,1952,38.583,male
estimates,694,1953,38.585,male
estimates,694,1954,38.631,male
estimates,694,1955,38.721,male
estimates,694,1956,38.859,male
estimates,694,1957,39.042,male
estimates,694,1958,39.271,male
estimates,694,1959,39.549,male
estimates,694,1960,39.874,male
estimates,694,1961,40.242,male
estimates,694,1962,40.639,male
estimates,694,1963,41.042,male
estimates,694,1964,41.417,male
estimates,694,1965,41.698,male
estimates,694,1966,41.815,male
estimates,694,1967,41.738,male
estimates,694,1968,41.469,male
estimates,694,1969,41.035,male
estimates,694,1970,40.493,male
estimates,694,1971,39.924,male
estimates,694,1972,39.419,male
estimates,694,1973,39.052,male
estimates,694,1974,38.862,male
estimates,694,1975,38.857,male
estimates,694,1976,39.007,male
estimates,694,1977,39.264,male
estimates,694,1978,39.598,male
estimates,694,1979,40.017,male
estimates,694,1980,40.554,male
estimates,694,1981,41.252,male
estimates,694,1982,42.145,male
estimates,694,1983,43.253,male
estimates,694,1984,44.574,male
estimates,694,1985,46.13,male
estimates,694,1986,47.944,male
estimates,694,1987,49.966,male
estimates,694,1988,52.11,male
estimates,694,1989,54.273,male
estimates,694,1990,56.306,male
estimates,694,1991,58.051,male
estimates,694,1992,59.411,male
estimates,694,1993,60.332,male
estimates,694,1994,60.794,male
estimates,694,1995,60.83,male
estimates,694,1996,60.521,male
estimates,694,1997,60.01,male
estimates,694,1998,59.423,male
estimates,694,1999,58.824,male
estimates,694,2000,58.263,male
estimates,694,2001,57.757,male
estimates,694,2002,57.27,male
estimates,694,2003,56.767,male
estimates,694,2004,56.24,male
estimates,694,2005,55.645,male
estimates,694,2006,54.929,male
estimates,694,2007,54.07,male
estimates,694,2008,53.081,male
estimates,694,2009,52.002,male
estimates,694,2010,50.911,male
estimates,694,2011,49.907,male
estimates,694,2012,49.073,male
estimates,694,2013,48.466,male
estimates,694,2014,48.102,male
estimates,694,2015,47.968,male
medium_variant,694,2015,47.968,male
medium_variant,694,2016,48.016,male
medium_variant,694,2017,48.161,male
medium_variant,694,2018,48.331,male
medium_variant,694,2019,48.492,male
medium_variant,694,2020,48.624,male
medium_variant,694,2021,48.729,male
medium_variant,694,2022,48.83,male
medium_variant,694,2023,48.947,male
medium_variant,694,2024,49.08,male
medium_variant,694,2025,49.227,male
medium_variant,694,2026,49.388,male
medium_variant,694,2027,49.561,male
medium_variant,694,2028,49.747,male
medium_variant,694,2029,49.948,male
medium_variant,694,2030,50.166,male
medium_variant,694,2031,50.404,male
medium_variant,694,2032,50.667,male
medium_variant,694,2033,50.957,male
medium_variant,694,2034,51.276,male
medium_variant,694,2035,51.627,male
medium_variant,694,2036,52.007,male
medium_variant,694,2037,52.417,male
medium_variant,694,2038,52.856,male
medium_variant,694,2039,53.324,male
medium_variant,694,2040,53.824,male
medium_variant,694,2041,54.357,male
medium_variant,694,2042,54.925,male
medium_variant,694,2043,55.528,male
medium_variant,694,2044,56.167,male
medium_variant,694,2045,56.841,male
medium_variant,694,2046,57.552,male
medium_variant,694,2047,58.297,male
medium_variant,694,2048,59.074,male
medium_variant,694,2049,59.881,male
medium_variant,694,2050,60.715,male
medium_variant,694,2051,61.575,male
medium_variant,694,2052,62.458,male
medium_variant,694,2053,63.363,male
medium_variant,694,2054,64.288,male
medium_variant,694,2055,65.232,male
medium_variant,694,2056,66.195,male
medium_variant,694,2057,67.178,male
medium_variant,694,2058,68.18,male
medium_variant,694,2059,69.2,male
medium_variant,694,2060,70.237,male
medium_variant,694,2061,71.289,male
medium_variant,694,2062,72.355,male
medium_variant,694,2063,73.435,male
medium_variant,694,2064,74.527,male
medium_variant,694,2065,75.631,male
medium_variant,694,2066,76.747,male
medium_variant,694,2067,77.877,male
medium_variant,694,2068,79.02,male
medium_variant,694,2069,80.179,male
medium_variant,694,2070,81.358,male
medium_variant,694,2071,82.56,male
medium_variant,694,2072,83.788,male
medium_variant,694,2073,85.038,male
medium_variant,694,2074,86.307,male
medium_variant,694,2075,87.589,male
medium_variant,694,2076,88.88,male
medium_variant,694,2077,90.17,male
medium_variant,694,2078,91.452,male
medium_variant,694,2079,92.717,male
medium_variant,694,2080,93.959,male
medium_variant,694,2081,95.173,male
medium_variant,694,2082,96.358,male
medium_variant,694,2083,97.515,male
medium_variant,694,2084,98.639,male
medium_variant,694,2085,99.729,male
medium_variant,694,2086,100.786,male
medium_variant,694,2087,101.811,male
medium_variant,694,2088,102.804,male
medium_variant,694,2089,103.764,male
medium_variant,694,2090,104.69,male
medium_variant,694,2091,105.579,male
medium_variant,694,2092,106.43,male
medium_variant,694,2093,107.242,male
medium_variant,694,2094,108.015,male
medium_variant,694,2095,108.747,male
medium_variant,694,2096,109.438,male
medium_variant,694,2097,110.088,male
medium_variant,694,2098,110.698,male
medium_variant,694,2099,111.266,male
estimates,694,1950,36.211,female
estimates,694,1951,36.166,female
estimates,694,1952,36.101,female
estimates,694,1953,36.088,female
estimates,694,1954,36.127,female
estimates,694,1955,36.218,female
estimates,694,1956,36.361,female
estimates,694,1957,36.555,female
estimates,694,1958,36.796,female
estimates,694,1959,37.082,female
estimates,694,1960,37.406,female
estimates,694,1961,37.762,female
estimates,694,1962,38.135,female
estimates,694,1963,38.511,female
estimates,694,1964,38.87,female
estimates,694,1965,39.186,female
estimates,694,1966,39.435,female
estimates,694,1967,39.607,female
estimates,694,1968,39.7,female
estimates,694,1969,39.715,female
estimates,694,1970,39.651,female
estimates,694,1971,39.512,female
estimates,694,1972,39.323,female
estimates,694,1973,39.118,female
estimates,694,1974,38.932,female
estimates,694,1975,38.792,female
estimates,694,1976,38.724,female
estimates,694,1977,38.749,female
estimates,694,1978,38.893,female
estimates,694,1979,39.189,female
estimates,694,1980,39.678,female
estimates,694,1981,40.398,female
estimates,694,1982,41.347,female
estimates,694,1983,42.511,female
estimates,694,1984,43.866,female
estimates,694,1985,45.405,female
estimates,694,1986,47.123,female
estimates,694,1987,48.962,female
estimates,694,1988,50.843,female
estimates,694,1989,52.677,female
estimates,694,1990,54.35,female
estimates,694,1991,55.752,female
estimates,694,1992,56.827,female
estimates,694,1993,57.54,female
estimates,694,1994,57.876,female
estimates,694,1995,57.837,female
estimates,694,1996,57.454,female
estimates,694,1997,56.825,female
estimates,694,1998,56.053,female
estimates,694,1999,55.211,female
estimates,694,2000,54.389,female
estimates,694,2001,53.661,female
estimates,694,2002,53.047,female
estimates,694,2003,52.55,female
estimates,694,2004,52.167,female
estimates,694,2005,51.848,female
estimates,694,2006,51.512,female
estimates,694,2007,51.085,female
estimates,694,2008,50.527,female
estimates,694,2009,49.845,female
estimates,694,2010,49.089,female
estimates,694,2011,48.335,female
estimates,694,2012,47.67,female
estimates,694,2013,47.158,female
estimates,694,2014,46.818,female
estimates,694,2015,46.646,female
medium_variant,694,2015,46.646,female
medium_variant,694,2016,46.609,female
medium_variant,694,2017,46.645,female
medium_variant,694,2018,46.698,female
medium_variant,694,2019,46.747,female
medium_variant,694,2020,46.776,female
medium_variant,694,2021,46.783,female
medium_variant,694,2022,46.786,female
medium_variant,694,2023,46.798,female
medium_variant,694,2024,46.819,female
medium_variant,694,2025,46.853,female
medium_variant,694,2026,46.9,female
medium_variant,694,2027,46.962,female
medium_variant,694,2028,47.042,female
medium_variant,694,2029,47.141,female
medium_variant,694,2030,47.261,female
medium_variant,694,2031,47.402,female
medium_variant,694,2032,47.564,female
medium_variant,694,2033,47.747,female
medium_variant,694,2034,47.953,female
medium_variant,694,2035,48.184,female
medium_variant,694,2036,48.444,female
medium_variant,694,2037,48.731,female
medium_variant,694,2038,49.049,female
medium_variant,694,2039,49.398,female
medium_variant,694,2040,49.779,female
medium_variant,694,2041,50.19,female
medium_variant,694,2042,50.63,female
medium_variant,694,2043,51.1,female
medium_variant,694,2044,51.598,female
medium_variant,694,2045,52.126,female
medium_variant,694,2046,52.683,female
medium_variant,694,2047,53.27,female
medium_variant,694,2048,53.889,female
medium_variant,694,2049,54.538,female
medium_variant,694,2050,55.219,female
medium_variant,694,2051,55.933,female
medium_variant,694,2052,56.68,female
medium_variant,694,2053,57.457,female
medium_variant,694,2054,58.264,female
medium_variant,694,2055,59.1,female
medium_variant,694,2056,59.962,female
