variant,country,year,totaldeaths,gender
estimates,108,1950,30.92,male
estimates,108,1951,31.034,male
estimates,108,1952,31.265,male
estimates,108,1953,31.497,male
estimates,108,1954,31.732,male
estimates,108,1955,31.97,male
estimates,108,1956,32.209,male
estimates,108,1957,32.451,male
estimates,108,1958,32.696,male
estimates,108,1959,32.944,male
estimates,108,1960,33.196,male
estimates,108,1961,33.454,male
estimates,108,1962,33.718,male
estimates,108,1963,33.993,male
estimates,108,1964,34.282,male
estimates,108,1965,34.592,male
estimates,108,1966,34.936,male
estimates,108,1967,35.313,male
estimates,108,1968,35.72,male
estimates,108,1969,36.147,male
estimates,108,1970,36.57,male
estimates,108,1971,36.956,male
estimates,108,1972,37.29,male
estimates,108,1973,37.569,male
estimates,108,1974,37.803,male
estimates,108,1975,38.018,male
estimates,108,1976,38.25,male
estimates,108,1977,38.537,male
estimates,108,1978,38.909,male
estimates,108,1979,39.379,male
estimates,108,1980,39.943,male
estimates,108,1981,40.578,male
estimates,108,1982,41.258,male
estimates,108,1983,41.973,male
estimates,108,1984,42.729,male
estimates,108,1985,43.601,male
estimates,108,1986,44.683,male
estimates,108,1987,46,male
estimates,108,1988,47.511,male
estimates,108,1989,49.126,male
estimates,108,1990,50.638,male
estimates,108,1991,51.799,male
estimates,108,1992,52.447,male
estimates,108,1993,52.514,male
estimates,108,1994,52.028,male
estimates,108,1995,51.122,male
estimates,108,1996,50.008,male
estimates,108,1997,48.958,male
estimates,108,1998,48.191,male
estimates,108,1999,47.813,male
estimates,108,2000,47.882,male
estimates,108,2001,48.379,male
estimates,108,2002,49.166,male
estimates,108,2003,50.113,male
estimates,108,2004,51.159,male
estimates,108,2005,52.247,male
estimates,108,2006,53.328,male
estimates,108,2007,54.382,male
estimates,108,2008,55.389,male
estimates,108,2009,56.322,male
estimates,108,2010,57.169,male
estimates,108,2011,57.934,male
estimates,108,2012,58.644,male
estimates,108,2013,59.32,male
estimates,108,2014,59.968,male
estimates,108,2015,60.59,male
medium_variant,108,2015,60.59,male
medium_variant,108,2016,61.186,male
medium_variant,108,2017,61.755,male
medium_variant,108,2018,62.299,male
medium_variant,108,2019,62.823,male
medium_variant,108,2020,63.332,male
medium_variant,108,2021,63.829,male
medium_variant,108,2022,64.32,male
medium_variant,108,2023,64.811,male
medium_variant,108,2024,65.311,male
medium_variant,108,2025,65.828,male
medium_variant,108,2026,66.368,male
medium_variant,108,2027,66.933,male
medium_variant,108,2028,67.528,male
medium_variant,108,2029,68.159,male
medium_variant,108,2030,68.832,male
medium_variant,108,2031,69.552,male
medium_variant,108,2032,70.318,male
medium_variant,108,2033,71.127,male
medium_variant,108,2034,71.976,male
medium_variant,108,2035,72.861,male
medium_variant,108,2036,73.775,male
medium_variant,108,2037,74.711,male
medium_variant,108,2038,75.664,male
medium_variant,108,2039,76.631,male
medium_variant,108,2040,77.61,male
medium_variant,108,2041,78.599,male
medium_variant,108,2042,79.605,male
medium_variant,108,2043,80.631,male
medium_variant,108,2044,81.684,male
medium_variant,108,2045,82.765,male
medium_variant,108,2046,83.876,male
medium_variant,108,2047,85.023,male
medium_variant,108,2048,86.211,male
medium_variant,108,2049,87.451,male
medium_variant,108,2050,88.752,male
medium_variant,108,2051,90.125,male
medium_variant,108,2052,91.575,male
medium_variant,108,2053,93.106,male
medium_variant,108,2054,94.721,male
medium_variant,108,2055,96.422,male
medium_variant,108,2056,98.208,male
medium_variant,108,2057,100.072,male
medium_variant,108,2058,102.006,male
medium_variant,108,2059,104.007,male
medium_variant,108,2060,106.07,male
medium_variant,108,2061,108.194,male
medium_variant,108,2062,110.376,male
medium_variant,108,2063,112.613,male
medium_variant,108,2064,114.899,male
medium_variant,108,2065,117.231,male
medium_variant,108,2066,119.607,male
medium_variant,108,2067,122.024,male
medium_variant,108,2068,124.48,male
medium_variant,108,2069,126.969,male
medium_variant,108,2070,129.487,male
medium_variant,108,2071,132.032,male
medium_variant,108,2072,134.603,male
medium_variant,108,2073,137.196,male
medium_variant,108,2074,139.809,male
medium_variant,108,2075,142.436,male
medium_variant,108,2076,145.071,male
medium_variant,108,2077,147.713,male
medium_variant,108,2078,150.367,male
medium_variant,108,2079,153.042,male
medium_variant,108,2080,155.75,male
medium_variant,108,2081,158.505,male
medium_variant,108,2082,161.32,male
medium_variant,108,2083,164.203,male
medium_variant,108,2084,167.156,male
medium_variant,108,2085,170.18,male
medium_variant,108,2086,173.273,male
medium_variant,108,2087,176.422,male
medium_variant,108,2088,179.611,male
medium_variant,108,2089,182.828,male
medium_variant,108,2090,186.063,male
medium_variant,108,2091,189.305,male
medium_variant,108,2092,192.547,male
medium_variant,108,2093,195.783,male
medium_variant,108,2094,199.01,male
medium_variant,108,2095,202.224,male
medium_variant,108,2096,205.424,male
medium_variant,108,2097,208.61,male
medium_variant,108,2098,211.781,male
medium_variant,108,2099,214.938,male
estimates,108,1950,29.315,female
estimates,108,1951,29.422,female
estimates,108,1952,29.637,female
estimates,108,1953,29.853,female
estimates,108,1954,30.07,female
estimates,108,1955,30.289,female
estimates,108,1956,30.508,female
estimates,108,1957,30.73,female
estimates,108,1958,30.953,female
estimates,108,1959,31.179,female
estimates,108,1960,31.408,female
estimates,108,1961,31.643,female
estimates,108,1962,31.884,female
estimates,108,1963,32.134,female
estimates,108,1964,32.396,female
estimates,108,1965,32.677,female
estimates,108,1966,32.986,female
estimates,108,1967,33.324,female
estimates,108,1968,33.686,female
estimates,108,1969,34.064,female
estimates,108,1970,34.435,female
estimates,108,1971,34.774,female
estimates,108,1972,35.065,female
estimates,108,1973,35.305,female
estimates,108,1974,35.504,female
estimates,108,1975,35.68,female
estimates,108,1976,35.863,female
estimates,108,1977,36.083,female
estimates,108,1978,36.37,female
estimates,108,1979,36.737,female
estimates,108,1980,37.18,female
estimates,108,1981,37.685,female
estimates,108,1982,38.233,female
estimates,108,1983,38.822,female
estimates,108,1984,39.466,female
estimates,108,1985,40.247,female
estimates,108,1986,41.265,female
estimates,108,1987,42.545,female
estimates,108,1988,44.045,female
estimates,108,1989,45.674,female
estimates,108,1990,47.228,female
estimates,108,1991,48.463,female
estimates,108,1992,49.209,female
estimates,108,1993,49.387,female
estimates,108,1994,49.01,female
estimates,108,1995,48.19,female
estimates,108,1996,47.116,female
estimates,108,1997,46.046,female
estimates,108,1998,45.193,female
estimates,108,1999,44.661,female
estimates,108,2000,44.517,female
estimates,108,2001,44.761,female
estimates,108,2002,45.275,female
estimates,108,2003,45.947,female
estimates,108,2004,46.723,female
estimates,108,2005,47.537,female
estimates,108,2006,48.331,female
estimates,108,2007,49.069,female
estimates,108,2008,49.726,female
estimates,108,2009,50.283,female
estimates,108,2010,50.741,female
estimates,108,2011,51.121,female
estimates,108,2012,51.467,female
estimates,108,2013,51.814,female
estimates,108,2014,52.173,female
estimates,108,2015,52.545,female
medium_variant,108,2015,52.545,female
medium_variant,108,2016,52.925,female
medium_variant,108,2017,53.295,female
medium_variant,108,2018,53.647,female
medium_variant,108,2019,53.98,female
medium_variant,108,2020,54.294,female
medium_variant,108,2021,54.59,female
medium_variant,108,2022,54.877,female
medium_variant,108,2023,55.162,female
medium_variant,108,2024,55.454,female
medium_variant,108,2025,55.758,female
medium_variant,108,2026,56.081,female
medium_variant,108,2027,56.426,female
medium_variant,108,2028,56.797,female
medium_variant,108,2029,57.2,female
medium_variant,108,2030,57.641,female
medium_variant,108,2031,58.123,female
