variant,country,year,totaldeaths,gender
estimates,578,1950,14.131,male
estimates,578,1951,14.202,male
estimates,578,1952,14.367,male
estimates,578,1953,14.578,male
estimates,578,1954,14.836,male
estimates,578,1955,15.14,male
estimates,578,1956,15.488,male
estimates,578,1957,15.878,male
estimates,578,1958,16.304,male
estimates,578,1959,16.757,male
estimates,578,1960,17.225,male
estimates,578,1961,17.697,male
estimates,578,1962,18.16,male
estimates,578,1963,18.6,male
estimates,578,1964,19.011,male
estimates,578,1965,19.39,male
estimates,578,1966,19.741,male
estimates,578,1967,20.071,male
estimates,578,1968,20.387,male
estimates,578,1969,20.686,male
estimates,578,1970,20.963,male
estimates,578,1971,21.21,male
estimates,578,1972,21.422,male
estimates,578,1973,21.6,male
estimates,578,1974,21.746,male
estimates,578,1975,21.868,male
estimates,578,1976,21.977,male
estimates,578,1977,22.082,male
estimates,578,1978,22.193,male
estimates,578,1979,22.315,male
estimates,578,1980,22.454,male
estimates,578,1981,22.615,male
estimates,578,1982,22.792,male
estimates,578,1983,22.975,male
estimates,578,1984,23.155,male
estimates,578,1985,23.32,male
estimates,578,1986,23.454,male
estimates,578,1987,23.547,male
estimates,578,1988,23.592,male
estimates,578,1989,23.587,male
estimates,578,1990,23.534,male
estimates,578,1991,23.438,male
estimates,578,1992,23.312,male
estimates,578,1993,23.168,male
estimates,578,1994,23.011,male
estimates,578,1995,22.843,male
estimates,578,1996,22.664,male
estimates,578,1997,22.471,male
estimates,578,1998,22.264,male
estimates,578,1999,22.047,male
estimates,578,2000,21.822,male
estimates,578,2001,21.592,male
estimates,578,2002,21.359,male
estimates,578,2003,21.129,male
estimates,578,2004,20.908,male
estimates,578,2005,20.703,male
estimates,578,2006,20.518,male
estimates,578,2007,20.356,male
estimates,578,2008,20.219,male
estimates,578,2009,20.112,male
estimates,578,2010,20.038,male
estimates,578,2011,19.998,male
estimates,578,2012,19.989,male
estimates,578,2013,20.011,male
estimates,578,2014,20.064,male
estimates,578,2015,20.145,male
medium_variant,578,2015,20.145,male
medium_variant,578,2016,20.255,male
medium_variant,578,2017,20.392,male
medium_variant,578,2018,20.555,male
medium_variant,578,2019,20.744,male
medium_variant,578,2020,20.958,male
medium_variant,578,2021,21.197,male
medium_variant,578,2022,21.462,male
medium_variant,578,2023,21.754,male
medium_variant,578,2024,22.073,male
medium_variant,578,2025,22.421,male
medium_variant,578,2026,22.801,male
medium_variant,578,2027,23.212,male
medium_variant,578,2028,23.653,male
medium_variant,578,2029,24.12,male
medium_variant,578,2030,24.612,male
medium_variant,578,2031,25.127,male
medium_variant,578,2032,25.659,male
medium_variant,578,2033,26.2,male
medium_variant,578,2034,26.744,male
medium_variant,578,2035,27.281,male
medium_variant,578,2036,27.805,male
medium_variant,578,2037,28.313,male
medium_variant,578,2038,28.799,male
medium_variant,578,2039,29.261,male
medium_variant,578,2040,29.693,male
medium_variant,578,2041,30.095,male
medium_variant,578,2042,30.47,male
medium_variant,578,2043,30.822,male
medium_variant,578,2044,31.157,male
medium_variant,578,2045,31.479,male
medium_variant,578,2046,31.795,male
medium_variant,578,2047,32.109,male
medium_variant,578,2048,32.425,male
medium_variant,578,2049,32.746,male
medium_variant,578,2050,33.072,male
medium_variant,578,2051,33.404,male
medium_variant,578,2052,33.737,male
medium_variant,578,2053,34.066,male
medium_variant,578,2054,34.386,male
medium_variant,578,2055,34.692,male
medium_variant,578,2056,34.978,male
medium_variant,578,2057,35.242,male
medium_variant,578,2058,35.481,male
medium_variant,578,2059,35.693,male
medium_variant,578,2060,35.877,male
medium_variant,578,2061,36.031,male
medium_variant,578,2062,36.16,male
medium_variant,578,2063,36.269,male
medium_variant,578,2064,36.363,male
medium_variant,578,2065,36.448,male
medium_variant,578,2066,36.526,male
medium_variant,578,2067,36.603,male
medium_variant,578,2068,36.683,male
medium_variant,578,2069,36.773,male
medium_variant,578,2070,36.879,male
medium_variant,578,2071,37.006,male
medium_variant,578,2072,37.154,male
medium_variant,578,2073,37.322,male
medium_variant,578,2074,37.511,male
medium_variant,578,2075,37.717,male
medium_variant,578,2076,37.94,male
medium_variant,578,2077,38.174,male
medium_variant,578,2078,38.413,male
medium_variant,578,2079,38.652,male
medium_variant,578,2080,38.887,male
medium_variant,578,2081,39.115,male
medium_variant,578,2082,39.336,male
medium_variant,578,2083,39.546,male
medium_variant,578,2084,39.743,male
medium_variant,578,2085,39.922,male
medium_variant,578,2086,40.08,male
medium_variant,578,2087,40.216,male
medium_variant,578,2088,40.333,male
medium_variant,578,2089,40.431,male
medium_variant,578,2090,40.514,male
medium_variant,578,2091,40.587,male
medium_variant,578,2092,40.652,male
medium_variant,578,2093,40.714,male
medium_variant,578,2094,40.776,male
medium_variant,578,2095,40.84,male
medium_variant,578,2096,40.906,male
medium_variant,578,2097,40.975,male
medium_variant,578,2098,41.048,male
medium_variant,578,2099,41.123,male
estimates,578,1950,14.063,female
estimates,578,1951,14.066,female
estimates,578,1952,14.092,female
estimates,578,1953,14.16,female
estimates,578,1954,14.27,female
estimates,578,1955,14.421,female
estimates,578,1956,14.612,female
estimates,578,1957,14.838,female
estimates,578,1958,15.093,female
estimates,578,1959,15.365,female
estimates,578,1960,15.643,female
estimates,578,1961,15.912,female
estimates,578,1962,16.158,female
estimates,578,1963,16.374,female
estimates,578,1964,16.556,female
estimates,578,1965,16.71,female
estimates,578,1966,16.85,female
estimates,578,1967,16.992,female
estimates,578,1968,17.147,female
estimates,578,1969,17.316,female
estimates,578,1970,17.498,female
estimates,578,1971,17.683,female
estimates,578,1972,17.86,female
estimates,578,1973,18.022,female
estimates,578,1974,18.167,female
estimates,578,1975,18.295,female
estimates,578,1976,18.407,female
estimates,578,1977,18.512,female
estimates,578,1978,18.619,female
estimates,578,1979,18.737,female
estimates,578,1980,18.881,female
estimates,578,1981,19.066,female
estimates,578,1982,19.297,female
estimates,578,1983,19.571,female
estimates,578,1984,19.884,female
estimates,578,1985,20.225,female
estimates,578,1986,20.579,female
estimates,578,1987,20.927,female
estimates,578,1988,21.251,female
estimates,578,1989,21.54,female
estimates,578,1990,21.784,female
estimates,578,1991,21.979,female
estimates,578,1992,22.13,female
estimates,578,1993,22.245,female
estimates,578,1994,22.326,female
estimates,578,1995,22.379,female
estimates,578,1996,22.409,female
estimates,578,1997,22.423,female
estimates,578,1998,22.426,female
estimates,578,1999,22.418,female
estimates,578,2000,22.4,female
estimates,578,2001,22.365,female
estimates,578,2002,22.309,female
estimates,578,2003,22.232,female
estimates,578,2004,22.135,female
estimates,578,2005,22.023,female
estimates,578,2006,21.901,female
estimates,578,2007,21.777,female
estimates,578,2008,21.658,female
estimates,578,2009,21.55,female
estimates,578,2010,21.462,female
estimates,578,2011,21.398,female
estimates,578,2012,21.359,female
estimates,578,2013,21.342,female
estimates,578,2014,21.344,female
estimates,578,2015,21.356,female
medium_variant,578,2015,21.356,female
medium_variant,578,2016,21.367,female
medium_variant,578,2017,21.369,female
medium_variant,578,2018,21.36,female
medium_variant,578,2019,21.344,female
medium_variant,578,2020,21.328,female
medium_variant,578,2021,21.322,female
medium_variant,578,2022,21.341,female
medium_variant,578,2023,21.399,female
medium_variant,578,2024,21.502,female
medium_variant,578,2025,21.659,female
medium_variant,578,2026,21.873,female
medium_variant,578,2027,22.139,female
medium_variant,578,2028,22.45,female
medium_variant,578,2029,22.802,female
medium_variant,578,2030,23.191,female
medium_variant,578,2031,23.611,female
medium_variant,578,2032,24.056,female
medium_variant,578,2033,24.516,female
medium_variant,578,2034,24.982,female
medium_variant,578,2035,25.446,female
medium_variant,578,2036,25.901,female
medium_variant,578,2037,26.345,female
medium_variant,578,2038,26.775,female
medium_variant,578,2039,27.184,female
medium_variant,578,2040,27.569,female
medium_variant,578,2041,27.925,female
medium_variant,578,2042,28.255,female
medium_variant,578,2043,28.561,female
medium_variant,578,2044,28.847,female
medium_variant,578,2045,29.117,female
medium_variant,578,2046,29.375,female
medium_variant,578,2047,29.626,female
medium_variant,578,2048,29.875,female
medium_variant,578,2049,30.125,female
medium_variant,578,2050,30.377,female
medium_variant,578,2051,30.633,female
medium_variant,578,2052,30.889,female
medium_variant,578,2053,31.142,female
medium_variant,578,2054,31.39,female
medium_variant,578,2055,31.631,female
medium_variant,578,2056,31.863,female
medium_variant,578,2057,32.083,female
medium_variant,578,2058,32.289,female
medium_variant,578,2059,32.478,female
medium_variant,578,2060,32.648,female
medium_variant,578,2061,32.796,female
medium_variant,578,2062,32.921,female
medium_variant,578,2063,33.027,female
medium_variant,578,2064,33.113,female
medium_variant,578,2065,33.182,female
medium_variant,578,2066,33.232,female
medium_variant,578,2067,33.268,female
medium_variant,578,2068,33.297,female
medium_variant,578,2069,33.326,female
medium_variant,578,2070,33.364,female
medium_variant,578,2071,33.421,female
medium_variant,578,2072,33.501,female
medium_variant,578,2073,33.608,female
medium_variant,578,2074,33.745,female
medium_variant,578,2075,33.913,female
medium_variant,578,2076,34.111,female
medium_variant,578,2077,34.331,female
medium_variant,578,2078,34.566,female
medium_variant,578,2079,34.808,female
medium_variant,578,2080,35.051,female
medium_variant,578,2081,35.29,female
medium_variant,578,2082,35.521,female
medium_variant,578,2083,35.74,female
medium_variant,578,2084,35.941,female
medium_variant,578,2085,36.12,female
medium_variant,578,2086,36.273,female
medium_variant,578,2087,36.402,female
medium_variant,578,2088,36.511,female
medium_variant,578,2089,36.6,female
medium_variant,578,2090,36.674,female
medium_variant,578,2091,36.736,female
medium_variant,578,2092,36.791,female
medium_variant,578,2093,36.842,female
medium_variant,578,2094,36.892,female
medium_variant,578,2095,36.943,female
medium_variant,578,2096,36.996,female
medium_variant,578,2097,37.052,female
medium_variant,578,2098,37.11,female
medium_variant,578,2099,37.17,female
