variant,country,year,totaldeaths,gender
estimates,512,1950,7.135,male
estimates,512,1951,7.085,male
estimates,512,1952,6.987,male
estimates,512,1953,6.896,male
estimates,512,1954,6.811,male
estimates,512,1955,6.733,male
estimates,512,1956,6.661,male
estimates,512,1957,6.595,male
estimates,512,1958,6.536,male
estimates,512,1959,6.482,male
estimates,512,1960,6.433,male
estimates,512,1961,6.389,male
estimates,512,1962,6.349,male
estimates,512,1963,6.314,male
estimates,512,1964,6.282,male
estimates,512,1965,6.256,male
estimates,512,1966,6.236,male
estimates,512,1967,6.224,male
estimates,512,1968,6.218,male
estimates,512,1969,6.219,male
estimates,512,1970,6.225,male
estimates,512,1971,6.237,male
estimates,512,1972,6.252,male
estimates,512,1973,6.269,male
estimates,512,1974,6.286,male
estimates,512,1975,6.301,male
estimates,512,1976,6.314,male
estimates,512,1977,6.324,male
estimates,512,1978,6.33,male
estimates,512,1979,6.33,male
estimates,512,1980,6.321,male
estimates,512,1981,6.3,male
estimates,512,1982,6.266,male
estimates,512,1983,6.219,male
estimates,512,1984,6.161,male
estimates,512,1985,6.097,male
estimates,512,1986,6.03,male
estimates,512,1987,5.965,male
estimates,512,1988,5.904,male
estimates,512,1989,5.848,male
estimates,512,1990,5.795,male
estimates,512,1991,5.739,male
estimates,512,1992,5.678,male
estimates,512,1993,5.607,male
estimates,512,1994,5.526,male
estimates,512,1995,5.434,male
estimates,512,1996,5.331,male
estimates,512,1997,5.221,male
estimates,512,1998,5.111,male
estimates,512,1999,5.006,male
estimates,512,2000,4.915,male
estimates,512,2001,4.842,male
estimates,512,2002,4.795,male
estimates,512,2003,4.778,male
estimates,512,2004,4.795,male
estimates,512,2005,4.853,male
estimates,512,2006,4.955,male
estimates,512,2007,5.097,male
estimates,512,2008,5.276,male
estimates,512,2009,5.486,male
estimates,512,2010,5.723,male
estimates,512,2011,5.982,male
estimates,512,2012,6.254,male
estimates,512,2013,6.534,male
estimates,512,2014,6.814,male
estimates,512,2015,7.088,male
medium_variant,512,2015,7.088,male
medium_variant,512,2016,7.351,male
medium_variant,512,2017,7.604,male
medium_variant,512,2018,7.847,male
medium_variant,512,2019,8.082,male
medium_variant,512,2020,8.309,male
medium_variant,512,2021,8.532,male
medium_variant,512,2022,8.755,male
medium_variant,512,2023,8.984,male
medium_variant,512,2024,9.222,male
medium_variant,512,2025,9.474,male
medium_variant,512,2026,9.74,male
medium_variant,512,2027,10.023,male
medium_variant,512,2028,10.324,male
medium_variant,512,2029,10.644,male
medium_variant,512,2030,10.986,male
medium_variant,512,2031,11.352,male
medium_variant,512,2032,11.74,male
medium_variant,512,2033,12.151,male
medium_variant,512,2034,12.585,male
medium_variant,512,2035,13.04,male
medium_variant,512,2036,13.514,male
medium_variant,512,2037,14.007,male
medium_variant,512,2038,14.518,male
medium_variant,512,2039,15.046,male
medium_variant,512,2040,15.593,male
medium_variant,512,2041,16.159,male
medium_variant,512,2042,16.745,male
medium_variant,512,2043,17.354,male
medium_variant,512,2044,17.988,male
medium_variant,512,2045,18.649,male
medium_variant,512,2046,19.337,male
medium_variant,512,2047,20.054,male
medium_variant,512,2048,20.799,male
medium_variant,512,2049,21.573,male
medium_variant,512,2050,22.376,male
medium_variant,512,2051,23.206,male
medium_variant,512,2052,24.062,male
medium_variant,512,2053,24.944,male
medium_variant,512,2054,25.848,male
medium_variant,512,2055,26.776,male
medium_variant,512,2056,27.727,male
medium_variant,512,2057,28.7,male
medium_variant,512,2058,29.695,male
medium_variant,512,2059,30.708,male
medium_variant,512,2060,31.739,male
medium_variant,512,2061,32.787,male
medium_variant,512,2062,33.85,male
medium_variant,512,2063,34.925,male
medium_variant,512,2064,36.007,male
medium_variant,512,2065,37.095,male
medium_variant,512,2066,38.189,male
medium_variant,512,2067,39.286,male
medium_variant,512,2068,40.382,male
medium_variant,512,2069,41.471,male
medium_variant,512,2070,42.547,male
medium_variant,512,2071,43.607,male
medium_variant,512,2072,44.647,male
medium_variant,512,2073,45.66,male
medium_variant,512,2074,46.638,male
medium_variant,512,2075,47.575,male
medium_variant,512,2076,48.466,male
medium_variant,512,2077,49.308,male
medium_variant,512,2078,50.098,male
medium_variant,512,2079,50.828,male
medium_variant,512,2080,51.494,male
medium_variant,512,2081,52.092,male
medium_variant,512,2082,52.621,male
medium_variant,512,2083,53.08,male
medium_variant,512,2084,53.469,male
medium_variant,512,2085,53.784,male
medium_variant,512,2086,54.023,male
medium_variant,512,2087,54.187,male
medium_variant,512,2088,54.283,male
medium_variant,512,2089,54.314,male
medium_variant,512,2090,54.288,male
medium_variant,512,2091,54.211,male
medium_variant,512,2092,54.091,male
medium_variant,512,2093,53.931,male
medium_variant,512,2094,53.737,male
medium_variant,512,2095,53.511,male
medium_variant,512,2096,53.254,male
medium_variant,512,2097,52.968,male
medium_variant,512,2098,52.652,male
medium_variant,512,2099,52.305,male
estimates,512,1950,6.749,female
estimates,512,1951,6.695,female
estimates,512,1952,6.59,female
estimates,512,1953,6.492,female
estimates,512,1954,6.402,female
estimates,512,1955,6.318,female
estimates,512,1956,6.242,female
estimates,512,1957,6.172,female
estimates,512,1958,6.109,female
estimates,512,1959,6.053,female
estimates,512,1960,6.003,female
estimates,512,1961,5.958,female
estimates,512,1962,5.918,female
estimates,512,1963,5.882,female
estimates,512,1964,5.85,female
estimates,512,1965,5.822,female
estimates,512,1966,5.801,female
estimates,512,1967,5.785,female
estimates,512,1968,5.774,female
estimates,512,1969,5.766,female
estimates,512,1970,5.759,female
estimates,512,1971,5.75,female
estimates,512,1972,5.737,female
estimates,512,1973,5.717,female
estimates,512,1974,5.689,female
estimates,512,1975,5.653,female
estimates,512,1976,5.61,female
estimates,512,1977,5.561,female
estimates,512,1978,5.508,female
estimates,512,1979,5.45,female
estimates,512,1980,5.386,female
estimates,512,1981,5.315,female
estimates,512,1982,5.236,female
estimates,512,1983,5.147,female
estimates,512,1984,5.05,female
estimates,512,1985,4.944,female
estimates,512,1986,4.828,female
estimates,512,1987,4.706,female
estimates,512,1988,4.578,female
estimates,512,1989,4.446,female
estimates,512,1990,4.313,female
estimates,512,1991,4.179,female
estimates,512,1992,4.045,female
estimates,512,1993,3.914,female
estimates,512,1994,3.788,female
estimates,512,1995,3.668,female
