variant,country,year,totaldeaths,gender
estimates,862,1950,39.34,male
estimates,862,1951,39.645,male
estimates,862,1952,40.251,male
estimates,862,1953,40.848,male
estimates,862,1954,41.436,male
estimates,862,1955,42.015,male
estimates,862,1956,42.581,male
estimates,862,1957,43.132,male
estimates,862,1958,43.662,male
estimates,862,1959,44.16,male
estimates,862,1960,44.614,male
estimates,862,1961,45.011,male
estimates,862,1962,45.339,male
estimates,862,1963,45.592,male
estimates,862,1964,45.77,male
estimates,862,1965,45.869,male
estimates,862,1966,45.883,male
estimates,862,1967,45.834,male
estimates,862,1968,45.747,male
estimates,862,1969,45.653,male
estimates,862,1970,45.594,male
estimates,862,1971,45.608,male
estimates,862,1972,45.722,male
estimates,862,1973,45.952,male
estimates,862,1974,46.306,male
estimates,862,1975,46.778,male
estimates,862,1976,47.345,male
estimates,862,1977,47.974,male
estimates,862,1978,48.641,male
estimates,862,1979,49.335,male
estimates,862,1980,50.061,male
estimates,862,1981,50.83,male
estimates,862,1982,51.657,male
estimates,862,1983,52.552,male
estimates,862,1984,53.512,male
estimates,862,1985,54.53,male
estimates,862,1986,55.591,male
estimates,862,1987,56.683,male
estimates,862,1988,57.795,male
estimates,862,1989,58.924,male
estimates,862,1990,60.073,male
estimates,862,1991,61.247,male
estimates,862,1992,62.458,male
estimates,862,1993,63.714,male
estimates,862,1994,65.02,male
estimates,862,1995,66.379,male
estimates,862,1996,67.788,male
estimates,862,1997,69.246,male
estimates,862,1998,70.751,male
estimates,862,1999,72.305,male
estimates,862,2000,73.91,male
estimates,862,2001,75.571,male
estimates,862,2002,77.291,male
estimates,862,2003,79.068,male
estimates,862,2004,80.9,male
estimates,862,2005,82.793,male
estimates,862,2006,84.75,male
estimates,862,2007,86.766,male
estimates,862,2008,88.827,male
estimates,862,2009,90.914,male
estimates,862,2010,92.995,male
estimates,862,2011,95.037,male
estimates,862,2012,97.021,male
estimates,862,2013,98.94,male
estimates,862,2014,100.798,male
estimates,862,2015,102.614,male
medium_variant,862,2015,102.614,male
medium_variant,862,2016,104.416,male
medium_variant,862,2017,106.243,male
medium_variant,862,2018,108.124,male
medium_variant,862,2019,110.074,male
medium_variant,862,2020,112.101,male
medium_variant,862,2021,114.201,male
medium_variant,862,2022,116.356,male
medium_variant,862,2023,118.55,male
medium_variant,862,2024,120.777,male
medium_variant,862,2025,123.031,male
medium_variant,862,2026,125.309,male
medium_variant,862,2027,127.61,male
medium_variant,862,2028,129.933,male
medium_variant,862,2029,132.277,male
medium_variant,862,2030,134.643,male
medium_variant,862,2031,137.033,male
medium_variant,862,2032,139.448,male
medium_variant,862,2033,141.889,male
medium_variant,862,2034,144.352,male
medium_variant,862,2035,146.838,male
medium_variant,862,2036,149.349,male
medium_variant,862,2037,151.878,male
medium_variant,862,2038,154.416,male
medium_variant,862,2039,156.95,male
medium_variant,862,2040,159.462,male
medium_variant,862,2041,161.94,male
medium_variant,862,2042,164.37,male
medium_variant,862,2043,166.742,male
medium_variant,862,2044,169.046,male
medium_variant,862,2045,171.275,male
medium_variant,862,2046,173.428,male
medium_variant,862,2047,175.513,male
medium_variant,862,2048,177.535,male
medium_variant,862,2049,179.497,male
medium_variant,862,2050,181.398,male
medium_variant,862,2051,183.238,male
medium_variant,862,2052,185.019,male
medium_variant,862,2053,186.746,male
medium_variant,862,2054,188.427,male
medium_variant,862,2055,190.067,male
medium_variant,862,2056,191.666,male
medium_variant,862,2057,193.232,male
medium_variant,862,2058,194.778,male
medium_variant,862,2059,196.318,male
medium_variant,862,2060,197.868,male
medium_variant,862,2061,199.443,male
medium_variant,862,2062,201.052,male
medium_variant,862,2063,202.704,male
medium_variant,862,2064,204.406,male
medium_variant,862,2065,206.17,male
medium_variant,862,2066,207.999,male
medium_variant,862,2067,209.886,male
medium_variant,862,2068,211.82,male
medium_variant,862,2069,213.791,male
medium_variant,862,2070,215.788,male
medium_variant,862,2071,217.804,male
medium_variant,862,2072,219.826,male
medium_variant,862,2073,221.836,male
medium_variant,862,2074,223.819,male
medium_variant,862,2075,225.762,male
medium_variant,862,2076,227.657,male
medium_variant,862,2077,229.5,male
medium_variant,862,2078,231.284,male
medium_variant,862,2079,233,male
medium_variant,862,2080,234.633,male
medium_variant,862,2081,236.174,male
medium_variant,862,2082,237.623,male
medium_variant,862,2083,238.983,male
medium_variant,862,2084,240.258,male
medium_variant,862,2085,241.46,male
medium_variant,862,2086,242.601,male
medium_variant,862,2087,243.697,male
medium_variant,862,2088,244.755,male
medium_variant,862,2089,245.779,male
medium_variant,862,2090,246.768,male
medium_variant,862,2091,247.715,male
medium_variant,862,2092,248.612,male
medium_variant,862,2093,249.452,male
medium_variant,862,2094,250.227,male
medium_variant,862,2095,250.934,male
medium_variant,862,2096,251.57,male
medium_variant,862,2097,252.134,male
medium_variant,862,2098,252.625,male
medium_variant,862,2099,253.044,male
estimates,862,1950,34.161,female
estimates,862,1951,34.361,female
estimates,862,1952,34.761,female
estimates,862,1953,35.157,female
estimates,862,1954,35.55,female
estimates,862,1955,35.94,female
estimates,862,1956,36.322,female
estimates,862,1957,36.692,female
estimates,862,1958,37.042,female
estimates,862,1959,37.355,female
estimates,862,1960,37.615,female
estimates,862,1961,37.8,female
estimates,862,1962,37.895,female
estimates,862,1963,37.886,female
estimates,862,1964,37.771,female
estimates,862,1965,37.542,female
estimates,862,1966,37.194,female
estimates,862,1967,36.752,female
estimates,862,1968,36.251,female
estimates,862,1969,35.73,female
estimates,862,1970,35.237,female
estimates,862,1971,34.822,female
estimates,862,1972,34.515,female
estimates,862,1973,34.341,female
estimates,862,1974,34.31,female
estimates,862,1975,34.417,female
estimates,862,1976,34.634,female
estimates,862,1977,34.924,female
estimates,862,1978,35.259,female
estimates,862,1979,35.635,female
estimates,862,1980,36.07,female
estimates,862,1981,36.593,female
estimates,862,1982,37.226,female
estimates,862,1983,37.979,female
estimates,862,1984,38.84,female
estimates,862,1985,39.798,female
estimates,862,1986,40.836,female
estimates,862,1987,41.916,female
estimates,862,1988,42.993,female
estimates,862,1989,44.025,female
estimates,862,1990,44.957,female
estimates,862,1991,45.736,female
estimates,862,1992,46.351,female
estimates,862,1993,46.806,female
estimates,862,1994,47.116,female
estimates,862,1995,47.302,female
estimates,862,1996,47.393,female
estimates,862,1997,47.454,female
estimates,862,1998,47.554,female
