variant,country,year,totaldeaths,gender
estimates,308,1950,0.531,male
estimates,308,1951,0.531,male
estimates,308,1952,0.532,male
estimates,308,1953,0.532,male
estimates,308,1954,0.532,male
estimates,308,1955,0.53,male
estimates,308,1956,0.528,male
estimates,308,1957,0.525,male
estimates,308,1958,0.521,male
estimates,308,1959,0.516,male
estimates,308,1960,0.509,male
estimates,308,1961,0.501,male
estimates,308,1962,0.49,male
estimates,308,1963,0.479,male
estimates,308,1964,0.466,male
estimates,308,1965,0.452,male
estimates,308,1966,0.439,male
estimates,308,1967,0.426,male
estimates,308,1968,0.415,male
estimates,308,1969,0.405,male
estimates,308,1970,0.398,male
estimates,308,1971,0.393,male
estimates,308,1972,0.389,male
estimates,308,1973,0.387,male
estimates,308,1974,0.386,male
estimates,308,1975,0.387,male
estimates,308,1976,0.388,male
estimates,308,1977,0.39,male
estimates,308,1978,0.392,male
estimates,308,1979,0.394,male
estimates,308,1980,0.396,male
estimates,308,1981,0.398,male
estimates,308,1982,0.399,male
estimates,308,1983,0.4,male
estimates,308,1984,0.4,male
estimates,308,1985,0.4,male
estimates,308,1986,0.4,male
estimates,308,1987,0.401,male
estimates,308,1988,0.403,male
estimates,308,1989,0.405,male
estimates,308,1990,0.408,male
estimates,308,1991,0.41,male
estimates,308,1992,0.411,male
estimates,308,1993,0.411,male
estimates,308,1994,0.409,male
estimates,308,1995,0.406,male
estimates,308,1996,0.403,male
estimates,308,1997,0.399,male
estimates,308,1998,0.396,male
estimates,308,1999,0.393,male
estimates,308,2000,0.392,male
estimates,308,2001,0.39,male
estimates,308,2002,0.389,male
estimates,308,2003,0.388,male
estimates,308,2004,0.387,male
estimates,308,2005,0.386,male
estimates,308,2006,0.384,male
estimates,308,2007,0.382,male
estimates,308,2008,0.38,male
estimates,308,2009,0.378,male
estimates,308,2010,0.376,male
estimates,308,2011,0.375,male
estimates,308,2012,0.374,male
estimates,308,2013,0.375,male
estimates,308,2014,0.376,male
estimates,308,2015,0.378,male
medium_variant,308,2015,0.378,male
medium_variant,308,2016,0.381,male
medium_variant,308,2017,0.384,male
medium_variant,308,2018,0.388,male
medium_variant,308,2019,0.391,male
medium_variant,308,2020,0.395,male
medium_variant,308,2021,0.399,male
medium_variant,308,2022,0.404,male
medium_variant,308,2023,0.408,male
medium_variant,308,2024,0.413,male
medium_variant,308,2025,0.418,male
medium_variant,308,2026,0.423,male
medium_variant,308,2027,0.429,male
medium_variant,308,2028,0.435,male
medium_variant,308,2029,0.441,male
medium_variant,308,2030,0.448,male
medium_variant,308,2031,0.455,male
medium_variant,308,2032,0.462,male
medium_variant,308,2033,0.469,male
medium_variant,308,2034,0.477,male
medium_variant,308,2035,0.484,male
medium_variant,308,2036,0.492,male
medium_variant,308,2037,0.5,male
medium_variant,308,2038,0.507,male
medium_variant,308,2039,0.515,male
medium_variant,308,2040,0.523,male
medium_variant,308,2041,0.53,male
medium_variant,308,2042,0.537,male
