variant,country,year,totaldeaths,gender
estimates,268,1950,28.381,male
estimates,268,1951,28.269,male
estimates,268,1952,28.047,male
estimates,268,1953,27.823,male
estimates,268,1954,27.6,male
estimates,268,1955,27.376,male
estimates,268,1956,27.149,male
estimates,268,1957,26.919,male
estimates,268,1958,26.681,male
estimates,268,1959,26.431,male
estimates,268,1960,26.162,male
estimates,268,1961,25.87,male
estimates,268,1962,25.55,male
estimates,268,1963,25.205,male
estimates,268,1964,24.843,male
estimates,268,1965,24.478,male
estimates,268,1966,24.129,male
estimates,268,1967,23.809,male
estimates,268,1968,23.531,male
estimates,268,1969,23.299,male
estimates,268,1970,23.104,male
estimates,268,1971,22.931,male
estimates,268,1972,22.765,male
estimates,268,1973,22.603,male
estimates,268,1974,22.45,male
estimates,268,1975,22.332,male
estimates,268,1976,22.283,male
estimates,268,1977,22.323,male
estimates,268,1978,22.459,male
estimates,268,1979,22.681,male
estimates,268,1980,22.964,male
estimates,268,1981,23.267,male
estimates,268,1982,23.553,male
estimates,268,1983,23.791,male
estimates,268,1984,23.973,male
estimates,268,1985,24.107,male
estimates,268,1986,24.221,male
estimates,268,1987,24.345,male
estimates,268,1988,24.496,male
estimates,268,1989,24.667,male
estimates,268,1990,24.836,male
estimates,268,1991,24.969,male
estimates,268,1992,25.033,male
estimates,268,1993,25.011,male
estimates,268,1994,24.901,male
estimates,268,1995,24.704,male
estimates,268,1996,24.428,male
estimates,268,1997,24.109,male
estimates,268,1998,23.786,male
estimates,268,1999,23.494,male
estimates,268,2000,23.278,male
estimates,268,2001,23.183,male
estimates,268,2002,23.223,male
estimates,268,2003,23.4,male
estimates,268,2004,23.707,male
estimates,268,2005,24.129,male
estimates,268,2006,24.64,male
estimates,268,2007,25.191,male
estimates,268,2008,25.732,male
estimates,268,2009,26.224,male
estimates,268,2010,26.627,male
estimates,268,2011,26.907,male
estimates,268,2012,27.063,male
estimates,268,2013,27.102,male
estimates,268,2014,27.027,male
estimates,268,2015,26.852,male
medium_variant,268,2015,26.852,male
medium_variant,268,2016,26.6,male
medium_variant,268,2017,26.304,male
medium_variant,268,2018,25.996,male
medium_variant,268,2019,25.697,male
medium_variant,268,2020,25.42,male
medium_variant,268,2021,25.17,male
medium_variant,268,2022,24.939,male
medium_variant,268,2023,24.722,male
medium_variant,268,2024,24.522,male
medium_variant,268,2025,24.344,male
medium_variant,268,2026,24.19,male
medium_variant,268,2027,24.059,male
medium_variant,268,2028,23.949,male
medium_variant,268,2029,23.859,male
medium_variant,268,2030,23.787,male
medium_variant,268,2031,23.731,male
medium_variant,268,2032,23.686,male
medium_variant,268,2033,23.65,male
medium_variant,268,2034,23.616,male
medium_variant,268,2035,23.584,male
medium_variant,268,2036,23.55,male
medium_variant,268,2037,23.514,male
medium_variant,268,2038,23.474,male
medium_variant,268,2039,23.428,male
medium_variant,268,2040,23.373,male
medium_variant,268,2041,23.306,male
medium_variant,268,2042,23.227,male
medium_variant,268,2043,23.136,male
medium_variant,268,2044,23.033,male
medium_variant,268,2045,22.917,male
medium_variant,268,2046,22.789,male
medium_variant,268,2047,22.652,male
medium_variant,268,2048,22.507,male
medium_variant,268,2049,22.356,male
medium_variant,268,2050,22.202,male
medium_variant,268,2051,22.043,male
medium_variant,268,2052,21.883,male
medium_variant,268,2053,21.721,male
medium_variant,268,2054,21.56,male
medium_variant,268,2055,21.401,male
medium_variant,268,2056,21.246,male
medium_variant,268,2057,21.095,male
medium_variant,268,2058,20.949,male
medium_variant,268,2059,20.807,male
medium_variant,268,2060,20.67,male
medium_variant,268,2061,20.537,male
medium_variant,268,2062,20.408,male
medium_variant,268,2063,20.282,male
medium_variant,268,2064,20.156,male
medium_variant,268,2065,20.032,male
medium_variant,268,2066,19.909,male
medium_variant,268,2067,19.787,male
medium_variant,268,2068,19.665,male
medium_variant,268,2069,19.542,male
medium_variant,268,2070,19.418,male
medium_variant,268,2071,19.291,male
medium_variant,268,2072,19.161,male
medium_variant,268,2073,19.027,male
medium_variant,268,2074,18.89,male
medium_variant,268,2075,18.749,male
medium_variant,268,2076,18.603,male
medium_variant,268,2077,18.453,male
medium_variant,268,2078,18.302,male
medium_variant,268,2079,18.15,male
medium_variant,268,2080,17.999,male
medium_variant,268,2081,17.852,male
medium_variant,268,2082,17.711,male
medium_variant,268,2083,17.578,male
medium_variant,268,2084,17.454,male
medium_variant,268,2085,17.343,male
medium_variant,268,2086,17.246,male
medium_variant,268,2087,17.163,male
medium_variant,268,2088,17.093,male
medium_variant,268,2089,17.038,male
medium_variant,268,2090,16.996,male
medium_variant,268,2091,16.967,male
