continent,variant,freq,year,totalfertility
903,estimates,5yearly,1950,6.61941019690537
903,estimates,5yearly,1955,6.66159545399453
903,estimates,5yearly,1960,6.7246880808439
903,estimates,5yearly,1965,6.7164049441781
903,estimates,5yearly,1970,6.70813995195417
903,estimates,5yearly,1975,6.64090327274374
903,estimates,5yearly,1980,6.48460726041806
903,estimates,5yearly,1985,6.17877314724894
903,estimates,5yearly,1990,5.71665852419179
903,estimates,5yearly,1995,5.34289876174343
903,estimates,5yearly,2000,5.08423623941592
903,estimates,5yearly,2005,4.89049931227294
903,estimates,5yearly,2010,4.72435504240837
903,constant_fertility,5yearly,2015,4.77209718616364
903,constant_mortality,5yearly,2015,4.42911786812953
903,high_variant,5yearly,2015,4.6795666859751
903,instant_replacement,5yearly,2015,2.33348031608771
903,low_variant,5yearly,2015,4.1779710959145
903,medium_variant,5yearly,2015,4.42876864442312
903,momentum,5yearly,2015,2.39194408276976
903,no_change,5yearly,2015,4.77248204208357
903,zero_migration,5yearly,2015,4.42912821348129
903,constant_fertility,5yearly,2020,4.8235318571145
903,constant_mortality,5yearly,2020,4.15367316981312
903,high_variant,5yearly,2020,4.554094397505
903,instant_replacement,5yearly,2020,2.28917531576759
903,low_variant,5yearly,2020,3.75249429721672
903,medium_variant,5yearly,2020,4.15329432938401
903,momentum,5yearly,2020,2.39418180923868
903,no_change,5yearly,2020,4.82402209535902
903,zero_migration,5yearly,2020,4.1536899035372
903,constant_fertility,5yearly,2025,4.87372400326719
903,constant_mortality,5yearly,2025,3.8988603106563
903,high_variant,5yearly,2025,4.39954098720918
903,instant_replacement,5yearly,2025,2.25006751809604
903,low_variant,5yearly,2025,3.39928164895873
903,medium_variant,5yearly,2025,3.89941122060765
903,momentum,5yearly,2025,2.39495283406662
903,no_change,5yearly,2025,4.87310389813025
903,zero_migration,5yearly,2025,3.89933946608438
903,constant_fertility,5yearly,2030,4.92184566398616
903,constant_mortality,5yearly,2030,3.66462055473782
903,high_variant,5yearly,2030,4.16571694291297
903,instant_replacement,5yearly,2030,2.21530083212913
903,low_variant,5yearly,2030,3.16795077418315
903,medium_variant,5yearly,2030,3.66686547030698
903,momentum,5yearly,2030,2.39338496463092
903,no_change,5yearly,2030,4.91879237212089
903,zero_migration,5yearly,2030,3.66637814280635
903,constant_fertility,5yearly,2035,4.9697048895985
903,constant_mortality,5yearly,2035,3.45087174219837
903,high_variant,5yearly,2035,3.95191170514808
903,instant_replacement,5yearly,2035,2.18620958113135
