continent,variant,freq,year,totalfertility
908,estimates,5yearly,1950,2.6624396460534
908,estimates,5yearly,1955,2.66127208133329
908,estimates,5yearly,1960,2.56865649235524
908,estimates,5yearly,1965,2.36956137716155
908,estimates,5yearly,1970,2.17273356934162
908,estimates,5yearly,1975,1.97745922768443
908,estimates,5yearly,1980,1.87883446796183
908,estimates,5yearly,1985,1.81059158191085
908,estimates,5yearly,1990,1.57127631110783
908,estimates,5yearly,1995,1.43148089796941
908,estimates,5yearly,2000,1.43355826155694
908,estimates,5yearly,2005,1.54672707720464
908,estimates,5yearly,2010,1.60310021469838
908,constant_fertility,5yearly,2015,1.5880793748306
908,constant_mortality,5yearly,2015,1.62465451235632
908,high_variant,5yearly,2015,1.87339692803718
908,instant_replacement,5yearly,2015,2.06958831386878
908,low_variant,5yearly,2015,1.37590020864906
908,medium_variant,5yearly,2015,1.62464835202961
908,momentum,5yearly,2015,2.07336233380309
908,no_change,5yearly,2015,1.58808774572088
908,zero_migration,5yearly,2015,1.62466642704036
908,constant_fertility,5yearly,2020,1.58724921704947
908,constant_mortality,5yearly,2020,1.65624306145509
908,high_variant,5yearly,2020,2.05401267848754
908,instant_replacement,5yearly,2020,2.0661205180406
908,low_variant,5yearly,2020,1.25846026977242
908,medium_variant,5yearly,2020,1.65623647692782
908,momentum,5yearly,2020,2.07213734448164
908,no_change,5yearly,2020,1.58727492929189
908,zero_migration,5yearly,2020,1.65562213842053
908,constant_fertility,5yearly,2025,1.60551207418537
908,constant_mortality,5yearly,2025,1.69270037062657
908,high_variant,5yearly,2025,2.1919559472898
908,instant_replacement,5yearly,2025,2.07242682869683
908,low_variant,5yearly,2025,1.19344377418876
908,medium_variant,5yearly,2025,1.69269950121871
908,momentum,5yearly,2025,2.07947109565038
908,no_change,5yearly,2025,1.60556107786378
908,zero_migration,5yearly,2025,1.69109606185085
908,constant_fertility,5yearly,2030,1.62600190154181
908,constant_mortality,5yearly,2030,1.72242463335603
908,high_variant,5yearly,2030,2.22327840815398
908,instant_replacement,5yearly,2030,2.07762987128602
908,low_variant,5yearly,2030,1.22161148103638
908,medium_variant,5yearly,2030,1.72243182300396
908,momentum,5yearly,2030,2.08579840725021
908,no_change,5yearly,2030,1.62607141151143
908,zero_migration,5yearly,2030,1.72049450031411
908,constant_fertility,5yearly,2035,1.63343775864076
908,constant_mortality,5yearly,2035,1.74781493252387
908,high_variant,5yearly,2035,2.24923177872806
908,instant_replacement,5yearly,2035,2.07868000659282
908,low_variant,5yearly,2035,1.24644880658994
