continent,variant,freq,year,totalfertility
935,estimates,5yearly,1950,5.79632371141121
935,estimates,5yearly,1955,5.55916652612403
935,estimates,5yearly,1960,5.8133300755433
935,estimates,5yearly,1965,5.72602959639904
935,estimates,5yearly,1970,5.02637855172757
935,estimates,5yearly,1975,4.09562369278449
935,estimates,5yearly,1980,3.70436380901127
935,estimates,5yearly,1985,3.49898592943105
935,estimates,5yearly,1990,2.92059129846384
935,estimates,5yearly,1995,2.56077921673863
935,estimates,5yearly,2000,2.40950626573613
935,estimates,5yearly,2005,2.30344218959735
935,estimates,5yearly,2010,2.20322714629334
935,constant_fertility,5yearly,2015,2.24031003378143
935,constant_mortality,5yearly,2015,2.15011739094793
935,high_variant,5yearly,2015,2.40145150683363
935,instant_replacement,5yearly,2015,2.21054663359908
935,low_variant,5yearly,2015,1.8984866778947
935,medium_variant,5yearly,2015,2.15020532885729
935,momentum,5yearly,2015,2.22785044084215
935,no_change,5yearly,2015,2.24019891158254
935,zero_migration,5yearly,2015,2.15112270710265
935,constant_fertility,5yearly,2020,2.27451081300129
935,constant_mortality,5yearly,2020,2.10343973802858
935,high_variant,5yearly,2020,2.5065353742207
935,instant_replacement,5yearly,2020,2.19711799804234
935,low_variant,5yearly,2020,1.70056569812932
935,medium_variant,5yearly,2020,2.10367807809311
935,momentum,5yearly,2020,2.22947290738882
935,no_change,5yearly,2020,2.27411595721947
935,zero_migration,5yearly,2020,2.10503678387263
935,constant_fertility,5yearly,2025,2.30844873120641
935,constant_mortality,5yearly,2025,2.05551838902376
935,high_variant,5yearly,2025,2.55964595376938
935,instant_replacement,5yearly,2025,2.18214478397067
935,low_variant,5yearly,2025,1.5517865610488
935,medium_variant,5yearly,2025,2.05584707714998
935,momentum,5yearly,2025,2.22684945221479
935,no_change,5yearly,2025,2.30767405756128
935,zero_migration,5yearly,2025,2.05664492023841
935,constant_fertility,5yearly,2030,2.33692955819101
935,constant_mortality,5yearly,2030,2.0006389631395
935,high_variant,5yearly,2030,2.50166530861042
935,instant_replacement,5yearly,2030,2.15379032656749
935,low_variant,5yearly,2030,1.49991507291519
935,medium_variant,5yearly,2030,2.0010216919141
935,momentum,5yearly,2030,2.20873723267206
935,no_change,5yearly,2030,2.33559830541545
935,zero_migration,5yearly,2030,2.00168873769833
935,constant_fertility,5yearly,2035,2.36651576401553
935,constant_mortality,5yearly,2035,1.95228265871852
935,high_variant,5yearly,2035,2.44857923787949
935,instant_replacement,5yearly,2035,2.12000742178982
935,low_variant,5yearly,2035,1.45668867853992
935,medium_variant,5yearly,2035,1.95294845218635
935,momentum,5yearly,2035,2.18337196900521
935,no_change,5yearly,2035,2.36418696452672
935,zero_migration,5yearly,2035,1.95408483415895
935,constant_fertility,5yearly,2040,2.40369331629747
935,constant_mortality,5yearly,2040,1.92179628613122
935,high_variant,5yearly,2040,2.4160130753361
935,instant_replacement,5yearly,2040,2.10638206371934
935,low_variant,5yearly,2040,1.42999935250239
935,medium_variant,5yearly,2040,1.92294373052567
935,momentum,5yearly,2040,2.17614141446526
935,no_change,5yearly,2040,2.3999314927107
935,zero_migration,5yearly,2040,1.92451781021045
935,constant_fertility,5yearly,2045,2.44496991641894
935,constant_mortality,5yearly,2045,1.90148376956844
935,high_variant,5yearly,2045,2.39686342056176
935,instant_replacement,5yearly,2045,2.11629951105799
935,low_variant,5yearly,2045,1.41090114341648
935,medium_variant,5yearly,2045,1.90292333523563
935,momentum,5yearly,2045,2.19154543590087
935,no_change,5yearly,2045,2.43955785214471
935,zero_migration,5yearly,2045,1.9043675112184
935,constant_fertility,5yearly,2050,2.48715740385191
935,constant_mortality,5yearly,2050,1.88058000283606
935,high_variant,5yearly,2050,2.37801915434372
935,instant_replacement,5yearly,2050,2.12505549902556
935,low_variant,5yearly,2050,1.38930507109375
935,medium_variant,5yearly,2050,1.88196476827514
935,momentum,5yearly,2050,2.20526518269644
935,no_change,5yearly,2050,2.4799905717332
935,zero_migration,5yearly,2050,1.88292230745889
935,constant_fertility,5yearly,2055,2.52903928589541
935,constant_mortality,5yearly,2055,1.85877531276971
935,high_variant,5yearly,2055,2.35744721945111
935,instant_replacement,5yearly,2055,2.12021101065214
935,low_variant,5yearly,2055,1.36624285115396
935,medium_variant,5yearly,2055,1.859937571276
935,momentum,5yearly,2055,2.2051346130392
935,no_change,5yearly,2055,2.51997876202871
935,zero_migration,5yearly,2055,1.86045338057825
935,constant_fertility,5yearly,2060,2.57152479660869
935,constant_mortality,5yearly,2060,1.84150490686264
935,high_variant,5yearly,2060,2.34047268898323
935,instant_replacement,5yearly,2060,2.10800427881848
935,low_variant,5yearly,2060,1.34820614452693
935,medium_variant,5yearly,2060,1.84248490262382
935,momentum,5yearly,2060,2.19702541875351
935,no_change,5yearly,2060,2.5603118312378
935,zero_migration,5yearly,2060,1.84274187984032
935,constant_fertility,5yearly,2065,2.61621270264038
935,constant_mortality,5yearly,2065,1.82931656762535
935,high_variant,5yearly,2065,2.3280371796761
935,instant_replacement,5yearly,2065,2.09672411921319
935,low_variant,5yearly,2065,1.33581204585218
935,medium_variant,5yearly,2065,1.83019064552426
935,momentum,5yearly,2065,2.18894691956462
935,no_change,5yearly,2065,2.60257475266706
935,zero_migration,5yearly,2065,1.83037046433242
935,constant_fertility,5yearly,2070,2.66362420782329
935,constant_mortality,5yearly,2070,1.82233974244734
935,high_variant,5yearly,2070,2.319873042249
935,instant_replacement,5yearly,2070,2.09209794021735
935,low_variant,5yearly,2070,1.32935733167626
935,medium_variant,5yearly,2070,1.82307830002472
935,momentum,5yearly,2070,2.18667659913583
935,no_change,5yearly,2070,2.64739369980127
935,zero_migration,5yearly,2070,1.82322169957129
935,constant_fertility,5yearly,2075,2.71331633350605
935,constant_mortality,5yearly,2075,1.81802802091006
935,high_variant,5yearly,2075,2.31392238502926
935,instant_replacement,5yearly,2075,2.09269565484541
