continent,variant,freq,year,totalfertility
905,estimates,5yearly,1950,3.33637718706732
905,estimates,5yearly,1955,3.60789810929831
905,estimates,5yearly,1960,3.27523586077607
905,estimates,5yearly,1965,2.55042820300019
905,estimates,5yearly,1970,2.02442112326009
905,estimates,5yearly,1975,1.76791700103069
905,estimates,5yearly,1980,1.78705591629045
905,estimates,5yearly,1985,1.88491188411747
905,estimates,5yearly,1990,1.99684553929809
905,estimates,5yearly,1995,1.95392580419784
905,estimates,5yearly,2000,1.9909560509396
905,estimates,5yearly,2005,2.01011275483228
905,estimates,5yearly,2010,1.85124186973958
905,constant_fertility,5yearly,2015,1.8520574508055
905,constant_mortality,5yearly,2015,1.85530060182077
905,high_variant,5yearly,2015,2.10555913825056
905,instant_replacement,5yearly,2015,2.07710552939878
905,low_variant,5yearly,2015,1.60504028938542
905,medium_variant,5yearly,2015,1.85529947873914
905,momentum,5yearly,2015,2.0797007858092
905,no_change,5yearly,2015,1.85205921005692
905,zero_migration,5yearly,2015,1.85572342566476
905,constant_fertility,5yearly,2020,1.85285283522591
905,constant_mortality,5yearly,2020,1.86021918504199
905,high_variant,5yearly,2020,2.26036940836871
905,instant_replacement,5yearly,2020,2.07446789875173
905,low_variant,5yearly,2020,1.46006721213527
905,medium_variant,5yearly,2020,1.86021843238299
905,momentum,5yearly,2020,2.0793975839726
905,no_change,5yearly,2020,1.85285766882943
905,zero_migration,5yearly,2020,1.86137903861544
905,constant_fertility,5yearly,2025,1.85218723301927
905,constant_mortality,5yearly,2025,1.86819077103268
905,high_variant,5yearly,2025,2.36849484082512
905,instant_replacement,5yearly,2025,2.0728993246925
905,low_variant,5yearly,2025,1.3678789065635
905,medium_variant,5yearly,2025,1.86818718895282
905,momentum,5yearly,2025,2.08017432783015
905,no_change,5yearly,2025,1.8521912614236
905,zero_migration,5yearly,2025,1.87039019872517
905,constant_fertility,5yearly,2030,1.85042714720263
905,constant_mortality,5yearly,2030,1.87429352395574
905,high_variant,5yearly,2030,2.37448381355733
905,instant_replacement,5yearly,2030,2.07067667794419
905,low_variant,5yearly,2030,1.37409499369073
905,medium_variant,5yearly,2030,1.87428933368038
905,momentum,5yearly,2030,2.07991794988272
905,no_change,5yearly,2030,1.85042611369343
905,zero_migration,5yearly,2030,1.877481220799
905,constant_fertility,5yearly,2035,1.84953558883776
905,constant_mortality,5yearly,2035,1.87808407929402
905,high_variant,5yearly,2035,2.37800540620317
905,instant_replacement,5yearly,2035,2.06757969057083
905,low_variant,5yearly,2035,1.37816289091866
905,medium_variant,5yearly,2035,1.87808434345732
905,momentum,5yearly,2035,2.07828074694522
905,no_change,5yearly,2035,1.84952589477987
905,zero_migration,5yearly,2035,1.88180884343062
905,constant_fertility,5yearly,2040,1.84994287313508
905,constant_mortality,5yearly,2040,1.88323485751823
905,high_variant,5yearly,2040,2.38311331117929
905,instant_replacement,5yearly,2040,2.06502634493374
905,low_variant,5yearly,2040,1.3833750831511
905,medium_variant,5yearly,2040,1.88324291840225
905,momentum,5yearly,2040,2.07680435983743
905,no_change,5yearly,2040,1.84992622411044
905,zero_migration,5yearly,2040,1.88719763489642
905,constant_fertility,5yearly,2045,1.85064748953871
905,constant_mortality,5yearly,2045,1.88722824593713
905,high_variant,5yearly,2045,2.38729886557491
905,instant_replacement,5yearly,2045,2.06405604113293
905,low_variant,5yearly,2045,1.38719583167817
905,medium_variant,5yearly,2045,1.887243842649
905,momentum,5yearly,2045,2.07703131196974
905,no_change,5yearly,2045,1.85062665731018
905,zero_migration,5yearly,2045,1.89132087808328
905,constant_fertility,5yearly,2050,1.85096942449842
905,constant_mortality,5yearly,2050,1.89212726514024
905,high_variant,5yearly,2050,2.39232545838798
905,instant_replacement,5yearly,2050,2.06400666326454
905,low_variant,5yearly,2050,1.39197305479082
905,medium_variant,5yearly,2050,1.89214625337101
905,momentum,5yearly,2050,2.07865138927637
905,no_change,5yearly,2050,1.85094513675686
905,zero_migration,5yearly,2050,1.89638471120216
905,constant_fertility,5yearly,2055,1.85080847299472
905,constant_mortality,5yearly,2055,1.89531440204008
905,high_variant,5yearly,2055,2.39550813792744
905,instant_replacement,5yearly,2055,2.06354766207494
905,low_variant,5yearly,2055,1.39516088958653
905,medium_variant,5yearly,2055,1.89533480367527
905,momentum,5yearly,2055,2.07981741315116
905,no_change,5yearly,2055,1.85077881416708
905,zero_migration,5yearly,2055,1.8998281869418
905,constant_fertility,5yearly,2060,1.8504043818509
905,constant_mortality,5yearly,2060,1.89736884282911
905,high_variant,5yearly,2060,2.39753105163095
905,instant_replacement,5yearly,2060,2.06216700466146
905,low_variant,5yearly,2060,1.39724509734839
905,medium_variant,5yearly,2060,1.89739083063886
905,momentum,5yearly,2060,2.07968001671494
905,no_change,5yearly,2060,1.85036661224491
905,zero_migration,5yearly,2060,1.90208085329291
905,constant_fertility,5yearly,2065,1.85015652352317
905,constant_mortality,5yearly,2065,1.89958237284847
905,high_variant,5yearly,2065,2.39977346187093
905,instant_replacement,5yearly,2065,2.06049569004271
905,low_variant,5yearly,2065,1.39943388962802
905,medium_variant,5yearly,2065,1.89960781670238
905,momentum,5yearly,2065,2.07882941837489
905,no_change,5yearly,2065,1.85010877926182
905,zero_migration,5yearly,2065,1.90431880376751
905,constant_fertility,5yearly,2070,1.85026593630395
905,constant_mortality,5yearly,2070,1.90104285240316
905,high_variant,5yearly,2070,2.40135931857388
905,instant_replacement,5yearly,2070,2.05903043458563
905,low_variant,5yearly,2070,1.40074622712694
905,medium_variant,5yearly,2070,1.9010724773352
905,momentum,5yearly,2070,2.07798048622585
905,no_change,5yearly,2070,1.85020845398344
905,zero_migration,5yearly,2070,1.90560055666559
905,constant_fertility,5yearly,2075,1.8506053852618
905,constant_mortality,5yearly,2075,1.9038320841239
905,high_variant,5yearly,2075,2.40428890987279
905,instant_replacement,5yearly,2075,2.05811527606349
905,low_variant,5yearly,2075,1.40330739108949
905,medium_variant,5yearly,2075,1.90386721544457
905,momentum,5yearly,2075,2.0777331661237
905,no_change,5yearly,2075,1.85053975038346
905,zero_migration,5yearly,2075,1.90829397521609
905,constant_fertility,5yearly,2080,1.85093190739931
905,constant_mortality,5yearly,2080,1.90471951219246
905,high_variant,5yearly,2080,2.40519663200339
905,instant_replacement,5yearly,2080,2.05754656834626
905,low_variant,5yearly,2080,1.40405377553719
905,medium_variant,5yearly,2080,1.90475771547585
905,momentum,5yearly,2080,2.07819644140239
905,no_change,5yearly,2080,1.85085773302937
905,zero_migration,5yearly,2080,1.90909759492506
905,constant_fertility,5yearly,2085,1.85111713636654
905,constant_mortality,5yearly,2085,1.90561059136685
905,high_variant,5yearly,2085,2.4060167685333
905,instant_replacement,5yearly,2085,2.05707298060879
905,low_variant,5yearly,2085,1.40494881615474
905,medium_variant,5yearly,2085,1.90565039154139
905,momentum,5yearly,2085,2.07887872599466
905,no_change,5yearly,2085,1.85103398029112
905,zero_migration,5yearly,2085,1.91001677667861
905,constant_fertility,5yearly,2090,1.85119885888656
905,constant_mortality,5yearly,2090,1.9068719572561
905,high_variant,5yearly,2090,2.40724178501243
905,instant_replacement,5yearly,2090,2.05642264084071
905,low_variant,5yearly,2090,1.4062642793974
905,medium_variant,5yearly,2090,1.906914040664
905,momentum,5yearly,2090,2.07920494970169
905,no_change,5yearly,2090,1.85110550401683
905,zero_migration,5yearly,2090,1.9113259108531
905,constant_fertility,5yearly,2095,1.85129946260274
905,constant_mortality,5yearly,2095,1.90579442345795
905,high_variant,5yearly,2095,2.40621260618897
905,instant_replacement,5yearly,2095,2.05554441586994
905,low_variant,5yearly,2095,1.40519397524889
905,medium_variant,5yearly,2095,1.90583773318004
905,momentum,5yearly,2095,2.07898294792328
905,no_change,5yearly,2095,1.851195231322
905,zero_migration,5yearly,2095,1.91009217058596
905,constant_fertility,5yearly,Regi,NORTHERN AMERICA
905,constant_mortality,5yearly,Regi,NORTHERN AMERICA
905,estimates,5yearly,Regi,NORTHERN AMERICA
905,high_variant,5yearly,Regi,NORTHERN AMERICA
905,instant_replacement,5yearly,Regi,NORTHERN AMERICA
905,low_variant,5yearly,Regi,NORTHERN AMERICA
905,medium_variant,5yearly,Regi,NORTHERN AMERICA
905,momentum,5yearly,Regi,NORTHERN AMERICA
905,no_change,5yearly,Regi,NORTHERN AMERICA
905,zero_migration,5yearly,Regi,NORTHERN AMERICA
