continent,variant,freq,year,totalfertility
904,constant_fertility,5yearly,2070,2.28426620355948
904,constant_mortality,5yearly,2070,1.75930367034527
904,high_variant,5yearly,2070,2.25838809488163
904,instant_replacement,5yearly,2070,2.06911505526186
904,low_variant,5yearly,2070,1.26186047928705
904,medium_variant,5yearly,2070,1.75971801609372
904,momentum,5yearly,2070,2.12246232182173
904,no_change,5yearly,2070,2.27870920981822
904,zero_migration,5yearly,2070,1.75976518184109
904,constant_fertility,5yearly,2075,2.29715898178236
904,constant_mortality,5yearly,2075,1.76401923160834
904,high_variant,5yearly,2075,2.2632379137432
904,instant_replacement,5yearly,2075,2.06830312992845
904,low_variant,5yearly,2075,1.26621972015623
904,medium_variant,5yearly,2075,1.76435042996276
904,momentum,5yearly,2075,2.12349958555965
904,no_change,5yearly,2075,2.29062215024537
904,zero_migration,5yearly,2075,1.7643092095016
904,constant_fertility,5yearly,2080,2.31033914078448
904,constant_mortality,5yearly,2080,1.76843485113338
904,high_variant,5yearly,2080,2.2678886200787
904,instant_replacement,5yearly,2080,2.06738176858742
904,low_variant,5yearly,2080,1.27017873936331
904,medium_variant,5yearly,2080,1.76868459815534
904,momentum,5yearly,2080,2.12430772260893
904,no_change,5yearly,2080,2.30274070863391
904,zero_migration,5yearly,2080,1.76857734671732
904,constant_fertility,5yearly,2085,2.32374116360026
904,constant_mortality,5yearly,2085,1.77322950855237
904,high_variant,5yearly,2085,2.27286963148459
904,instant_replacement,5yearly,2085,2.06589466035834
904,low_variant,5yearly,2085,1.27451751570143
904,medium_variant,5yearly,2085,1.77340249265779
904,momentum,5yearly,2085,2.12451062258036
904,no_change,5yearly,2085,2.31501082437708
904,zero_migration,5yearly,2085,1.77325302237656
904,constant_fertility,5yearly,2090,2.33724016405995
904,constant_mortality,5yearly,2090,1.77824887496931
904,high_variant,5yearly,2090,2.27795866039446
904,instant_replacement,5yearly,2090,2.06409555065897
904,low_variant,5yearly,2090,1.27916636920548
904,medium_variant,5yearly,2090,1.77835159757883
904,momentum,5yearly,2090,2.12431757714696
904,no_change,5yearly,2090,2.32732509469048
904,zero_migration,5yearly,2090,1.77817148048936
904,constant_fertility,5yearly,2095,2.35075750936982
904,constant_mortality,5yearly,2095,1.78276698062763
904,high_variant,5yearly,2095,2.28241902153685
904,instant_replacement,5yearly,2095,2.062517625366
904,low_variant,5yearly,2095,1.28348018202161
904,medium_variant,5yearly,2095,1.78279994064818
904,momentum,5yearly,2095,2.12416611754519
904,no_change,5yearly,2095,2.33961465168592
904,zero_migration,5yearly,2095,1.7825948301257
