continent,variant,freq,year,totalfertility
904,estimates,5yearly,1950,5.8731091383911
904,estimates,5yearly,1955,5.87952621297468
904,estimates,5yearly,1960,5.89368349582132
904,estimates,5yearly,1965,5.53236902660998
904,estimates,5yearly,1970,5.02552202815042
904,estimates,5yearly,1975,4.47986400623819
904,estimates,5yearly,1980,3.95688115264742
904,estimates,5yearly,1985,3.45597140691541
904,estimates,5yearly,1990,3.05846910727846
904,estimates,5yearly,1995,2.75552243247582
904,estimates,5yearly,2000,2.48264149711887
904,estimates,5yearly,2005,2.25845195495856
904,estimates,5yearly,2010,2.14151813767562
904,constant_fertility,5yearly,2015,2.15227160251784
904,constant_mortality,5yearly,2015,2.03563719120923
904,high_variant,5yearly,2015,2.28475846414367
904,instant_replacement,5yearly,2015,2.10155676761106
904,low_variant,5yearly,2015,1.78657138612844
904,medium_variant,5yearly,2015,2.03566469879487
904,momentum,5yearly,2015,2.11058638459032
904,no_change,5yearly,2015,2.15223940108987
904,zero_migration,5yearly,2015,2.0361879144091
904,constant_fertility,5yearly,2020,2.16446860957012
904,constant_mortality,5yearly,2020,1.95087083872284
904,high_variant,5yearly,2020,2.35020869950827
904,instant_replacement,5yearly,2020,2.09864823614938
904,low_variant,5yearly,2020,1.5517098979766
904,medium_variant,5yearly,2020,1.95095892451864
904,momentum,5yearly,2020,2.115412267354
904,no_change,5yearly,2020,2.16434673858983
904,zero_migration,5yearly,2020,1.95215637334985
904,constant_fertility,5yearly,2025,2.17591370788123
904,constant_mortality,5yearly,2025,1.88547181450395
904,high_variant,5yearly,2025,2.38502741291432
904,instant_replacement,5yearly,2025,2.09459111155215
904,low_variant,5yearly,2025,1.38623656151698
904,medium_variant,5yearly,2025,1.88563199054696
904,momentum,5yearly,2025,2.11785168401738
904,no_change,5yearly,2025,2.17565733445191
904,zero_migration,5yearly,2025,1.88708059811022
904,constant_fertility,5yearly,2030,2.18645871534631
904,constant_mortality,5yearly,2030,1.83718167917655
904,high_variant,5yearly,2030,2.33662743322891
904,instant_replacement,5yearly,2030,2.08989836531806
904,low_variant,5yearly,2030,1.33823732605044
904,medium_variant,5yearly,2030,1.83741884348217
904,momentum,5yearly,2030,2.11857342343914
904,no_change,5yearly,2030,2.18602328940405
904,zero_migration,5yearly,2030,1.8387859036746
904,constant_fertility,5yearly,2035,2.19759610422294
904,constant_mortality,5yearly,2035,1.80263194576014
904,high_variant,5yearly,2035,2.30150001049362
904,instant_replacement,5yearly,2035,2.08468316636913
904,low_variant,5yearly,2035,1.30460210568456
904,medium_variant,5yearly,2035,1.80297004196882
904,momentum,5yearly,2035,2.11779690890492
904,no_change,5yearly,2035,2.19689354992267
904,zero_migration,5yearly,2035,1.80411778670905
904,constant_fertility,5yearly,2040,2.20946068621575
904,constant_mortality,5yearly,2040,1.7802945295397
904,high_variant,5yearly,2040,2.27871822138576
904,instant_replacement,5yearly,2040,2.08214116156794
904,low_variant,5yearly,2040,1.28336946430288
904,medium_variant,5yearly,2040,1.78074966131135
904,momentum,5yearly,2040,2.11907739395731
904,no_change,5yearly,2040,2.20836604176509
904,zero_migration,5yearly,2040,1.78171023565559
904,constant_fertility,5yearly,2045,2.22134597607016
904,constant_mortality,5yearly,2045,1.76631724103131
904,high_variant,5yearly,2045,2.26484738491782
904,instant_replacement,5yearly,2045,2.0826065461988
904,low_variant,5yearly,2045,1.27004018930079
904,medium_variant,5yearly,2045,1.76685725865162
904,momentum,5yearly,2045,2.12292915021844
904,no_change,5yearly,2045,2.21973061959658
904,zero_migration,5yearly,2045,1.76767106013249
904,constant_fertility,5yearly,2050,2.23341823428797
904,constant_mortality,5yearly,2050,1.75815246276806
904,high_variant,5yearly,2050,2.25707479608104
904,instant_replacement,5yearly,2050,2.08116819655427
904,low_variant,5yearly,2050,1.26187821269339
904,medium_variant,5yearly,2050,1.7587250670413
904,momentum,5yearly,2050,2.1245980253917
904,no_change,5yearly,2050,2.23116098076221
904,zero_migration,5yearly,2050,1.75939634467021
904,constant_fertility,5yearly,2055,2.24600361723281
904,constant_mortality,5yearly,2055,1.753696967126
904,high_variant,5yearly,2055,2.25288225523327
904,instant_replacement,5yearly,2055,2.07694147095073
904,low_variant,5yearly,2055,1.25709316544043
904,medium_variant,5yearly,2055,1.75426612033609
904,momentum,5yearly,2055,2.12325397411285
904,no_change,5yearly,2055,2.2430047290369
904,zero_migration,5yearly,2055,1.7547440750599
904,constant_fertility,5yearly,2060,2.25882217359641
904,constant_mortality,5yearly,2060,1.75406954639164
904,high_variant,5yearly,2060,2.25327206502555
904,instant_replacement,5yearly,2060,2.07295519829461
904,low_variant,5yearly,2060,1.25713735749804
904,medium_variant,5yearly,2060,1.75460697865265
904,momentum,5yearly,2060,2.12196214674328
904,no_change,5yearly,2060,2.25501761905461
904,zero_migration,5yearly,2060,1.75488973021715
904,constant_fertility,5yearly,2065,2.27156169004226
904,constant_mortality,5yearly,2065,1.75545290840903
904,high_variant,5yearly,2065,2.25456095488071
904,instant_replacement,5yearly,2065,2.07047900572198
904,low_variant,5yearly,2065,1.25828441629198
904,medium_variant,5yearly,2065,1.75594338019834
904,momentum,5yearly,2065,2.1218083608141
904,no_change,5yearly,2065,2.26690790263745
904,zero_migration,5yearly,2065,1.75611057712141
