variant,region,year,noofbirth
estimates,902,1950,78935.888
estimates,902,1951,78824.03
estimates,902,1952,78754.907
estimates,902,1953,78994.909
estimates,902,1954,79544.03
estimates,902,1955,80400.896
estimates,902,1956,81559.268
estimates,902,1957,83003.712
estimates,902,1958,84708.299
estimates,902,1959,86631.802
estimates,902,1960,88719.506
estimates,902,1961,90906.079
estimates,902,1962,93113.251
estimates,902,1963,95260.238
estimates,902,1964,97275.667
estimates,902,1965,99095.331
estimates,902,1966,100679.902
estimates,902,1967,102039.326
estimates,902,1968,103186.066
estimates,902,1969,104117.145
estimates,902,1970,104806.847
estimates,902,1971,105230.786
estimates,902,1972,105426.643
estimates,902,1973,105465.197
estimates,902,1974,105429.67
estimates,902,1975,105438.819
estimates,902,1976,105616.995
estimates,902,1977,106049.54
estimates,902,1978,106794.524
estimates,902,1979,107880.985
estimates,902,1980,109350.32
estimates,902,1981,111217.311
estimates,902,1982,113376.317
estimates,902,1983,115681.417
estimates,902,1984,117994.425
estimates,902,1985,120110.847
estimates,902,1986,121820.554
estimates,902,1987,123010.273
estimates,902,1988,123626.232
estimates,902,1989,123664.799
estimates,902,1990,123181.685
estimates,902,1991,122296.408
estimates,902,1992,121215.674
estimates,902,1993,120130.798
estimates,902,1994,119159.214
estimates,902,1995,118395.787
estimates,902,1996,117887
estimates,902,1997,117597.902
estimates,902,1998,117496.723
estimates,902,1999,117587.829
estimates,902,2000,117869.714
estimates,902,2001,118329.252
estimates,902,2002,118926.517
estimates,902,2003,119618.217
estimates,902,2004,120371.42
estimates,902,2005,121161.578
estimates,902,2006,121973.847
estimates,902,2007,122796.669
estimates,902,2008,123610.551
estimates,902,2009,124387.118
estimates,902,2010,125095.483
estimates,902,2011,125710.632
estimates,902,2012,126225.493
estimates,902,2013,126637.126
estimates,902,2014,126942.085
estimates,902,2015,127139.883
medium_variant,902,2015,127139.883
medium_variant,902,2016,127236.657
medium_variant,902,2017,127254.523
medium_variant,902,2018,127217.961
medium_variant,902,2019,127145.763
medium_variant,902,2020,127055.44
medium_variant,902,2021,126960.321
medium_variant,902,2022,126868.114
medium_variant,902,2023,126787.627
medium_variant,902,2024,126729.915
medium_variant,902,2025,126703.418
medium_variant,902,2026,126711.599
medium_variant,902,2027,126749.862
medium_variant,902,2028,126814.045
medium_variant,902,2029,126903.94
medium_variant,902,2030,127019.828
medium_variant,902,2031,127161.5
medium_variant,902,2032,127325.587
medium_variant,902,2033,127507.447
medium_variant,902,2034,127702.462
medium_variant,902,2035,127907.637
medium_variant,902,2036,128121.112
medium_variant,902,2037,128339.483
medium_variant,902,2038,128557.392
medium_variant,902,2039,128768.104
medium_variant,902,2040,128965.182
medium_variant,902,2041,129143.544
medium_variant,902,2042,129299.864
medium_variant,902,2043,129430.444
medium_variant,902,2044,129531.021
medium_variant,902,2045,129597.232
medium_variant,902,2046,129626.297
medium_variant,902,2047,129620.028
medium_variant,902,2048,129581.284
medium_variant,902,2049,129512.179
medium_variant,902,2050,129414.082
medium_variant,902,2051,129288.417
medium_variant,902,2052,129139.585
medium_variant,902,2053,128973.583
medium_variant,902,2054,128796.695
medium_variant,902,2055,128615.634
medium_variant,902,2056,128436.173
medium_variant,902,2057,128261.595
medium_variant,902,2058,128094.825
medium_variant,902,2059,127938.694
medium_variant,902,2060,127795.192
medium_variant,902,2061,127664.459
medium_variant,902,2062,127542.933
medium_variant,902,2063,127426.91
medium_variant,902,2064,127314.186
medium_variant,902,2065,127203.126
medium_variant,902,2066,127092.538
medium_variant,902,2067,126980.728
medium_variant,902,2068,126865.215
medium_variant,902,2069,126743.039
medium_variant,902,2070,126611.455
medium_variant,902,2071,126468.402
medium_variant,902,2072,126312.773
medium_variant,902,2073,126143.315
medium_variant,902,2074,125958.392
medium_variant,902,2075,125756.544
medium_variant,902,2076,125536.993
medium_variant,902,2077,125300.529
medium_variant,902,2078,125048.118
medium_variant,902,2079,124780.339
medium_variant,902,2080,124497.447
medium_variant,902,2081,124199.692
medium_variant,902,2082,123888.28
medium_variant,902,2083,123564.905
medium_variant,902,2084,123231.404
medium_variant,902,2085,122889.341
medium_variant,902,2086,122539.914
medium_variant,902,2087,122184.271
medium_variant,902,2088,121823.909
medium_variant,902,2089,121460.579
medium_variant,902,2090,121095.707
medium_variant,902,2091,120730.253
medium_variant,902,2092,120364.79
medium_variant,902,2093,119999.675
medium_variant,902,2094,119635.043
medium_variant,902,2095,119271.034
medium_variant,902,2096,118907.782
medium_variant,902,2097,118545.238
medium_variant,902,2098,118183.397
medium_variant,902,2099,117822.243
