variant,region,year,noofbirth
estimates,931,1950,4832.762
estimates,931,1951,4880.153
estimates,931,1952,4978.565
estimates,931,1953,5084.219
estimates,931,1954,5197.125
estimates,931,1955,5317.11
estimates,931,1956,5443.588
estimates,931,1957,5575.574
estimates,931,1958,5711.275
estimates,931,1959,5847.654
estimates,931,1960,5981.061
estimates,931,1961,6107.579
estimates,931,1962,6223.165
estimates,931,1963,6324.74
estimates,931,1964,6410.896
estimates,931,1965,6479.811
estimates,931,1966,6530.755
estimates,931,1967,6567.641
estimates,931,1968,6595.858
estimates,931,1969,6620.435
estimates,931,1970,6649.253
estimates,931,1971,6690.56
estimates,931,1972,6748.631
estimates,931,1973,6825.16
estimates,931,1974,6919.653
estimates,931,1975,7029.26
estimates,931,1976,7148.684
estimates,931,1977,7269.326
estimates,931,1978,7383.172
estimates,931,1979,7485.136
estimates,931,1980,7570.645
estimates,931,1981,7637.102
estimates,931,1982,7686.147
estimates,931,1983,7719.795
estimates,931,1984,7738.846
estimates,931,1985,7744.636
estimates,931,1986,7739.088
estimates,931,1987,7725.266
estimates,931,1988,7706.268
estimates,931,1989,7684.461
estimates,931,1990,7662.398
estimates,931,1991,7641.965
estimates,931,1992,7622.952
estimates,931,1993,7604.643
estimates,931,1994,7586.498
estimates,931,1995,7566.773
estimates,931,1996,7543.041
estimates,931,1997,7513.105
estimates,931,1998,7475.603
estimates,931,1999,7430.326
estimates,931,2000,7377.098
estimates,931,2001,7316.311
estimates,931,2002,7250.33
estimates,931,2003,7182.03
estimates,931,2004,7113.932
estimates,931,2005,7049.613
estimates,931,2006,6992.572
estimates,931,2007,6944.207
estimates,931,2008,6904.816
estimates,931,2009,6873.998
estimates,931,2010,6849.988
estimates,931,2011,6829.914
estimates,931,2012,6810.021
estimates,931,2013,6787.177
estimates,931,2014,6759.744
estimates,931,2015,6726.771
medium_variant,931,2015,6726.771
medium_variant,931,2016,6688.353
medium_variant,931,2017,6646.197
medium_variant,931,2018,6601.841
medium_variant,931,2019,6555.881
medium_variant,931,2020,6508.839
medium_variant,931,2021,6461.116
medium_variant,931,2022,6412.987
medium_variant,931,2023,6364.799
medium_variant,931,2024,6316.976
medium_variant,931,2025,6269.859
medium_variant,931,2026,6223.61
medium_variant,931,2027,6178.177
medium_variant,931,2028,6133.531
medium_variant,931,2029,6089.776
medium_variant,931,2030,6046.978
medium_variant,931,2031,6005.137
medium_variant,931,2032,5964.176
medium_variant,931,2033,5924.029
medium_variant,931,2034,5884.689
medium_variant,931,2035,5846.165
medium_variant,931,2036,5808.475
medium_variant,931,2037,5771.613
medium_variant,931,2038,5735.547
medium_variant,931,2039,5700.231
medium_variant,931,2040,5665.66
medium_variant,931,2041,5631.856
medium_variant,931,2042,5598.756
medium_variant,931,2043,5566.244
medium_variant,931,2044,5534.177
medium_variant,931,2045,5502.352
medium_variant,931,2046,5470.59
medium_variant,931,2047,5438.76
medium_variant,931,2048,5406.765
medium_variant,931,2049,5374.543
medium_variant,931,2050,5342.055
medium_variant,931,2051,5309.323
medium_variant,931,2052,5276.485
medium_variant,931,2053,5243.698
medium_variant,931,2054,5211.067
medium_variant,931,2055,5178.707
medium_variant,931,2056,5146.716
medium_variant,931,2057,5115.153
medium_variant,931,2058,5084.073
medium_variant,931,2059,5053.524
medium_variant,931,2060,5023.516
medium_variant,931,2061,4994.019
medium_variant,931,2062,4964.976
medium_variant,931,2063,4936.357
medium_variant,931,2064,4908.172
medium_variant,931,2065,4880.482
medium_variant,931,2066,4853.358
medium_variant,931,2067,4826.844
medium_variant,931,2068,4800.942
medium_variant,931,2069,4775.627
medium_variant,931,2070,4750.845
medium_variant,931,2071,4726.54
medium_variant,931,2072,4702.61
medium_variant,931,2073,4678.953
medium_variant,931,2074,4655.487
medium_variant,931,2075,4632.15
medium_variant,931,2076,4608.903
medium_variant,931,2077,4585.745
medium_variant,931,2078,4562.676
medium_variant,931,2079,4539.677
medium_variant,931,2080,4516.713
medium_variant,931,2081,4493.766
medium_variant,931,2082,4470.854
medium_variant,931,2083,4448.013
medium_variant,931,2084,4425.28
medium_variant,931,2085,4402.701
medium_variant,931,2086,4380.33
medium_variant,931,2087,4358.214
medium_variant,931,2088,4336.388
medium_variant,931,2089,4314.874
medium_variant,931,2090,4293.679
medium_variant,931,2091,4272.784
medium_variant,931,2092,4252.172
medium_variant,931,2093,4231.818
medium_variant,931,2094,4211.703
medium_variant,931,2095,4191.814
medium_variant,931,2096,4172.144
medium_variant,931,2097,4152.688
medium_variant,931,2098,4133.447
medium_variant,931,2099,4114.416
