variant,region,year,noofbirth
estimates,1500,1950,5942.935
estimates,1500,1951,6028.862
estimates,1500,1952,6197.494
estimates,1500,1953,6359.663
estimates,1500,1954,6515.38
estimates,1500,1955,6664.796
estimates,1500,1956,6808.482
estimates,1500,1957,6947.324
estimates,1500,1958,7082.964
estimates,1500,1959,7218.209
estimates,1500,1960,7356.384
estimates,1500,1961,7500.988
estimates,1500,1962,7655.516
estimates,1500,1963,7822.411
estimates,1500,1964,8002.441
estimates,1500,1965,8195.03
estimates,1500,1966,8398.138
estimates,1500,1967,8607.843
estimates,1500,1968,8820.663
estimates,1500,1969,9034.763
estimates,1500,1970,9248.012
estimates,1500,1971,9458.854
estimates,1500,1972,9668.115
estimates,1500,1973,9877.309
estimates,1500,1974,10087.867
estimates,1500,1975,10302.782
estimates,1500,1976,10525.667
estimates,1500,1977,10759.01
estimates,1500,1978,11004.06
estimates,1500,1979,11260.687
estimates,1500,1980,11526.637
estimates,1500,1981,11798.259
estimates,1500,1982,12071.891
estimates,1500,1983,12345.305
estimates,1500,1984,12618.381
estimates,1500,1985,12892.45
estimates,1500,1986,13170.124
estimates,1500,1987,13455.017
estimates,1500,1988,13750.064
estimates,1500,1989,14056.558
estimates,1500,1990,14375.971
estimates,1500,1991,14709.082
estimates,1500,1992,15054.13
estimates,1500,1993,15408.635
estimates,1500,1994,15770.374
estimates,1500,1995,16136.187
estimates,1500,1996,16502.741
estimates,1500,1997,16867.685
estimates,1500,1998,17229.348
estimates,1500,1999,17586.836
estimates,1500,2000,17940.914
estimates,1500,2001,18293.682
estimates,1500,2002,18647.725
estimates,1500,2003,19004.558
estimates,1500,2004,19363.956
estimates,1500,2005,19724.342
estimates,1500,2006,20083.252
estimates,1500,2007,20438.396
estimates,1500,2008,20788.435
estimates,1500,2009,21133.378
estimates,1500,2010,21474.288
estimates,1500,2011,21813.094
estimates,1500,2012,22152.278
estimates,1500,2013,22493.771
estimates,1500,2014,22838.328
estimates,1500,2015,23186.198
medium_variant,1500,2015,23186.198
medium_variant,1500,2016,23536.925
medium_variant,1500,2017,23889.107
medium_variant,1500,2018,24241.527
medium_variant,1500,2019,24593.643
medium_variant,1500,2020,24945.275
medium_variant,1500,2021,25296.521
medium_variant,1500,2022,25647.461
medium_variant,1500,2023,25997.878
medium_variant,1500,2024,26347.226
medium_variant,1500,2025,26695.085
medium_variant,1500,2026,27041.119
medium_variant,1500,2027,27384.785
medium_variant,1500,2028,27725.312
medium_variant,1500,2029,28061.86
medium_variant,1500,2030,28393.647
medium_variant,1500,2031,28720.107
medium_variant,1500,2032,29040.908
medium_variant,1500,2033,29355.667
medium_variant,1500,2034,29663.861
medium_variant,1500,2035,29965.182
medium_variant,1500,2036,30259.573
medium_variant,1500,2037,30547.178
medium_variant,1500,2038,30828.06
medium_variant,1500,2039,31102.002
medium_variant,1500,2040,31368.682
medium_variant,1500,2041,31627.755
medium_variant,1500,2042,31879.14
medium_variant,1500,2043,32122.878
medium_variant,1500,2044,32359.131
medium_variant,1500,2045,32588.181
medium_variant,1500,2046,32810.407
medium_variant,1500,2047,33026.257
medium_variant,1500,2048,33236.122
medium_variant,1500,2049,33440.228
medium_variant,1500,2050,33638.629
medium_variant,1500,2051,33831.214
medium_variant,1500,2052,34017.777
medium_variant,1500,2053,34198.225
medium_variant,1500,2054,34372.655
medium_variant,1500,2055,34541.362
medium_variant,1500,2056,34704.736
medium_variant,1500,2057,34862.945
medium_variant,1500,2058,35016.003
medium_variant,1500,2059,35163.74
medium_variant,1500,2060,35305.822
medium_variant,1500,2061,35441.823
medium_variant,1500,2062,35571.235
medium_variant,1500,2063,35693.621
medium_variant,1500,2064,35808.728
medium_variant,1500,2065,35916.401
medium_variant,1500,2066,36016.641
medium_variant,1500,2067,36109.701
medium_variant,1500,2068,36195.792
medium_variant,1500,2069,36274.985
medium_variant,1500,2070,36347.295
medium_variant,1500,2071,36412.697
medium_variant,1500,2072,36471.24
medium_variant,1500,2073,36523.005
medium_variant,1500,2074,36568.131
medium_variant,1500,2075,36606.679
medium_variant,1500,2076,36638.694
medium_variant,1500,2077,36664.294
medium_variant,1500,2078,36683.677
medium_variant,1500,2079,36697.099
medium_variant,1500,2080,36704.754
medium_variant,1500,2081,36706.774
medium_variant,1500,2082,36703.328
medium_variant,1500,2083,36694.645
medium_variant,1500,2084,36680.998
medium_variant,1500,2085,36662.695
medium_variant,1500,2086,36639.974
medium_variant,1500,2087,36612.907
medium_variant,1500,2088,36581.542
medium_variant,1500,2089,36545.913
medium_variant,1500,2090,36505.975
medium_variant,1500,2091,36461.61
medium_variant,1500,2092,36412.683
medium_variant,1500,2093,36359.048
medium_variant,1500,2094,36300.589
medium_variant,1500,2095,36237.231
medium_variant,1500,2096,36168.939
medium_variant,1500,2097,36095.683
medium_variant,1500,2098,36017.46
medium_variant,1500,2099,35934.263
