variant,region,year,noofbirth
estimates,921,1950,22599.599
estimates,921,1951,22795.616
estimates,921,1952,23192.439
estimates,921,1953,23598.827
estimates,921,1954,24014.784
estimates,921,1955,24440.107
estimates,921,1956,24874.095
estimates,921,1957,25315.892
estimates,921,1958,25763.79
estimates,921,1959,26214.753
estimates,921,1960,26665.422
estimates,921,1961,27112.53
estimates,921,1962,27553.278
estimates,921,1963,27986.665
estimates,921,1964,28414.052
estimates,921,1965,28839.123
estimates,921,1966,29267.183
estimates,921,1967,29704.146
estimates,921,1968,30154.676
estimates,921,1969,30620.99
estimates,921,1970,31101.615
estimates,921,1971,31592.491
estimates,921,1972,32090.093
estimates,921,1973,32593.784
estimates,921,1974,33106.524
estimates,921,1975,33640.877
estimates,921,1976,34212.877
estimates,921,1977,34828.367
estimates,921,1978,35484.031
estimates,921,1979,36168.669
estimates,921,1980,36865.206
estimates,921,1981,37552.689
estimates,921,1982,38206.474
estimates,921,1983,38803.761
estimates,921,1984,39328.233
estimates,921,1985,39763.925
estimates,921,1986,40101.592
estimates,921,1987,40350.365
estimates,921,1988,40522.854
estimates,921,1989,40628.256
estimates,921,1990,40679.769
estimates,921,1991,40692.537
estimates,921,1992,40682.166
estimates,921,1993,40662.576
estimates,921,1994,40643.613
estimates,921,1995,40629.631
estimates,921,1996,40618.776
estimates,921,1997,40603.437
estimates,921,1998,40579.005
estimates,921,1999,40547.333
estimates,921,2000,40516.097
estimates,921,2001,40495.023
estimates,921,2002,40487.405
estimates,921,2003,40490.911
estimates,921,2004,40498.442
estimates,921,2005,40491.617
estimates,921,2006,40447.365
estimates,921,2007,40351.109
estimates,921,2008,40197.685
estimates,921,2009,39991.794
estimates,921,2010,39751.248
estimates,921,2011,39502.315
estimates,921,2012,39271.365
estimates,921,2013,39076.371
estimates,921,2014,38922.175
estimates,921,2015,38803.599
medium_variant,921,2015,38803.599
medium_variant,921,2016,38706.008
medium_variant,921,2017,38606.549
medium_variant,921,2018,38487.264
medium_variant,921,2019,38341.589
medium_variant,921,2020,38167.349
medium_variant,921,2021,37967.834
medium_variant,921,2022,37753.272
medium_variant,921,2023,37532.283
medium_variant,921,2024,37307.946
medium_variant,921,2025,37081.971
medium_variant,921,2026,36854.479
medium_variant,921,2027,36624.174
medium_variant,921,2028,36390.585
medium_variant,921,2029,36154.832
medium_variant,921,2030,35917.871
medium_variant,921,2031,35680.446
medium_variant,921,2032,35443.431
medium_variant,921,2033,35207.942
medium_variant,921,2034,34975.251
medium_variant,921,2035,34747
medium_variant,921,2036,34524.619
medium_variant,921,2037,34308.296
medium_variant,921,2038,34097.735
medium_variant,921,2039,33892.478
medium_variant,921,2040,33691.894
medium_variant,921,2041,33495.057
medium_variant,921,2042,33300.192
medium_variant,921,2043,33105.349
medium_variant,921,2044,32908.885
medium_variant,921,2045,32709.01
medium_variant,921,2046,32504.302
medium_variant,921,2047,32294.482
medium_variant,921,2048,32079.553
medium_variant,921,2049,31859.469
medium_variant,921,2050,31634.195
medium_variant,921,2051,31404.003
medium_variant,921,2052,31170.285
medium_variant,921,2053,30934.73
medium_variant,921,2054,30698.851
medium_variant,921,2055,30464.154
medium_variant,921,2056,30231.906
medium_variant,921,2057,30002.951
medium_variant,921,2058,29778.152
medium_variant,921,2059,29558.431
medium_variant,921,2060,29344.508
medium_variant,921,2061,29136.655
medium_variant,921,2062,28934.323
medium_variant,921,2063,28736.961
medium_variant,921,2064,28544.359
medium_variant,921,2065,28356.432
medium_variant,921,2066,28173.11
medium_variant,921,2067,27993.971
medium_variant,921,2068,27818.411
medium_variant,921,2069,27645.737
medium_variant,921,2070,27475.248
medium_variant,921,2071,27306.349
medium_variant,921,2072,27138.588
medium_variant,921,2073,26971.502
medium_variant,921,2074,26804.613
medium_variant,921,2075,26637.65
medium_variant,921,2076,26470.582
medium_variant,921,2077,26303.632
medium_variant,921,2078,26136.925
medium_variant,921,2079,25970.338
medium_variant,921,2080,25803.476
medium_variant,921,2081,25635.877
medium_variant,921,2082,25467.489
medium_variant,921,2083,25298.524
medium_variant,921,2084,25129.428
medium_variant,921,2085,24960.739
medium_variant,921,2086,24793.088
medium_variant,921,2087,24627.265
medium_variant,921,2088,24464.076
medium_variant,921,2089,24304.178
medium_variant,921,2090,24148.023
medium_variant,921,2091,23995.835
medium_variant,921,2092,23847.687
medium_variant,921,2093,23703.575
medium_variant,921,2094,23563.434
medium_variant,921,2095,23427.246
medium_variant,921,2096,23295.016
medium_variant,921,2097,23166.711
medium_variant,921,2098,23042.317
medium_variant,921,2099,22921.83
