variant,region,year,noofbirth
estimates,948,1950,51728.185
estimates,948,1951,52340.806
estimates,948,1952,53566.803
estimates,948,1953,54794.248
estimates,948,1954,56023.134
estimates,948,1955,57253.131
estimates,948,1956,58483.122
estimates,948,1957,59711.853
estimates,948,1958,60936.734
estimates,948,1959,62153.133
estimates,948,1960,63356.011
estimates,948,1961,64540.721
estimates,948,1962,65703.623
estimates,948,1963,66844.272
estimates,948,1964,67966.216
estimates,948,1965,69076.784
estimates,948,1966,70185.641
estimates,948,1967,71303.027
estimates,948,1968,72437.19
estimates,948,1969,73592.44
estimates,948,1970,74766.843
estimates,948,1971,75953.803
estimates,948,1972,77147.117
estimates,948,1973,78345.412
estimates,948,1974,79553.544
estimates,948,1975,80792.691
estimates,948,1976,82089.917
estimates,948,1977,83454.695
estimates,948,1978,84880.843
estimates,948,1979,86348.782
estimates,948,1980,87825.538
estimates,948,1981,89270.585
estimates,948,1982,90642.106
estimates,948,1983,91905.125
estimates,948,1984,93038.302
estimates,948,1985,94026.563
estimates,948,1986,94868.294
estimates,948,1987,95588.488
estimates,948,1988,96213.507
estimates,948,1989,96758.99
estimates,948,1990,97238.244
estimates,948,1991,97662.01
estimates,948,1992,98043.063
estimates,948,1993,98397.868
estimates,948,1994,98744.866
estimates,948,1995,99100.66
estimates,948,1996,99476.692
estimates,948,1997,99876.411
estimates,948,1998,100304.019
estimates,948,1999,100766.889
estimates,948,2000,101274.055
estimates,948,2001,101831.71
estimates,948,2002,102434.118
estimates,948,2003,103071.661
estimates,948,2004,103735.071
estimates,948,2005,104413.086
estimates,948,2006,105093.687
estimates,948,2007,105763.863
estimates,948,2008,106410.755
estimates,948,2009,107023.714
estimates,948,2010,107594.106
estimates,948,2011,108117.874
estimates,948,2012,108598.989
estimates,948,2013,109041.338
estimates,948,2014,109445.43
estimates,948,2015,109811.151
medium_variant,948,2015,109811.151
medium_variant,948,2016,110138.936
medium_variant,948,2017,110432.98
medium_variant,948,2018,110699.121
medium_variant,948,2019,110943.126
medium_variant,948,2020,111170.609
medium_variant,948,2021,111386.318
medium_variant,948,2022,111594.185
medium_variant,948,2023,111798.609
medium_variant,948,2024,112004.301
medium_variant,948,2025,112215.188
medium_variant,948,2026,112433.368
medium_variant,948,2027,112657.759
medium_variant,948,2028,112887.272
medium_variant,948,2029,113122.135
medium_variant,948,2030,113362.549
medium_variant,948,2031,113608.253
medium_variant,948,2032,113857.407
medium_variant,948,2033,114107.743
medium_variant,948,2034,114357.271
medium_variant,948,2035,114604.826
medium_variant,948,2036,114849.82
medium_variant,948,2037,115090.958
medium_variant,948,2038,115326.024
medium_variant,948,2039,115552.073
medium_variant,948,2040,115766.313
medium_variant,948,2041,115966.519
medium_variant,948,2042,116151.011
medium_variant,948,2043,116317.864
medium_variant,948,2044,116464.928
medium_variant,948,2045,116589.929
medium_variant,948,2046,116691.297
medium_variant,948,2047,116769.611
medium_variant,948,2048,116826.021
medium_variant,948,2049,116861.367
medium_variant,948,2050,116875.919
medium_variant,948,2051,116869.97
medium_variant,948,2052,116845.77
medium_variant,948,2053,116806.631
medium_variant,948,2054,116756.149
medium_variant,948,2055,116698.518
medium_variant,948,2056,116637.633
medium_variant,948,2057,116575.865
medium_variant,948,2058,116515.13
medium_variant,948,2059,116456.917
medium_variant,948,2060,116402.013
medium_variant,948,2061,116349.966
medium_variant,948,2062,116298.043
medium_variant,948,2063,116243.558
medium_variant,948,2064,116184.936
medium_variant,948,2065,116120.943
medium_variant,948,2066,116050.74
medium_variant,948,2067,115973.693
medium_variant,948,2068,115888.814
medium_variant,948,2069,115794.754
medium_variant,948,2070,115690.291
medium_variant,948,2071,115574.582
medium_variant,948,2072,115447.395
medium_variant,948,2073,115308.469
medium_variant,948,2074,115157.302
medium_variant,948,2075,114993.46
medium_variant,948,2076,114816.755
medium_variant,948,2077,114627.637
medium_variant,948,2078,114426.648
medium_variant,948,2079,114214.209
medium_variant,948,2080,113990.483
medium_variant,948,2081,113755.548
medium_variant,948,2082,113509.918
medium_variant,948,2083,113254.382
medium_variant,948,2084,112989.888
medium_variant,948,2085,112717.227
medium_variant,948,2086,112437.006
medium_variant,948,2087,112149.868
medium_variant,948,2088,111856.675
medium_variant,948,2089,111558.414
medium_variant,948,2090,111255.928
medium_variant,948,2091,110949.813
medium_variant,948,2092,110640.445
medium_variant,948,2093,110328.078
medium_variant,948,2094,110012.83
medium_variant,948,2095,109694.807
medium_variant,948,2096,109374.104
medium_variant,948,2097,109050.696
medium_variant,948,2098,108724.588
medium_variant,948,2099,108395.764
