variant,region,year,noofbirth
estimates,928,1950,94.184
estimates,928,1951,95.267
estimates,928,1952,97.427
estimates,928,1953,99.569
estimates,928,1954,101.69
estimates,928,1955,103.793
estimates,928,1956,105.873
estimates,928,1957,107.93
estimates,928,1958,109.962
estimates,928,1959,111.964
estimates,928,1960,113.931
estimates,928,1961,115.865
estimates,928,1962,117.777
estimates,928,1963,119.692
estimates,928,1964,121.649
estimates,928,1965,123.706
estimates,928,1966,125.927
estimates,928,1967,128.352
estimates,928,1968,131.006
estimates,928,1969,133.887
estimates,928,1970,136.996
estimates,928,1971,140.313
estimates,928,1972,143.776
estimates,928,1973,147.315
estimates,928,1974,150.876
estimates,928,1975,154.416
estimates,928,1976,157.903
estimates,928,1977,161.315
estimates,928,1978,164.624
estimates,928,1979,167.79
estimates,928,1980,170.738
estimates,928,1981,173.394
estimates,928,1982,175.764
estimates,928,1983,177.888
estimates,928,1984,179.832
estimates,928,1985,181.69
estimates,928,1986,183.575
estimates,928,1987,185.607
estimates,928,1988,187.895
estimates,928,1989,190.511
estimates,928,1990,193.542
estimates,928,1991,197.045
estimates,928,1992,200.96
estimates,928,1993,205.19
estimates,928,1994,209.649
estimates,928,1995,214.207
estimates,928,1996,218.724
estimates,928,1997,223.08
estimates,928,1998,227.18
estimates,928,1999,230.964
estimates,928,2000,234.426
estimates,928,2001,237.61
estimates,928,2002,240.611
estimates,928,2003,243.499
estimates,928,2004,246.284
estimates,928,2005,248.941
estimates,928,2006,251.421
estimates,928,2007,253.684
estimates,928,2008,255.719
estimates,928,2009,257.556
estimates,928,2010,259.239
estimates,928,2011,260.827
estimates,928,2012,262.389
estimates,928,2013,263.989
estimates,928,2014,265.664
estimates,928,2015,267.441
medium_variant,928,2015,267.441
medium_variant,928,2016,269.326
medium_variant,928,2017,271.284
medium_variant,928,2018,273.288
medium_variant,928,2019,275.326
medium_variant,928,2020,277.391
medium_variant,928,2021,279.475
medium_variant,928,2022,281.566
medium_variant,928,2023,283.65
medium_variant,928,2024,285.714
medium_variant,928,2025,287.745
medium_variant,928,2026,289.739
medium_variant,928,2027,291.691
medium_variant,928,2028,293.592
medium_variant,928,2029,295.43
medium_variant,928,2030,297.188
medium_variant,928,2031,298.855
medium_variant,928,2032,300.427
medium_variant,928,2033,301.897
medium_variant,928,2034,303.268
medium_variant,928,2035,304.537
medium_variant,928,2036,305.711
medium_variant,928,2037,306.799
medium_variant,928,2038,307.807
medium_variant,928,2039,308.743
medium_variant,928,2040,309.607
medium_variant,928,2041,310.394
medium_variant,928,2042,311.104
medium_variant,928,2043,311.736
medium_variant,928,2044,312.307
medium_variant,928,2045,312.827
medium_variant,928,2046,313.314
medium_variant,928,2047,313.774
medium_variant,928,2048,314.223
medium_variant,928,2049,314.659
medium_variant,928,2050,315.083
medium_variant,928,2051,315.492
medium_variant,928,2052,315.872
medium_variant,928,2053,316.212
medium_variant,928,2054,316.506
medium_variant,928,2055,316.749
medium_variant,928,2056,316.935
medium_variant,928,2057,317.067
medium_variant,928,2058,317.143
medium_variant,928,2059,317.162
medium_variant,928,2060,317.126
medium_variant,928,2061,317.038
medium_variant,928,2062,316.902
medium_variant,928,2063,316.718
medium_variant,928,2064,316.481
medium_variant,928,2065,316.187
medium_variant,928,2066,315.826
medium_variant,928,2067,315.392
medium_variant,928,2068,314.886
medium_variant,928,2069,314.309
medium_variant,928,2070,313.667
medium_variant,928,2071,312.967
medium_variant,928,2072,312.219
medium_variant,928,2073,311.434
medium_variant,928,2074,310.618
medium_variant,928,2075,309.776
medium_variant,928,2076,308.908
medium_variant,928,2077,308.011
medium_variant,928,2078,307.084
medium_variant,928,2079,306.13
medium_variant,928,2080,305.149
medium_variant,928,2081,304.14
medium_variant,928,2082,303.105
medium_variant,928,2083,302.047
medium_variant,928,2084,300.97
medium_variant,928,2085,299.88
medium_variant,928,2086,298.782
medium_variant,928,2087,297.679
medium_variant,928,2088,296.575
medium_variant,928,2089,295.469
medium_variant,928,2090,294.359
medium_variant,928,2091,293.247
medium_variant,928,2092,292.124
medium_variant,928,2093,290.99
medium_variant,928,2094,289.84
medium_variant,928,2095,288.673
medium_variant,928,2096,287.489
medium_variant,928,2097,286.285
medium_variant,928,2098,285.063
medium_variant,928,2099,283.823
