variant,region,year,noofbirth
estimates,912,1950,2511.451
estimates,912,1951,2540.484
estimates,912,1952,2598.744
estimates,912,1953,2657.399
estimates,912,1954,2716.443
estimates,912,1955,2775.879
estimates,912,1956,2835.685
estimates,912,1957,2895.823
estimates,912,1958,2956.23
estimates,912,1959,3016.799
estimates,912,1960,3077.39
estimates,912,1961,3137.848
estimates,912,1962,3197.979
estimates,912,1963,3257.603
estimates,912,1964,3316.567
estimates,912,1965,3374.4
estimates,912,1966,3430.585
estimates,912,1967,3485.201
estimates,912,1968,3538.695
estimates,912,1969,3591.732
estimates,912,1970,3645.439
estimates,912,1971,3701.113
estimates,912,1972,3759.744
estimates,912,1973,3822.006
estimates,912,1974,3888.157
estimates,912,1975,3958.719
estimates,912,1976,4034
estimates,912,1977,4112.842
estimates,912,1978,4193.518
estimates,912,1979,4274.272
estimates,912,1980,4353.594
estimates,912,1981,4430.216
estimates,912,1982,4502.493
estimates,912,1983,4568.33
estimates,912,1984,4625.432
estimates,912,1985,4670.861
estimates,912,1986,4702.021
estimates,912,1987,4718.494
estimates,912,1988,4720.706
estimates,912,1989,4709.393
estimates,912,1990,4684.648
estimates,912,1991,4646.829
estimates,912,1992,4599.15
estimates,912,1993,4546.148
estimates,912,1994,4492.514
estimates,912,1995,4443.678
estimates,912,1996,4404.616
estimates,912,1997,4378.466
estimates,912,1998,4367.782
estimates,912,1999,4374.702
estimates,912,2000,4399.582
estimates,912,2001,4440.908
estimates,912,2002,4495.412
estimates,912,2003,4560.726
estimates,912,2004,4636.558
estimates,912,2005,4727.277
estimates,912,2006,4839.096
estimates,912,2007,4973.104
estimates,912,2008,5125.711
estimates,912,2009,5289.515
estimates,912,2010,5451.429
estimates,912,2011,5596.208
estimates,912,2012,5712.201
estimates,912,2013,5791.919
estimates,912,2014,5832.948
estimates,912,2015,5837.427
medium_variant,912,2015,5837.427
medium_variant,912,2016,5812.51
medium_variant,912,2017,5771.655
medium_variant,912,2018,5726.833
medium_variant,912,2019,5684.404
medium_variant,912,2020,5648.494
medium_variant,912,2021,5620.133
medium_variant,912,2022,5596.702
medium_variant,912,2023,5576.662
medium_variant,912,2024,5561.312
medium_variant,912,2025,5552.142
medium_variant,912,2026,5550.376
medium_variant,912,2027,5556.166
medium_variant,912,2028,5569.339
medium_variant,912,2029,5589.705
medium_variant,912,2030,5617.2
medium_variant,912,2031,5651.565
medium_variant,912,2032,5691.422
medium_variant,912,2033,5734.96
medium_variant,912,2034,5780.437
medium_variant,912,2035,5826.052
medium_variant,912,2036,5870.279
medium_variant,912,2037,5912.065
medium_variant,912,2038,5950.355
medium_variant,912,2039,5984.059
medium_variant,912,2040,6012.402
medium_variant,912,2041,6035.166
medium_variant,912,2042,6053.033
medium_variant,912,2043,6066.626
medium_variant,912,2044,6076.098
medium_variant,912,2045,6081.455
medium_variant,912,2046,6082.655
medium_variant,912,2047,6080.016
medium_variant,912,2048,6074.078
medium_variant,912,2049,6065.482
medium_variant,912,2050,6054.788
medium_variant,912,2051,6042.461
medium_variant,912,2052,6029.029
medium_variant,912,2053,6015.173
medium_variant,912,2054,6001.63
medium_variant,912,2055,5989.182
medium_variant,912,2056,5978.427
medium_variant,912,2057,5969.464
medium_variant,912,2058,5962.309
medium_variant,912,2059,5957.018
medium_variant,912,2060,5953.553
medium_variant,912,2061,5951.71
medium_variant,912,2062,5950.945
medium_variant,912,2063,5950.701
medium_variant,912,2064,5950.572
medium_variant,912,2065,5950.231
medium_variant,912,2066,5949.481
medium_variant,912,2067,5948.227
medium_variant,912,2068,5946.31
medium_variant,912,2069,5943.468
medium_variant,912,2070,5939.455
medium_variant,912,2071,5934.096
medium_variant,912,2072,5927.384
medium_variant,912,2073,5919.34
medium_variant,912,2074,5909.94
medium_variant,912,2075,5899.177
medium_variant,912,2076,5887.08
medium_variant,912,2077,5873.807
medium_variant,912,2078,5859.536
medium_variant,912,2079,5844.425
medium_variant,912,2080,5828.609
medium_variant,912,2081,5812.186
medium_variant,912,2082,5795.241
medium_variant,912,2083,5777.879
medium_variant,912,2084,5760.225
medium_variant,912,2085,5742.355
medium_variant,912,2086,5724.276
medium_variant,912,2087,5705.99
medium_variant,912,2088,5687.542
medium_variant,912,2089,5669.042
medium_variant,912,2090,5650.6
medium_variant,912,2091,5632.319
medium_variant,912,2092,5614.276
medium_variant,912,2093,5596.537
medium_variant,912,2094,5579.151
medium_variant,912,2095,5562.144
medium_variant,912,2096,5545.54
medium_variant,912,2097,5529.34
medium_variant,912,2098,5513.55
medium_variant,912,2099,5498.166
