variant,region,year,noofbirth
estimates,947,1950,8692.446
estimates,947,1951,8769.241
estimates,947,1952,8927.935
estimates,947,1953,9096.826
estimates,947,1954,9275.924
estimates,947,1955,9465.143
estimates,947,1956,9664.222
estimates,947,1957,9872.905
estimates,947,1958,10090.646
estimates,947,1959,10316.423
estimates,947,1960,10549.196
estimates,947,1961,10788.059
estimates,947,1962,11032.451
estimates,947,1963,11282.642
estimates,947,1964,11539.916
estimates,947,1965,11806.858
estimates,947,1966,12086.653
estimates,947,1967,12381.903
estimates,947,1968,12694.307
estimates,947,1969,13024.346
estimates,947,1970,13371.773
estimates,947,1971,13735.311
estimates,947,1972,14112.128
estimates,947,1973,14499.463
estimates,947,1974,14895.587
estimates,947,1975,15299.545
estimates,947,1976,15711.144
estimates,947,1977,16130.338
estimates,947,1978,16556.44
estimates,947,1979,16987.926
estimates,947,1980,17423.08
estimates,947,1981,17860.367
estimates,947,1982,18298.788
estimates,947,1983,18737.51
estimates,947,1984,19175.801
estimates,947,1985,19611.948
estimates,947,1986,20044.351
estimates,947,1987,20474.091
estimates,947,1988,20903.633
estimates,947,1989,21335.958
estimates,947,1990,21775.969
estimates,947,1991,22229.082
estimates,947,1992,22699.056
estimates,947,1993,23188.171
estimates,947,1994,23697.088
estimates,947,1995,24224.571
estimates,947,1996,24767.546
estimates,947,1997,25321.11
estimates,947,1998,25881.178
estimates,947,1999,26445.869
estimates,947,2000,27015.065
estimates,947,2001,27590.101
estimates,947,2002,28172.676
estimates,947,2003,28763.215
estimates,947,2004,29360.312
estimates,947,2005,29962.568
estimates,947,2006,30568.423
estimates,947,2007,31175.339
estimates,947,2008,31780.398
estimates,947,2009,32380.857
estimates,947,2010,32973.136
estimates,947,2011,33554.078
estimates,947,2012,34123.246
estimates,947,2013,34681.304
estimates,947,2014,35229.299
estimates,947,2015,35769.409
medium_variant,947,2015,35769.409
medium_variant,947,2016,36304.707
medium_variant,947,2017,36839.069
medium_variant,947,2018,37375.959
medium_variant,947,2019,37917.55
medium_variant,947,2020,38465.54
medium_variant,947,2021,39020.526
medium_variant,947,2022,39581.025
medium_variant,947,2023,40145.483
medium_variant,947,2024,40713.194
medium_variant,947,2025,41283.798
medium_variant,947,2026,41857.011
medium_variant,947,2027,42431.744
medium_variant,947,2028,43006.347
medium_variant,947,2029,43578.985
medium_variant,947,2030,44147.99
medium_variant,947,2031,44712.061
medium_variant,947,2032,45270.047
medium_variant,947,2033,45820.545
medium_variant,947,2034,46361.922
medium_variant,947,2035,46892.939
medium_variant,947,2036,47412.951
medium_variant,947,2037,47921.985
medium_variant,947,2038,48419.882
medium_variant,947,2039,48905.959
medium_variant,947,2040,49379.485
medium_variant,947,2041,49839.92
medium_variant,947,2042,50287.384
medium_variant,947,2043,50722.147
medium_variant,947,2044,51144.461
medium_variant,947,2045,51554.752
medium_variant,947,2046,51953.578
medium_variant,947,2047,52341.639
medium_variant,947,2048,52719.6
medium_variant,947,2049,53087.895
medium_variant,947,2050,53446.528
medium_variant,947,2051,53795.208
medium_variant,947,2052,54133.72
medium_variant,947,2053,54462.208
medium_variant,947,2054,54781.24
medium_variant,947,2055,55091.86
medium_variant,947,2056,55395.273
medium_variant,947,2057,55692.179
medium_variant,947,2058,55982.906
medium_variant,947,2059,56267.35
medium_variant,947,2060,56545.209
medium_variant,947,2061,56815.892
medium_variant,947,2062,57078.107
medium_variant,947,2063,57330.505
medium_variant,947,2064,57572.069
medium_variant,947,2065,57801.788
medium_variant,947,2066,58018.921
medium_variant,947,2067,58223.333
medium_variant,947,2068,58414.936
medium_variant,947,2069,58593.522
medium_variant,947,2070,58759.01
medium_variant,947,2071,58911.53
medium_variant,947,2072,59051.655
medium_variant,947,2073,59179.95
medium_variant,947,2074,59296.793
medium_variant,947,2075,59402.339
medium_variant,947,2076,59496.609
medium_variant,947,2077,59579.745
medium_variant,947,2078,59652.105
medium_variant,947,2079,59714.265
medium_variant,947,2080,59766.867
medium_variant,947,2081,59810.514
medium_variant,947,2082,59845.637
medium_variant,947,2083,59872.588
medium_variant,947,2084,59891.663
medium_variant,947,2085,59902.964
medium_variant,947,2086,59906.341
medium_variant,947,2087,59901.428
medium_variant,947,2088,59887.958
medium_variant,947,2089,59865.899
medium_variant,947,2090,59835.288
medium_variant,947,2091,59796.212
medium_variant,947,2092,59748.762
medium_variant,947,2093,59693.024
medium_variant,947,2094,59629.086
medium_variant,947,2095,59556.996
medium_variant,947,2096,59476.778
medium_variant,947,2097,59388.45
medium_variant,947,2098,59292.014
medium_variant,947,2099,59187.473
