variant,region,year,noofbirth
estimates,941,1950,9531.447
estimates,941,1951,9621.924
estimates,941,1952,9807.272
estimates,941,1953,10001.377
estimates,941,1954,10204.253
estimates,941,1955,10415.907
estimates,941,1956,10636.362
estimates,941,1957,10865.613
estimates,941,1958,11103.659
estimates,941,1959,11350.532
estimates,941,1960,11606.219
estimates,941,1961,11870.613
estimates,941,1962,12143.471
estimates,941,1963,12424.332
estimates,941,1964,12712.57
estimates,941,1965,13007.397
estimates,941,1966,13308.061
estimates,941,1967,13613.993
estimates,941,1968,13924.718
estimates,941,1969,14239.868
estimates,941,1970,14558.9
estimates,941,1971,14881.391
estimates,941,1972,15207.858
estimates,941,1973,15539.148
estimates,941,1974,15876.149
estimates,941,1975,16221.643
estimates,941,1976,16578.977
estimates,941,1977,16949.068
estimates,941,1978,17330.949
estimates,941,1979,17722.136
estimates,941,1980,18117.603
estimates,941,1981,18511.149
estimates,941,1982,18897.633
estimates,941,1983,19273.728
estimates,941,1984,19638.446
estimates,941,1985,19992.472
estimates,941,1986,20338.468
estimates,941,1987,20681.961
estimates,941,1988,21028.104
estimates,941,1989,21379.904
estimates,941,1990,21740.627
estimates,941,1991,22112.634
estimates,941,1992,22495.35
estimates,941,1993,22887.477
estimates,941,1994,23287.966
estimates,941,1995,23695.308
estimates,941,1996,24107.499
estimates,941,1997,24521.447
estimates,941,1998,24933.927
estimates,941,1999,25342.342
estimates,941,2000,25744.183
estimates,941,2001,26137.727
estimates,941,2002,26523.064
estimates,941,2003,26900.487
estimates,941,2004,27269.915
estimates,941,2005,27630.813
estimates,941,2006,27982.856
estimates,941,2007,28327.716
estimates,941,2008,28667.933
estimates,941,2009,29006.185
estimates,941,2010,29346.286
estimates,941,2011,29692.125
estimates,941,2012,30045.962
estimates,941,2013,30409.061
estimates,941,2014,30781.812
estimates,941,2015,31163.371
medium_variant,941,2015,31163.371
medium_variant,941,2016,31551.637
medium_variant,941,2017,31943.022
medium_variant,941,2018,32334.433
medium_variant,941,2019,32724.231
medium_variant,941,2020,33111.679
medium_variant,941,2021,33497
medium_variant,941,2022,33881.121
medium_variant,941,2023,34264.411
medium_variant,941,2024,34646.249
medium_variant,941,2025,35026.037
medium_variant,941,2026,35403.204
medium_variant,941,2027,35776.989
medium_variant,941,2028,36146.463
medium_variant,941,2029,36510.739
medium_variant,941,2030,36869.001
medium_variant,941,2031,37220.724
medium_variant,941,2032,37565.774
medium_variant,941,2033,37903.989
medium_variant,941,2034,38235.016
medium_variant,941,2035,38558.719
medium_variant,941,2036,38875.173
medium_variant,941,2037,39184.606
medium_variant,941,2038,39487.17
medium_variant,941,2039,39782.735
medium_variant,941,2040,40071.007
medium_variant,941,2041,40351.603
medium_variant,941,2042,40624.38
medium_variant,941,2043,40889.363
medium_variant,941,2044,41146.782
medium_variant,941,2045,41397.025
medium_variant,941,2046,41640.589
medium_variant,941,2047,41878.009
medium_variant,941,2048,42109.742
medium_variant,941,2049,42336.04
medium_variant,941,2050,42556.96
medium_variant,941,2051,42772.358
medium_variant,941,2052,42981.93
medium_variant,941,2053,43185.485
medium_variant,941,2054,43383.051
medium_variant,941,2055,43574.935
medium_variant,941,2056,43761.56
medium_variant,941,2057,43943.083
medium_variant,941,2058,44119.423
medium_variant,941,2059,44290.258
medium_variant,941,2060,44455.099
medium_variant,941,2061,44613.365
medium_variant,941,2062,44764.387
medium_variant,941,2063,44907.556
medium_variant,941,2064,45042.462
medium_variant,941,2065,45168.79
medium_variant,941,2066,45286.422
medium_variant,941,2067,45395.651
medium_variant,941,2068,45496.749
medium_variant,941,2069,45589.819
medium_variant,941,2070,45674.938
medium_variant,941,2071,45752.162
medium_variant,941,2072,45821.681
medium_variant,941,2073,45883.719
medium_variant,941,2074,45938.517
medium_variant,941,2075,45986.259
medium_variant,941,2076,46027.074
medium_variant,941,2077,46061.077
medium_variant,941,2078,46088.449
medium_variant,941,2079,46109.453
medium_variant,941,2080,46124.275
medium_variant,941,2081,46133.035
medium_variant,941,2082,46135.822
medium_variant,941,2083,46132.749
medium_variant,941,2084,46124.006
medium_variant,941,2085,46109.791
medium_variant,941,2086,46090.263
medium_variant,941,2087,46065.436
medium_variant,941,2088,46035.306
medium_variant,941,2089,45999.853
medium_variant,941,2090,45959.014
medium_variant,941,2091,45912.675
medium_variant,941,2092,45860.718
medium_variant,941,2093,45803.025
medium_variant,941,2094,45739.5
medium_variant,941,2095,45670.091
medium_variant,941,2096,45594.759
medium_variant,941,2097,45513.487
medium_variant,941,2098,45426.273
medium_variant,941,2099,45333.111
