variant,region,year,noofbirth
estimates,923,1950,5716.774
estimates,923,1951,5800.775
estimates,923,1952,5946.5
estimates,923,1953,6047.681
estimates,923,1954,6104.319
estimates,923,1955,6116.48
estimates,923,1956,6084.651
estimates,923,1957,6010.625
estimates,923,1958,5897.23
estimates,923,1959,5748.748
estimates,923,1960,5571.321
estimates,923,1961,5372.812
estimates,923,1962,5163.428
estimates,923,1963,4955.026
estimates,923,1964,4759.667
estimates,923,1965,4591.558
estimates,923,1966,4462.677
estimates,923,1967,4375.517
estimates,923,1968,4329.542
estimates,923,1969,4323.646
estimates,923,1970,4353.063
estimates,923,1971,4409.516
estimates,923,1972,4480.432
estimates,923,1973,4554.375
estimates,923,1974,4624.28
estimates,923,1975,4685.858
estimates,923,1976,4738.389
estimates,923,1977,4784.951
estimates,923,1978,4827.156
estimates,923,1979,4863.217
estimates,923,1980,4893.647
estimates,923,1981,4920.014
estimates,923,1982,4941.238
estimates,923,1983,4953.749
estimates,923,1984,4952.104
estimates,923,1985,4925.005
estimates,923,1986,4859.682
estimates,923,1987,4750.784
estimates,923,1988,4598.532
estimates,923,1989,4407.76
estimates,923,1990,4187.437
estimates,923,1991,3949.934
estimates,923,1992,3711.703
estimates,923,1993,3488.043
estimates,923,1994,3289.461
estimates,923,1995,3124.107
estimates,923,1996,2995.374
estimates,923,1997,2898.618
estimates,923,1998,2829.48
estimates,923,1999,2787.293
estimates,923,2000,2772.007
estimates,923,2001,2783.18
estimates,923,2002,2817.153
estimates,923,2003,2868.854
estimates,923,2004,2933.147
estimates,923,2005,3005.378
estimates,923,2006,3081.805
estimates,923,2007,3158.946
estimates,923,2008,3232.559
estimates,923,2009,3297.869
estimates,923,2010,3349.955
estimates,923,2011,3385.253
estimates,923,2012,3403.872
estimates,923,2013,3406.622
estimates,923,2014,3393.832
estimates,923,2015,3366.795
medium_variant,923,2015,3366.795
medium_variant,923,2016,3327.801
medium_variant,923,2017,3280.559
medium_variant,923,2018,3228.56
medium_variant,923,2019,3174.104
medium_variant,923,2020,3118.307
medium_variant,923,2021,3061.137
medium_variant,923,2022,3002.034
medium_variant,923,2023,2941.294
medium_variant,923,2024,2880.488
medium_variant,923,2025,2821.187
medium_variant,923,2026,2764.791
medium_variant,923,2027,2712.614
medium_variant,923,2028,2666.087
medium_variant,923,2029,2626.651
medium_variant,923,2030,2595.941
medium_variant,923,2031,2575.175
medium_variant,923,2032,2564.018
medium_variant,923,2033,2561.702
medium_variant,923,2034,2567.516
medium_variant,923,2035,2580.815
medium_variant,923,2036,2600.808
medium_variant,923,2037,2625.739
medium_variant,923,2038,2653.47
medium_variant,923,2039,2681.957
medium_variant,923,2040,2709.278
medium_variant,923,2041,2733.987
medium_variant,923,2042,2755.327
medium_variant,923,2043,2772.464
medium_variant,923,2044,2784.318
medium_variant,923,2045,2789.888
medium_variant,923,2046,2788.644
medium_variant,923,2047,2781.194
medium_variant,923,2048,2768.324
medium_variant,923,2049,2750.555
medium_variant,923,2050,2728.316
medium_variant,923,2051,2702.062
medium_variant,923,2052,2672.7
medium_variant,923,2053,2641.382
medium_variant,923,2054,2609.271
medium_variant,923,2055,2577.36
medium_variant,923,2056,2546.362
medium_variant,923,2057,2516.709
medium_variant,923,2058,2488.978
medium_variant,923,2059,2463.952
medium_variant,923,2060,2442.392
medium_variant,923,2061,2424.805
medium_variant,923,2062,2411.092
medium_variant,923,2063,2401.06
medium_variant,923,2064,2394.644
medium_variant,923,2065,2391.838
medium_variant,923,2066,2392.569
medium_variant,923,2067,2396.276
medium_variant,923,2068,2402.21
medium_variant,923,2069,2409.635
medium_variant,923,2070,2417.879
medium_variant,923,2071,2426.396
medium_variant,923,2072,2434.711
medium_variant,923,2073,2442.24
medium_variant,923,2074,2448.326
medium_variant,923,2075,2452.372
medium_variant,923,2076,2453.993
medium_variant,923,2077,2453.226
medium_variant,923,2078,2450.127
medium_variant,923,2079,2444.626
medium_variant,923,2080,2436.61
medium_variant,923,2081,2426.037
medium_variant,923,2082,2413.237
medium_variant,923,2083,2398.654
medium_variant,923,2084,2382.734
medium_variant,923,2085,2365.859
medium_variant,923,2086,2348.354
medium_variant,923,2087,2330.59
medium_variant,923,2088,2313.031
medium_variant,923,2089,2296.173
medium_variant,923,2090,2280.437
medium_variant,923,2091,2266.099
medium_variant,923,2092,2253.343
medium_variant,923,2093,2242.276
medium_variant,923,2094,2232.952
medium_variant,923,2095,2225.413
medium_variant,923,2096,2219.702
medium_variant,923,2097,2215.806
medium_variant,923,2098,2213.724
medium_variant,923,2099,2213.451
