variant,region,year,noofbirth
estimates,926,1950,2471.722
estimates,926,1951,2473.672
estimates,926,1952,2481.015
estimates,926,1953,2495.229
estimates,926,1954,2516.315
estimates,926,1955,2544.167
estimates,926,1956,2578.365
estimates,926,1957,2618.069
estimates,926,1958,2661.809
estimates,926,1959,2707.167
estimates,926,1960,2751.105
estimates,926,1961,2790.164
estimates,926,1962,2820.481
estimates,926,1963,2838.519
estimates,926,1964,2841.695
estimates,926,1965,2826.758
estimates,926,1966,2791.379
estimates,926,1967,2737.519
estimates,926,1968,2668.576
estimates,926,1969,2587.924
estimates,926,1970,2499.678
estimates,926,1971,2408.236
estimates,926,1972,2318.401
estimates,926,1973,2234.919
estimates,926,1974,2161.724
estimates,926,1975,2102.649
estimates,926,1976,2060.052
estimates,926,1977,2032.441
estimates,926,1978,2017.665
estimates,926,1979,2014.311
estimates,926,1980,2020.369
estimates,926,1981,2033.334
estimates,926,1982,2049.885
estimates,926,1983,2066.744
estimates,926,1984,2081.357
estimates,926,1985,2091.275
estimates,926,1986,2094.939
estimates,926,1987,2092.981
estimates,926,1988,2086.35
estimates,926,1989,2075.542
estimates,926,1990,2061.83
estimates,926,1991,2046.995
estimates,926,1992,2032.866
estimates,926,1993,2020.809
estimates,926,1994,2011.391
estimates,926,1995,2004.5
estimates,926,1996,1999.358
estimates,926,1997,1994.604
estimates,926,1998,1989.233
estimates,926,1999,1983.017
estimates,926,2000,1975.969
estimates,926,2001,1968.381
estimates,926,2002,1960.905
estimates,926,2003,1954.106
estimates,926,2004,1948.244
estimates,926,2005,1943.474
estimates,926,2006,1939.818
estimates,926,2007,1937.163
estimates,926,2008,1935.46
estimates,926,2009,1934.783
estimates,926,2010,1935.409
estimates,926,2011,1937.641
estimates,926,2012,1941.514
estimates,926,2013,1946.872
estimates,926,2014,1953.414
estimates,926,2015,1960.758
medium_variant,926,2015,1960.758
medium_variant,926,2016,1968.459
medium_variant,926,2017,1975.976
medium_variant,926,2018,1982.773
medium_variant,926,2019,1988.421
medium_variant,926,2020,1992.507
medium_variant,926,2021,1994.778
medium_variant,926,2022,1995.357
medium_variant,926,2023,1994.422
medium_variant,926,2024,1992.069
medium_variant,926,2025,1988.43
medium_variant,926,2026,1983.687
medium_variant,926,2027,1978.163
medium_variant,926,2028,1972.196
medium_variant,926,2029,1966.064
medium_variant,926,2030,1959.99
medium_variant,926,2031,1954.109
medium_variant,926,2032,1948.444
medium_variant,926,2033,1943.057
medium_variant,926,2034,1938.081
medium_variant,926,2035,1933.605
medium_variant,926,2036,1929.668
medium_variant,926,2037,1926.248
medium_variant,926,2038,1923.344
medium_variant,926,2039,1920.998
medium_variant,926,2040,1919.297
medium_variant,926,2041,1918.31
medium_variant,926,2042,1918.041
medium_variant,926,2043,1918.45
medium_variant,926,2044,1919.481
medium_variant,926,2045,1921.092
medium_variant,926,2046,1923.247
medium_variant,926,2047,1925.82
medium_variant,926,2048,1928.652
medium_variant,926,2049,1931.572
medium_variant,926,2050,1934.421
medium_variant,926,2051,1937.072
medium_variant,926,2052,1939.439
medium_variant,926,2053,1941.426
medium_variant,926,2054,1942.923
medium_variant,926,2055,1943.834
medium_variant,926,2056,1944.1
medium_variant,926,2057,1943.765
medium_variant,926,2058,1942.883
medium_variant,926,2059,1941.467
medium_variant,926,2060,1939.532
medium_variant,926,2061,1937.085
medium_variant,926,2062,1934.195
medium_variant,926,2063,1930.955
medium_variant,926,2064,1927.468
medium_variant,926,2065,1923.814
medium_variant,926,2066,1920.057
medium_variant,926,2067,1916.265
medium_variant,926,2068,1912.52
medium_variant,926,2069,1908.92
medium_variant,926,2070,1905.565
medium_variant,926,2071,1902.53
medium_variant,926,2072,1899.83
medium_variant,926,2073,1897.46
medium_variant,926,2074,1895.436
medium_variant,926,2075,1893.761
medium_variant,926,2076,1892.42
medium_variant,926,2077,1891.352
medium_variant,926,2078,1890.48
medium_variant,926,2079,1889.754
medium_variant,926,2080,1889.139
medium_variant,926,2081,1888.628
medium_variant,926,2082,1888.195
medium_variant,926,2083,1887.786
medium_variant,926,2084,1887.322
medium_variant,926,2085,1886.722
medium_variant,926,2086,1885.91
medium_variant,926,2087,1884.835
medium_variant,926,2088,1883.462
medium_variant,926,2089,1881.749
medium_variant,926,2090,1879.687
medium_variant,926,2091,1877.295
medium_variant,926,2092,1874.594
medium_variant,926,2093,1871.612
medium_variant,926,2094,1868.379
medium_variant,926,2095,1864.906
medium_variant,926,2096,1861.204
medium_variant,926,2097,1857.28
medium_variant,926,2098,1853.136
medium_variant,926,2099,1848.768
