variant,region,year,noofbirth
estimates,925,1950,2359.185
estimates,925,1951,2356.033
estimates,925,1952,2351.604
estimates,925,1953,2350.93
estimates,925,1954,2354.003
estimates,925,1955,2360.759
estimates,925,1956,2370.942
estimates,925,1957,2384.144
estimates,925,1958,2399.621
estimates,925,1959,2416.089
estimates,925,1960,2432.038
estimates,925,1961,2445.854
estimates,925,1962,2455.903
estimates,925,1963,2461.006
estimates,925,1964,2460.721
estimates,925,1965,2455.553
estimates,925,1966,2446.804
estimates,925,1967,2436.148
estimates,925,1968,2424.681
estimates,925,1969,2412.482
estimates,925,1970,2399.185
estimates,925,1971,2383.986
estimates,925,1972,2365.607
estimates,925,1973,2342.939
estimates,925,1974,2315.411
estimates,925,1975,2282.028
estimates,925,1976,2241.929
estimates,925,1977,2195.556
estimates,925,1978,2143.956
estimates,925,1979,2088.375
estimates,925,1980,2030.446
estimates,925,1981,1971.958
estimates,925,1982,1914.7
estimates,925,1983,1860.308
estimates,925,1984,1810.022
estimates,925,1985,1764.726
estimates,925,1986,1724.64
estimates,925,1987,1688.915
estimates,925,1988,1656.749
estimates,925,1989,1627.887
estimates,925,1990,1601.803
estimates,925,1991,1577.899
estimates,925,1992,1555.815
estimates,925,1993,1535.413
estimates,925,1994,1516.774
estimates,925,1995,1500.434
estimates,925,1996,1487.172
estimates,925,1997,1477.642
estimates,925,1998,1472.16
estimates,925,1999,1470.611
estimates,925,2000,1473.3
estimates,925,2001,1480.491
estimates,925,2002,1491.252
estimates,925,2003,1504.017
estimates,925,2004,1517.014
estimates,925,2005,1527.507
estimates,925,2006,1532.634
estimates,925,2007,1530.848
estimates,925,2008,1521.471
estimates,925,2009,1504.572
estimates,925,2010,1481.195
estimates,925,2011,1453.308
estimates,925,2012,1423.803
estimates,925,2013,1395.184
estimates,925,2014,1368.809
estimates,925,2015,1345.44
medium_variant,925,2015,1345.44
medium_variant,925,2016,1325.049
medium_variant,925,2017,1306.655
medium_variant,925,2018,1289.533
medium_variant,925,2019,1273.727
medium_variant,925,2020,1259.353
medium_variant,925,2021,1246.568
medium_variant,925,2022,1235.478
medium_variant,925,2023,1226.124
medium_variant,925,2024,1218.478
medium_variant,925,2025,1212.518
medium_variant,925,2026,1208.196
medium_variant,925,2027,1205.326
medium_variant,925,2028,1203.67
medium_variant,925,2029,1203.002
medium_variant,925,2030,1203.166
medium_variant,925,2031,1204.064
medium_variant,925,2032,1205.578
medium_variant,925,2033,1207.494
medium_variant,925,2034,1209.534
medium_variant,925,2035,1211.464
medium_variant,925,2036,1213.099
medium_variant,925,2037,1214.327
medium_variant,925,2038,1214.991
medium_variant,925,2039,1214.9
medium_variant,925,2040,1213.83
medium_variant,925,2041,1211.636
medium_variant,925,2042,1208.337
medium_variant,925,2043,1204.011
medium_variant,925,2044,1198.724
medium_variant,925,2045,1192.524
medium_variant,925,2046,1185.498
medium_variant,925,2047,1177.845
medium_variant,925,2048,1169.812
medium_variant,925,2049,1161.64
medium_variant,925,2050,1153.538
medium_variant,925,2051,1145.674
medium_variant,925,2052,1138.144
medium_variant,925,2053,1131.06
medium_variant,925,2054,1124.561
medium_variant,925,2055,1118.77
medium_variant,925,2056,1113.745
medium_variant,925,2057,1109.435
medium_variant,925,2058,1105.773
medium_variant,925,2059,1102.733
medium_variant,925,2060,1100.299
medium_variant,925,2061,1098.443
medium_variant,925,2062,1097.088
medium_variant,925,2063,1096.129
medium_variant,925,2064,1095.455
medium_variant,925,2065,1094.988
medium_variant,925,2066,1094.671
medium_variant,925,2067,1094.446
medium_variant,925,2068,1094.226
medium_variant,925,2069,1093.91
medium_variant,925,2070,1093.392
medium_variant,925,2071,1092.6
medium_variant,925,2072,1091.512
medium_variant,925,2073,1090.089
medium_variant,925,2074,1088.283
medium_variant,925,2075,1086.043
medium_variant,925,2076,1083.329
medium_variant,925,2077,1080.18
medium_variant,925,2078,1076.646
medium_variant,925,2079,1072.767
medium_variant,925,2080,1068.592
medium_variant,925,2081,1064.154
medium_variant,925,2082,1059.526
medium_variant,925,2083,1054.787
medium_variant,925,2084,1050.031
medium_variant,925,2085,1045.339
medium_variant,925,2086,1040.766
medium_variant,925,2087,1036.336
medium_variant,925,2088,1032.089
medium_variant,925,2089,1028.067
medium_variant,925,2090,1024.303
medium_variant,925,2091,1020.801
medium_variant,925,2092,1017.559
medium_variant,925,2093,1014.573
medium_variant,925,2094,1011.829
medium_variant,925,2095,1009.32
medium_variant,925,2096,1007.052
medium_variant,925,2097,1005.01
medium_variant,925,2098,1003.203
medium_variant,925,2099,1001.623
