variant,region,year,noofbirth
estimates,934,1950,69404.441
estimates,934,1951,69202.106
estimates,934,1952,68947.635
estimates,934,1953,68993.532
estimates,934,1954,69339.777
estimates,934,1955,69984.989
estimates,934,1956,70922.906
estimates,934,1957,72138.099
estimates,934,1958,73604.64
estimates,934,1959,75281.27
estimates,934,1960,77113.287
estimates,934,1961,79035.466
estimates,934,1962,80969.78
estimates,934,1963,82835.906
estimates,934,1964,84563.097
estimates,934,1965,86087.934
estimates,934,1966,87371.841
estimates,934,1967,88425.333
estimates,934,1968,89261.348
estimates,934,1969,89877.277
estimates,934,1970,90247.947
estimates,934,1971,90349.395
estimates,934,1972,90218.785
estimates,934,1973,89926.049
estimates,934,1974,89553.521
estimates,934,1975,89217.176
estimates,934,1976,89038.018
estimates,934,1977,89100.472
estimates,934,1978,89463.575
estimates,934,1979,90158.849
estimates,934,1980,91232.717
estimates,934,1981,92706.162
estimates,934,1982,94478.684
estimates,934,1983,96407.689
estimates,934,1984,98355.979
estimates,934,1985,100118.375
estimates,934,1986,101482.086
estimates,934,1987,102328.312
estimates,934,1988,102598.128
estimates,934,1989,102284.895
estimates,934,1990,101441.058
estimates,934,1991,100183.774
estimates,934,1992,98720.324
estimates,934,1993,97243.321
estimates,934,1994,95871.248
estimates,934,1995,94700.479
estimates,934,1996,93779.501
estimates,934,1997,93076.455
estimates,934,1998,92562.796
estimates,934,1999,92245.487
estimates,934,2000,92125.531
estimates,934,2001,92191.525
estimates,934,2002,92403.453
estimates,934,2003,92717.73
estimates,934,2004,93101.505
estimates,934,2005,93530.765
estimates,934,2006,93990.991
estimates,934,2007,94468.953
estimates,934,2008,94942.618
estimates,934,2009,95380.933
estimates,934,2010,95749.197
estimates,934,2011,96018.507
estimates,934,2012,96179.531
estimates,934,2013,96228.065
estimates,934,2014,96160.273
estimates,934,2015,95976.512
medium_variant,934,2015,95976.512
medium_variant,934,2016,95685.02
medium_variant,934,2017,95311.501
medium_variant,934,2018,94883.528
medium_variant,934,2019,94421.532
medium_variant,934,2020,93943.761
medium_variant,934,2021,93463.321
medium_variant,934,2022,92986.993
medium_variant,934,2023,92523.216
medium_variant,934,2024,92083.666
medium_variant,934,2025,91677.381
medium_variant,934,2026,91308.395
medium_variant,934,2027,90972.873
medium_variant,934,2028,90667.582
medium_variant,934,2029,90393.201
medium_variant,934,2030,90150.827
medium_variant,934,2031,89940.776
medium_variant,934,2032,89759.813
medium_variant,934,2033,89603.458
medium_variant,934,2034,89467.446
medium_variant,934,2035,89348.918
medium_variant,934,2036,89245.939
medium_variant,934,2037,89154.877
medium_variant,934,2038,89070.222
medium_variant,934,2039,88985.369
medium_variant,934,2040,88894.175
medium_variant,934,2041,88791.941
medium_variant,934,2042,88675.484
medium_variant,934,2043,88541.081
medium_variant,934,2044,88384.239
medium_variant,934,2045,88200.207
medium_variant,934,2046,87985.708
medium_variant,934,2047,87742.019
medium_variant,934,2048,87471.542
medium_variant,934,2049,87176.139
medium_variant,934,2050,86857.122
medium_variant,934,2051,86516.059
medium_variant,934,2052,86157.655
medium_variant,934,2053,85788.098
medium_variant,934,2054,85413.644
medium_variant,934,2055,85040.699
medium_variant,934,2056,84674.613
medium_variant,934,2057,84318.512
medium_variant,934,2058,83975.402
medium_variant,934,2059,83648.436
medium_variant,934,2060,83340.093
medium_variant,934,2061,83051.094
medium_variant,934,2062,82778.546
medium_variant,934,2063,82519.354
medium_variant,934,2064,82271.724
medium_variant,934,2065,82034.336
medium_variant,934,2066,81806.116
medium_variant,934,2067,81585.077
medium_variant,934,2068,81368.466
medium_variant,934,2069,81153.22
medium_variant,934,2070,80936.517
medium_variant,934,2071,80716.24
medium_variant,934,2072,80491.092
medium_variant,934,2073,80259.596
medium_variant,934,2074,80019.875
medium_variant,934,2075,79770.285
medium_variant,934,2076,79509.919
medium_variant,934,2077,79239.452
medium_variant,934,2078,78959.669
medium_variant,934,2079,78670.886
medium_variant,934,2080,78373.172
medium_variant,934,2081,78066.657
medium_variant,934,2082,77752.458
medium_variant,934,2083,77432.156
medium_variant,934,2084,77107.398
medium_variant,934,2085,76779.55
medium_variant,934,2086,76449.651
medium_variant,934,2087,76118.835
medium_variant,934,2088,75788.603
medium_variant,934,2089,75460.726
medium_variant,934,2090,75136.693
medium_variant,934,2091,74817.578
medium_variant,934,2092,74504.072
medium_variant,934,2093,74196.65
medium_variant,934,2094,73895.543
medium_variant,934,2095,73600.943
medium_variant,934,2096,73313.023
medium_variant,934,2097,73031.751
medium_variant,934,2098,72757.124
medium_variant,934,2099,72489.132
