variant,region,year,noofbirth
estimates,1502,1950,42157.587
estimates,1502,1951,41586.555
estimates,1502,1952,40595.409
estimates,1502,1953,39906.079
estimates,1502,1954,39518.561
estimates,1502,1955,39431.412
estimates,1502,1956,39638.218
estimates,1502,1957,40123.469
estimates,1502,1958,40861.053
estimates,1502,1959,41809.229
estimates,1502,1960,42912.976
estimates,1502,1961,44106.902
estimates,1502,1962,45313.229
estimates,1502,1963,46452.565
estimates,1502,1964,47455.836
estimates,1502,1965,48262.768
estimates,1502,1966,48838.371
estimates,1502,1967,49195.129
estimates,1502,1968,49346.612
estimates,1502,1969,49289.658
estimates,1502,1970,49000.312
estimates,1502,1971,48455.679
estimates,1502,1972,47688.692
estimates,1502,1973,46762.219
estimates,1502,1974,45750.656
estimates,1502,1975,44752.244
estimates,1502,1976,43868.041
estimates,1502,1977,43176.074
estimates,1502,1978,42738.757
estimates,1502,1979,42598.489
estimates,1502,1980,42823.957
estimates,1502,1981,43464.867
estimates,1502,1982,44448.566
estimates,1502,1983,45653.391
estimates,1502,1984,46951.8
estimates,1502,1985,48137.369
estimates,1502,1986,48985.174
estimates,1502,1987,49354.972
estimates,1502,1988,49172.044
estimates,1502,1989,48426.452
estimates,1502,1990,47176.085
estimates,1502,1991,45549.452
estimates,1502,1992,43763.736
estimates,1502,1993,42014.782
estimates,1502,1994,40415.811
estimates,1502,1995,39053.153
estimates,1502,1996,37961.94
estimates,1502,1997,37094.715
estimates,1502,1998,36409.399
estimates,1502,1999,35904.525
estimates,1502,2000,35572.686
estimates,1502,2001,35398.086
estimates,1502,2002,35348.095
estimates,1502,2003,35389.091
estimates,1502,2004,35496.247
estimates,1502,2005,35659.09
estimates,1502,2006,35878.275
estimates,1502,2007,36150.427
estimates,1502,2008,36458.859
estimates,1502,2009,36773.166
estimates,1502,2010,37053.013
estimates,1502,2011,37258.564
estimates,1502,2012,37365.961
estimates,1502,2013,37359.742
estimates,1502,2014,37231.708
estimates,1502,2015,36982.121
medium_variant,1502,2015,36982.121
medium_variant,1502,2016,36623.405
medium_variant,1502,2017,36189.121
medium_variant,1502,2018,35712.416
medium_variant,1502,2019,35214.448
medium_variant,1502,2020,34712.417
medium_variant,1502,2021,34216.794
medium_variant,1502,2022,33730.483
medium_variant,1502,2023,33258.922
medium_variant,1502,2024,32812.774
medium_variant,1502,2025,32400.754
medium_variant,1502,2026,32027.502
medium_variant,1502,2027,31691.134
medium_variant,1502,2028,31390.221
medium_variant,1502,2029,31126.348
medium_variant,1502,2030,30901.666
medium_variant,1502,2031,30717.362
medium_variant,1502,2032,30570.19
medium_variant,1502,2033,30455.363
medium_variant,1502,2034,30368.289
medium_variant,1502,2035,30305.559
medium_variant,1502,2036,30264.485
medium_variant,1502,2037,30240.327
medium_variant,1502,2038,30226.485
medium_variant,1502,2039,30215.53
medium_variant,1502,2040,30200.377
medium_variant,1502,2041,30175.609
medium_variant,1502,2042,30138.21
medium_variant,1502,2043,30084.863
medium_variant,1502,2044,30011.505
medium_variant,1502,2045,29914.14
medium_variant,1502,2046,29790.492
medium_variant,1502,2047,29642.837
medium_variant,1502,2048,29474.335
medium_variant,1502,2049,29287.257
medium_variant,1502,2050,29083.456
medium_variant,1502,2051,28864.818
medium_variant,1502,2052,28635.323
medium_variant,1502,2053,28400.071
medium_variant,1502,2054,28164.279
medium_variant,1502,2055,27932.911
medium_variant,1502,2056,27709.819
medium_variant,1502,2057,27497.06
medium_variant,1502,2058,27296.845
medium_variant,1502,2059,27111.872
medium_variant,1502,2060,26944.464
medium_variant,1502,2061,26795.647
medium_variant,1502,2062,26663.697
medium_variant,1502,2063,26546.626
medium_variant,1502,2064,26443.316
medium_variant,1502,2065,26353.186
medium_variant,1502,2066,26275.768
medium_variant,1502,2067,26209.211
medium_variant,1502,2068,26150.788
medium_variant,1502,2069,26097.472
medium_variant,1502,2070,26046.378
medium_variant,1502,2071,25995.155
medium_variant,1502,2072,25941.954
medium_variant,1502,2073,25884.667
medium_variant,1502,2074,25820.966
medium_variant,1502,2075,25748.748
medium_variant,1502,2076,25666.768
medium_variant,1502,2077,25575.584
medium_variant,1502,2078,25475.882
medium_variant,1502,2079,25367.818
medium_variant,1502,2080,25251.383
medium_variant,1502,2081,25126.741
medium_variant,1502,2082,24995.236
medium_variant,1502,2083,24858.638
medium_variant,1502,2084,24718.715
medium_variant,1502,2085,24577.005
medium_variant,1502,2086,24434.738
medium_variant,1502,2087,24293.074
medium_variant,1502,2088,24153.464
medium_variant,1502,2089,24017.58
medium_variant,1502,2090,23886.736
medium_variant,1502,2091,23761.77
medium_variant,1502,2092,23643.178
medium_variant,1502,2093,23531.222
medium_variant,1502,2094,23425.99
medium_variant,1502,2095,23327.572
medium_variant,1502,2096,23236.079
medium_variant,1502,2097,23151.458
medium_variant,1502,2098,23073.701
medium_variant,1502,2099,23002.794
