variant,region,year,noofbirth
estimates,901,1950,18463.523
estimates,901,1951,18558.003
estimates,901,1952,18729.698
estimates,901,1953,18866.864
estimates,901,1954,18969.494
estimates,901,1955,19037.252
estimates,901,1956,19069.19
estimates,901,1957,19064.948
estimates,901,1958,19023.33
estimates,901,1959,18941.656
estimates,901,1960,18817.991
estimates,901,1961,18651.751
estimates,901,1962,18444.94
estimates,901,1963,18204.085
estimates,901,1964,17940.309
estimates,901,1965,17670.73
estimates,901,1966,17413.932
estimates,901,1967,17182.816
estimates,901,1968,16985.661
estimates,901,1969,16825.694
estimates,901,1970,16697.285
estimates,901,1971,16587.659
estimates,901,1972,16480.959
estimates,901,1973,16366.782
estimates,901,1974,16244.105
estimates,901,1975,16119.203
estimates,901,1976,16003.583
estimates,901,1977,15909.405
estimates,901,1978,15844.004
estimates,901,1979,15807.273
estimates,901,1980,15798.356
estimates,901,1981,15813.623
estimates,901,1982,15840.987
estimates,901,1983,15866.439
estimates,901,1984,15878.153
estimates,901,1985,15859.706
estimates,901,1986,15795.576
estimates,901,1987,15681.005
estimates,901,1988,15516.278
estimates,901,1989,15304.502
estimates,901,1990,15051.79
estimates,901,1991,14768.146
estimates,901,1992,14471.389
estimates,901,1993,14179.853
estimates,901,1994,13907.517
estimates,901,1995,13667.26
estimates,901,1996,13467.612
estimates,901,1997,13308.893
estimates,901,1998,13191.149
estimates,901,1999,13116.92
estimates,901,2000,13091.15
estimates,901,2001,13117.412
estimates,901,2002,13189.086
estimates,901,2003,13295.232
estimates,901,2004,13424.238
estimates,901,2005,13559.48
estimates,901,2006,13683.55
estimates,901,2007,13784.424
estimates,901,2008,13853.92
estimates,901,2009,13887.929
estimates,901,2010,13888.429
estimates,901,2011,13863.528
estimates,901,2012,13827.402
estimates,901,2013,13791.462
estimates,901,2014,13760.031
estimates,901,2015,13734.931
medium_variant,901,2015,13734.931
medium_variant,901,2016,13714.843
medium_variant,901,2017,13694.566
medium_variant,901,2018,13669.859
medium_variant,901,2019,13639.661
medium_variant,901,2020,13602.391
medium_variant,901,2021,13556.8
medium_variant,901,2022,13503.677
medium_variant,901,2023,13444.608
medium_variant,901,2024,13381.364
medium_variant,901,2025,13315.883
medium_variant,901,2026,13250.209
medium_variant,901,2027,13186.92
medium_variant,901,2028,13128.775
medium_variant,901,2029,13078.258
medium_variant,901,2030,13037.998
medium_variant,901,2031,13009.935
medium_variant,901,2032,12993.855
medium_variant,901,2033,12989.067
medium_variant,901,2034,12995.058
medium_variant,901,2035,13011.269
medium_variant,901,2036,13036.759
medium_variant,901,2037,13069.24
medium_variant,901,2038,13106.043
medium_variant,901,2039,13144.783
medium_variant,901,2040,13183.25
medium_variant,901,2041,13219.818
medium_variant,901,2042,13253.617
medium_variant,901,2043,13283.694
medium_variant,901,2044,13308.767
medium_variant,901,2045,13327.821
medium_variant,901,2046,13340.454
medium_variant,901,2047,13347.29
medium_variant,901,2048,13348.969
medium_variant,901,2049,13345.695
medium_variant,901,2050,13337.49
medium_variant,901,2051,13324.388
medium_variant,901,2052,13306.935
medium_variant,901,2053,13285.965
medium_variant,901,2054,13262.394
medium_variant,901,2055,13236.983
medium_variant,901,2056,13210.327
medium_variant,901,2057,13183.098
medium_variant,901,2058,13156.185
medium_variant,901,2059,13130.606
medium_variant,901,2060,13107.37
medium_variant,901,2061,13087.196
medium_variant,901,2062,13070.287
medium_variant,901,2063,13056.768
medium_variant,901,2064,13046.905
medium_variant,901,2065,13040.957
medium_variant,901,2066,13039.009
medium_variant,901,2067,13040.535
medium_variant,901,2068,13044.817
medium_variant,901,2069,13051.258
medium_variant,901,2070,13059.37
medium_variant,901,2071,13068.773
medium_variant,901,2072,13078.928
medium_variant,901,2073,13089.087
medium_variant,901,2074,13098.413
medium_variant,901,2075,13106.082
medium_variant,901,2076,13111.46
medium_variant,901,2077,13114.286
medium_variant,901,2078,13114.316
medium_variant,901,2079,13111.216
medium_variant,901,2080,13104.695
medium_variant,901,2081,13094.632
medium_variant,901,2082,13081.409
medium_variant,901,2083,13065.49
medium_variant,901,2084,13047.258
medium_variant,901,2085,13027.017
medium_variant,901,2086,13005.046
medium_variant,901,2087,12981.717
medium_variant,901,2088,12957.544
medium_variant,901,2089,12933.046
medium_variant,901,2090,12908.698
medium_variant,901,2091,12884.837
medium_variant,901,2092,12861.701
medium_variant,901,2093,12839.456
medium_variant,901,2094,12818.205
medium_variant,901,2095,12798.002
medium_variant,901,2096,12778.923
medium_variant,901,2097,12760.951
medium_variant,901,2098,12744.092
medium_variant,901,2099,12728.338
