region,variant,freq,year,rateofnaturalincreaseper1000population
957,estimates,5yearly,1950,32.97
957,estimates,5yearly,1955,33.977
957,estimates,5yearly,1960,33.302
957,estimates,5yearly,1965,30.752
957,estimates,5yearly,1970,27.572
957,estimates,5yearly,1975,26.443
957,estimates,5yearly,1980,26.463
957,estimates,5yearly,1985,25.833
957,estimates,5yearly,1990,23.595
957,estimates,5yearly,1995,20.95
957,estimates,5yearly,2000,19.03
957,estimates,5yearly,2005,17.676
957,estimates,5yearly,2010,15.755
957,constant_fertility,5yearly,2015,15.302
957,constant_mortality,5yearly,2015,13.784
957,high_variant,5yearly,2015,15.818
957,instant_replacement,5yearly,2015,9.329
957,low_variant,5yearly,2015,12.5
957,medium_variant,5yearly,2015,14.165
957,momentum,5yearly,2015,9.305
957,no_change,5yearly,2015,14.922
957,zero_migration,5yearly,2015,14.711
957,constant_fertility,5yearly,2020,15.106
957,constant_mortality,5yearly,2020,12.341
957,high_variant,5yearly,2020,15.569
957,instant_replacement,5yearly,2020,9.232
957,low_variant,5yearly,2020,10.467
957,medium_variant,5yearly,2020,13.055
957,momentum,5yearly,2020,9.497
957,no_change,5yearly,2020,14.399
957,zero_migration,5yearly,2020,14.491
957,constant_fertility,5yearly,2025,14.914
957,constant_mortality,5yearly,2025,11.154
957,high_variant,5yearly,2025,15.156
957,instant_replacement,5yearly,2025,9.082
957,low_variant,5yearly,2025,8.997
957,medium_variant,5yearly,2025,12.17
957,momentum,5yearly,2025,9.511
957,no_change,5yearly,2025,13.928
957,zero_migration,5yearly,2025,14.133
957,constant_fertility,5yearly,2030,14.58
957,constant_mortality,5yearly,2030,9.981
957,high_variant,5yearly,2030,14.097
957,instant_replacement,5yearly,2030,8.768
957,low_variant,5yearly,2030,8.181
957,medium_variant,5yearly,2030,11.269
957,momentum,5yearly,2030,9.046
957,no_change,5yearly,2030,13.359
957,zero_migration,5yearly,2030,13.283
957,constant_fertility,5yearly,2035,14.004
957,constant_mortality,5yearly,2035,8.581
957,high_variant,5yearly,2035,12.947
957,instant_replacement,5yearly,2035,7.86
957,low_variant,5yearly,2035,7.015
957,medium_variant,5yearly,2035,10.122
957,momentum,5yearly,2035,7.866
957,no_change,5yearly,2035,12.59
957,zero_migration,5yearly,2035,11.958
957,constant_fertility,5yearly,2040,13.387
957,constant_mortality,5yearly,2040,7.016
957,high_variant,5yearly,2040,11.874
957,instant_replacement,5yearly,2040,6.077
957,low_variant,5yearly,2040,5.368
957,medium_variant,5yearly,2040,8.741
957,momentum,5yearly,2040,6.023
957,no_change,5yearly,2040,11.863
957,zero_migration,5yearly,2040,10.571
