region,variant,freq,year,rateofnaturalincreaseper1000population
1517,estimates,5yearly,1950,19.985
1517,estimates,5yearly,1955,19.951
1517,estimates,5yearly,1960,21.847
1517,estimates,5yearly,1965,23.952
1517,estimates,5yearly,1970,22.589
1517,estimates,5yearly,1975,20.387
1517,estimates,5yearly,1980,20.273
1517,estimates,5yearly,1985,20.342
1517,estimates,5yearly,1990,16.683
1517,estimates,5yearly,1995,14.135
1517,estimates,5yearly,2000,13.115
1517,estimates,5yearly,2005,12.629
1517,estimates,5yearly,2010,12.035
1517,constant_fertility,5yearly,2015,11.522
1517,constant_mortality,5yearly,2015,10.251
1517,high_variant,5yearly,2015,12.581
1517,instant_replacement,5yearly,2015,9.84
1517,low_variant,5yearly,2015,8.905
1517,medium_variant,5yearly,2015,10.753
1517,momentum,5yearly,2015,9.521
1517,no_change,5yearly,2015,11.015
1517,zero_migration,5yearly,2015,10.777
1517,constant_fertility,5yearly,2020,10.703
1517,constant_mortality,5yearly,2020,8.419
1517,high_variant,5yearly,2020,12.015
1517,instant_replacement,5yearly,2020,8.742
1517,low_variant,5yearly,2020,6.574
1517,medium_variant,5yearly,2020,9.338
1517,momentum,5yearly,2020,8.173
1517,no_change,5yearly,2020,9.769
1517,zero_migration,5yearly,2020,9.396
1517,constant_fertility,5yearly,2025,10.014
1517,constant_mortality,5yearly,2025,6.744
1517,high_variant,5yearly,2025,11.148
1517,instant_replacement,5yearly,2025,7.68
1517,low_variant,5yearly,2025,4.754
1517,medium_variant,5yearly,2025,8.051
1517,momentum,5yearly,2025,6.856
1517,no_change,5yearly,2025,8.689
1517,zero_migration,5yearly,2025,8.122
1517,constant_fertility,5yearly,2030,9.552
1517,constant_mortality,5yearly,2030,5.252
1517,high_variant,5yearly,2030,9.887
1517,instant_replacement,5yearly,2030,6.699
1517,low_variant,5yearly,2030,3.733
1517,medium_variant,5yearly,2030,6.944
1517,momentum,5yearly,2030,5.602
1517,no_change,5yearly,2030,7.838
1517,zero_migration,5yearly,2030,7.022
1517,constant_fertility,5yearly,2035,9.287
1517,constant_mortality,5yearly,2035,3.915
1517,high_variant,5yearly,2035,9.083
1517,instant_replacement,5yearly,2035,5.733
1517,low_variant,5yearly,2035,2.61
1517,medium_variant,5yearly,2035,5.977
1517,momentum,5yearly,2035,4.388
1517,no_change,5yearly,2035,7.199
1517,zero_migration,5yearly,2035,6.056
1517,constant_fertility,5yearly,2040,9.2
1517,constant_mortality,5yearly,2040,2.682
1517,high_variant,5yearly,2040,8.705
1517,instant_replacement,5yearly,2040,4.878
1517,low_variant,5yearly,2040,1.328
1517,medium_variant,5yearly,2040,5.108
1517,momentum,5yearly,2040,3.324
1517,no_change,5yearly,2040,6.738
1517,zero_migration,5yearly,2040,5.193
1517,constant_fertility,5yearly,2045,9.223
1517,constant_mortality,5yearly,2045,1.499
1517,high_variant,5yearly,2045,8.459
1517,instant_replacement,5yearly,2045,4.129
1517,low_variant,5yearly,2045,-0.0839999999999996
1517,medium_variant,5yearly,2045,4.241
1517,momentum,5yearly,2045,2.45
1517,no_change,5yearly,2045,6.432
1517,zero_migration,5yearly,2045,4.34
1517,constant_fertility,5yearly,2050,9.401
1517,constant_mortality,5yearly,2050,0.359
1517,high_variant,5yearly,2050,8.116
1517,instant_replacement,5yearly,2050,3.394
1517,low_variant,5yearly,2050,-1.475
1517,medium_variant,5yearly,2050,3.379
1517,momentum,5yearly,2050,1.653
1517,no_change,5yearly,2050,6.316
1517,zero_migration,5yearly,2050,3.494
1517,constant_fertility,5yearly,2055,9.773
1517,constant_mortality,5yearly,2055,-0.675000000000001
1517,high_variant,5yearly,2055,7.651
1517,instant_replacement,5yearly,2055,2.714
1517,low_variant,5yearly,2055,-2.7
1517,medium_variant,5yearly,2055,2.588
1517,momentum,5yearly,2055,0.948
1517,no_change,5yearly,2055,6.428
1517,zero_migration,5yearly,2055,2.715
1517,constant_fertility,5yearly,2060,10.351
1517,constant_mortality,5yearly,2060,-1.535
1517,high_variant,5yearly,2060,7.235
1517,instant_replacement,5yearly,2060,2.171
1517,low_variant,5yearly,2060,-3.72
1517,medium_variant,5yearly,2060,1.944
1517,momentum,5yearly,2060,0.402000000000001
1517,no_change,5yearly,2060,6.766
1517,zero_migration,5yearly,2060,2.075
1517,constant_fertility,5yearly,2065,11.104
1517,constant_mortality,5yearly,2065,-2.217
1517,high_variant,5yearly,2065,6.985
1517,instant_replacement,5yearly,2065,1.769
1517,low_variant,5yearly,2065,-4.644
1517,medium_variant,5yearly,2065,1.426
1517,momentum,5yearly,2065,0.0470000000000006
1517,no_change,5yearly,2065,7.304
1517,zero_migration,5yearly,2065,1.554
1517,constant_fertility,5yearly,2070,11.987
1517,constant_mortality,5yearly,2070,-2.747
1517,high_variant,5yearly,2070,6.908
1517,instant_replacement,5yearly,2070,1.499
1517,low_variant,5yearly,2070,-5.567
1517,medium_variant,5yearly,2070,0.99
1517,momentum,5yearly,2070,-0.106
1517,no_change,5yearly,2070,8.003
1517,zero_migration,5yearly,2070,1.11
1517,constant_fertility,5yearly,2075,12.979
1517,constant_mortality,5yearly,2075,-3.18
1517,high_variant,5yearly,2075,6.913
1517,instant_replacement,5yearly,2075,1.327
1517,low_variant,5yearly,2075,-6.493
1517,medium_variant,5yearly,2075,0.604999999999999
1517,momentum,5yearly,2075,-0.109999999999999
1517,no_change,5yearly,2075,8.813
1517,zero_migration,5yearly,2075,0.717000000000001
1517,constant_fertility,5yearly,2080,14.081
1517,constant_mortality,5yearly,2080,-3.596
1517,high_variant,5yearly,2080,6.919
1517,instant_replacement,5yearly,2080,1.253
1517,low_variant,5yearly,2080,-7.325
1517,medium_variant,5yearly,2080,0.294
1517,momentum,5yearly,2080,-0.0839999999999996
1517,no_change,5yearly,2080,9.664
1517,zero_migration,5yearly,2080,0.398999999999999
1517,constant_fertility,5yearly,2085,15.251
1517,constant_mortality,5yearly,2085,-4.048
1517,high_variant,5yearly,2085,6.866
1517,instant_replacement,5yearly,2085,1.24
1517,low_variant,5yearly,2085,-8.023
1517,medium_variant,5yearly,2085,0.043000000000001
1517,momentum,5yearly,2085,-0.114000000000001
1517,no_change,5yearly,2085,10.499
1517,zero_migration,5yearly,2085,0.140000000000001
1517,constant_fertility,5yearly,2090,16.424
1517,constant_mortality,5yearly,2090,-4.49
1517,high_variant,5yearly,2090,6.738
1517,instant_replacement,5yearly,2090,1.25
1517,low_variant,5yearly,2090,-8.628
1517,medium_variant,5yearly,2090,-0.196
1517,momentum,5yearly,2090,-0.170999999999999
1517,no_change,5yearly,2090,11.318
1517,zero_migration,5yearly,2090,-0.104999999999999
1517,constant_fertility,5yearly,2095,17.556
1517,constant_mortality,5yearly,2095,-4.839
1517,high_variant,5yearly,2095,6.567
1517,instant_replacement,5yearly,2095,1.271
1517,low_variant,5yearly,2095,-9.164
1517,medium_variant,5yearly,2095,-0.445
1517,momentum,5yearly,2095,-0.18
1517,no_change,5yearly,2095,12.142
1517,zero_migration,5yearly,2095,-0.356999999999999
