region,variant,freq,year,rateofnaturalincreaseper1000population
922,estimates,5yearly,1950,23.864
922,estimates,5yearly,1955,24.716
922,estimates,5yearly,1960,25.864
922,estimates,5yearly,1965,26.498
922,estimates,5yearly,1970,26.873
922,estimates,5yearly,1975,26.939
922,estimates,5yearly,1980,26.678
922,estimates,5yearly,1985,25.239
922,estimates,5yearly,1990,23.088
922,estimates,5yearly,1995,21.33
922,estimates,5yearly,2000,19.637
922,estimates,5yearly,2005,18.59
922,estimates,5yearly,2010,17.47
922,constant_fertility,5yearly,2015,17.229
922,constant_mortality,5yearly,2015,15.366
922,high_variant,5yearly,2015,17.529
922,instant_replacement,5yearly,2015,11.319
922,low_variant,5yearly,2015,13.943
922,medium_variant,5yearly,2015,15.744
922,momentum,5yearly,2015,10.987
922,no_change,5yearly,2015,16.847
922,zero_migration,5yearly,2015,15.729
922,constant_fertility,5yearly,2020,16.89
922,constant_mortality,5yearly,2020,13.526
922,high_variant,5yearly,2020,16.936
922,instant_replacement,5yearly,2020,11.067
922,low_variant,5yearly,2020,11.574
922,medium_variant,5yearly,2020,14.298
922,momentum,5yearly,2020,10.33
922,no_change,5yearly,2020,16.115
922,zero_migration,5yearly,2020,14.24
922,constant_fertility,5yearly,2025,16.431
922,constant_mortality,5yearly,2025,11.919
922,high_variant,5yearly,2025,16.055
922,instant_replacement,5yearly,2025,10.661
922,low_variant,5yearly,2025,9.725
922,medium_variant,5yearly,2025,12.987
922,momentum,5yearly,2025,9.642
922,no_change,5yearly,2025,15.367
922,zero_migration,5yearly,2025,12.911
922,constant_fertility,5yearly,2030,15.977
922,constant_mortality,5yearly,2030,10.467
922,high_variant,5yearly,2030,14.696
922,instant_replacement,5yearly,2030,10.042
922,low_variant,5yearly,2030,8.648
922,medium_variant,5yearly,2030,11.8
922,momentum,5yearly,2030,8.796
922,no_change,5yearly,2030,14.67
922,zero_migration,5yearly,2030,11.756
922,constant_fertility,5yearly,2035,15.685
922,constant_mortality,5yearly,2035,9.097
922,high_variant,5yearly,2035,13.659
922,instant_replacement,5yearly,2035,8.982
922,low_variant,5yearly,2035,7.458
922,medium_variant,5yearly,2035,10.694
922,momentum,5yearly,2035,7.433
922,no_change,5yearly,2035,14.153
922,zero_migration,5yearly,2035,10.618
922,constant_fertility,5yearly,2040,15.574
922,constant_mortality,5yearly,2040,7.752
922,high_variant,5yearly,2040,12.911
922,instant_replacement,5yearly,2040,7.627
922,low_variant,5yearly,2040,6.065
922,medium_variant,5yearly,2040,9.601
922,momentum,5yearly,2040,5.689
922,no_change,5yearly,2040,13.837
922,zero_migration,5yearly,2040,9.424
922,constant_fertility,5yearly,2045,15.574
922,constant_mortality,5yearly,2045,6.399
922,high_variant,5yearly,2045,12.304
922,instant_replacement,5yearly,2045,6.302
922,low_variant,5yearly,2045,4.479
922,medium_variant,5yearly,2045,8.47
922,momentum,5yearly,2045,3.952
922,no_change,5yearly,2045,13.68
922,zero_migration,5yearly,2045,8.159
922,constant_fertility,5yearly,2050,15.633
922,constant_mortality,5yearly,2050,5.067
922,high_variant,5yearly,2050,11.665
922,instant_replacement,5yearly,2050,5.18
922,low_variant,5yearly,2050,2.861
922,medium_variant,5yearly,2050,7.329
922,momentum,5yearly,2050,2.523
922,no_change,5yearly,2050,13.631
922,zero_migration,5yearly,2050,6.921
922,constant_fertility,5yearly,2055,15.748
922,constant_mortality,5yearly,2055,3.838
922,high_variant,5yearly,2055,10.917
922,instant_replacement,5yearly,2055,4.349
922,low_variant,5yearly,2055,1.376
922,medium_variant,5yearly,2055,6.24
922,momentum,5yearly,2055,1.606
922,no_change,5yearly,2055,13.699
922,zero_migration,5yearly,2055,5.807
922,constant_fertility,5yearly,2060,15.966
922,constant_mortality,5yearly,2060,2.809
922,high_variant,5yearly,2060,10.186
922,instant_replacement,5yearly,2060,3.687
922,low_variant,5yearly,2060,0.117000000000001
922,medium_variant,5yearly,2060,5.301
922,momentum,5yearly,2060,1.058
922,no_change,5yearly,2060,13.921
922,zero_migration,5yearly,2060,4.895
922,constant_fertility,5yearly,2065,16.33
922,constant_mortality,5yearly,2065,1.953
922,high_variant,5yearly,2065,9.587
922,instant_replacement,5yearly,2065,3.053
922,low_variant,5yearly,2065,-0.997999999999999
922,medium_variant,5yearly,2065,4.503
922,momentum,5yearly,2065,0.65
922,no_change,5yearly,2065,14.317
922,zero_migration,5yearly,2065,4.155
922,constant_fertility,5yearly,2070,16.828
922,constant_mortality,5yearly,2070,1.245
922,high_variant,5yearly,2070,9.198
922,instant_replacement,5yearly,2070,2.43
922,low_variant,5yearly,2070,-2.041
922,medium_variant,5yearly,2070,3.835
922,momentum,5yearly,2070,0.288
922,no_change,5yearly,2070,14.851
922,zero_migration,5yearly,2070,3.577
922,constant_fertility,5yearly,2075,17.417
922,constant_mortality,5yearly,2075,0.590999999999999
922,high_variant,5yearly,2075,8.946
922,instant_replacement,5yearly,2075,1.899
922,low_variant,5yearly,2075,-3.074
922,medium_variant,5yearly,2075,3.24
922,momentum,5yearly,2075,-0.0310000000000006
922,no_change,5yearly,2075,15.451
922,zero_migration,5yearly,2075,3.1
922,constant_fertility,5yearly,2080,18.028
922,constant_mortality,5yearly,2080,-0.048
922,high_variant,5yearly,2080,8.725
922,instant_replacement,5yearly,2080,1.512
922,low_variant,5yearly,2080,-4.093
922,medium_variant,5yearly,2080,2.681
922,momentum,5yearly,2080,-0.257
922,no_change,5yearly,2080,16.041
922,zero_migration,5yearly,2080,2.67
922,constant_fertility,5yearly,2085,18.619
922,constant_mortality,5yearly,2085,-0.677
922,high_variant,5yearly,2085,8.447
922,instant_replacement,5yearly,2085,1.28
922,low_variant,5yearly,2085,-5.083
922,medium_variant,5yearly,2085,2.136
922,momentum,5yearly,2085,-0.321
922,no_change,5yearly,2085,16.587
922,zero_migration,5yearly,2085,2.229
922,constant_fertility,5yearly,2090,19.183
922,constant_mortality,5yearly,2090,-1.257
922,high_variant,5yearly,2090,8.115
922,instant_replacement,5yearly,2090,1.191
922,low_variant,5yearly,2090,-5.994
922,medium_variant,5yearly,2090,1.622
922,momentum,5yearly,2090,-0.207000000000001
922,no_change,5yearly,2090,17.092
922,zero_migration,5yearly,2090,1.771
922,constant_fertility,5yearly,2095,19.72
922,constant_mortality,5yearly,2095,-1.732
922,high_variant,5yearly,2095,7.773
922,instant_replacement,5yearly,2095,1.203
922,low_variant,5yearly,2095,-6.788
922,medium_variant,5yearly,2095,1.156
922,momentum,5yearly,2095,0.00799999999999912
922,no_change,5yearly,2095,17.577
922,zero_migration,5yearly,2095,1.311
922,constant_fertility,5yearly,Regi,Western Asia
922,constant_mortality,5yearly,Regi,Western Asia
922,estimates,5yearly,Regi,Western Asia
922,high_variant,5yearly,Regi,Western Asia
922,instant_replacement,5yearly,Regi,Western Asia
922,low_variant,5yearly,Regi,Western Asia
922,medium_variant,5yearly,Regi,Western Asia
922,momentum,5yearly,Regi,Western Asia
922,no_change,5yearly,Regi,Western Asia
922,zero_migration,5yearly,Regi,Western Asia
