region,variant,freq,year,rateofnaturalincreaseper1000population
916,estimates,5yearly,1950,30.921
916,estimates,5yearly,1955,32.491
916,estimates,5yearly,1960,32.555
916,estimates,5yearly,1965,32.573
916,estimates,5yearly,1970,33.514
916,estimates,5yearly,1975,29.911
916,estimates,5yearly,1980,26.835
916,estimates,5yearly,1985,25.033
916,estimates,5yearly,1990,23.487
916,estimates,5yearly,1995,21.644
916,estimates,5yearly,2000,19.394
916,estimates,5yearly,2005,16.982
916,estimates,5yearly,2010,15.322
916,constant_fertility,5yearly,2015,14.896
916,constant_mortality,5yearly,2015,13.263
916,high_variant,5yearly,2015,15.539
916,instant_replacement,5yearly,2015,12.683
916,low_variant,5yearly,2015,11.588
916,medium_variant,5yearly,2015,13.574
916,momentum,5yearly,2015,12.466
916,no_change,5yearly,2015,14.583
916,zero_migration,5yearly,2015,13.595
916,constant_fertility,5yearly,2020,14.141
916,constant_mortality,5yearly,2020,11.256
916,high_variant,5yearly,2020,14.773
916,instant_replacement,5yearly,2020,12.024
916,low_variant,5yearly,2020,8.807
916,medium_variant,5yearly,2020,11.843
916,momentum,5yearly,2020,11.609
916,no_change,5yearly,2020,13.552
916,zero_migration,5yearly,2020,11.89
916,constant_fertility,5yearly,2025,13.091
916,constant_mortality,5yearly,2025,9.294
916,high_variant,5yearly,2025,13.54
916,instant_replacement,5yearly,2025,11.098
916,low_variant,5yearly,2025,6.521
916,medium_variant,5yearly,2025,10.149
916,momentum,5yearly,2025,10.472
916,no_change,5yearly,2025,12.246
916,zero_migration,5yearly,2025,10.214
916,constant_fertility,5yearly,2030,11.987
916,constant_mortality,5yearly,2030,7.464
916,high_variant,5yearly,2030,11.809
916,instant_replacement,5yearly,2030,9.976
916,low_variant,5yearly,2030,5.095
916,medium_variant,5yearly,2030,8.599
916,momentum,5yearly,2030,9.115
916,no_change,5yearly,2030,10.885
916,zero_migration,5yearly,2030,8.669
916,constant_fertility,5yearly,2035,11.059
916,constant_mortality,5yearly,2035,5.757
916,high_variant,5yearly,2035,10.516
916,instant_replacement,5yearly,2035,8.754
916,low_variant,5yearly,2035,3.604
916,medium_variant,5yearly,2035,7.19
916,momentum,5yearly,2035,7.647
916,no_change,5yearly,2035,9.697
916,zero_migration,5yearly,2035,7.263
916,constant_fertility,5yearly,2040,10.335
916,constant_mortality,5yearly,2040,4.168
916,high_variant,5yearly,2040,9.626
916,instant_replacement,5yearly,2040,7.591
916,low_variant,5yearly,2040,2.032
916,medium_variant,5yearly,2040,5.91
916,momentum,5yearly,2040,6.249
916,no_change,5yearly,2040,8.717
916,zero_migration,5yearly,2040,5.993
916,constant_fertility,5yearly,2045,9.716
916,constant_mortality,5yearly,2045,2.644
916,high_variant,5yearly,2045,8.94
916,instant_replacement,5yearly,2045,6.575
916,low_variant,5yearly,2045,0.394
916,medium_variant,5yearly,2045,4.701
916,momentum,5yearly,2045,5.019
916,no_change,5yearly,2045,7.862
916,zero_migration,5yearly,2045,4.802
916,constant_fertility,5yearly,2050,9.108
916,constant_mortality,5yearly,2050,1.182
916,high_variant,5yearly,2050,8.256
916,instant_replacement,5yearly,2050,5.678
916,low_variant,5yearly,2050,-1.238
916,medium_variant,5yearly,2050,3.532
916,momentum,5yearly,2050,3.952
916,no_change,5yearly,2050,7.061
916,zero_migration,5yearly,2050,3.659
916,constant_fertility,5yearly,2055,8.512
916,constant_mortality,5yearly,2055,-0.225999999999999
916,high_variant,5yearly,2055,7.443
916,instant_replacement,5yearly,2055,4.858
916,low_variant,5yearly,2055,-2.813
916,medium_variant,5yearly,2055,2.372
916,momentum,5yearly,2055,3.017
916,no_change,5yearly,2055,6.333
916,zero_migration,5yearly,2055,2.525
916,constant_fertility,5yearly,2060,7.965
916,constant_mortality,5yearly,2060,-1.498
916,high_variant,5yearly,2060,6.607
916,instant_replacement,5yearly,2060,4.043
916,low_variant,5yearly,2060,-4.308
916,medium_variant,5yearly,2060,1.267
916,momentum,5yearly,2060,2.165
916,no_change,5yearly,2060,5.74
916,zero_migration,5yearly,2060,1.441
916,constant_fertility,5yearly,2065,7.544
916,constant_mortality,5yearly,2065,-2.623
916,high_variant,5yearly,2065,5.89
916,instant_replacement,5yearly,2065,3.26
916,low_variant,5yearly,2065,-5.768
916,medium_variant,5yearly,2065,0.243
916,momentum,5yearly,2065,1.408
916,no_change,5yearly,2065,5.334
916,zero_migration,5yearly,2065,0.431000000000001
916,constant_fertility,5yearly,2070,7.264
916,constant_mortality,5yearly,2070,-3.579
916,high_variant,5yearly,2070,5.4
916,instant_replacement,5yearly,2070,2.567
916,low_variant,5yearly,2070,-7.222
916,medium_variant,5yearly,2070,-0.661
916,momentum,5yearly,2070,0.789999999999999
916,no_change,5yearly,2070,5.109
916,zero_migration,5yearly,2070,-0.462999999999999
916,constant_fertility,5yearly,2075,7.125
916,constant_mortality,5yearly,2075,-4.382
916,high_variant,5yearly,2075,5.124
916,instant_replacement,5yearly,2075,2.038
916,low_variant,5yearly,2075,-8.644
916,medium_variant,5yearly,2075,-1.421
916,momentum,5yearly,2075,0.347
916,no_change,5yearly,2075,5.021
916,zero_migration,5yearly,2075,-1.216
916,constant_fertility,5yearly,2080,7.051
916,constant_mortality,5yearly,2080,-5.06
916,high_variant,5yearly,2080,4.905
916,instant_replacement,5yearly,2080,1.619
916,low_variant,5yearly,2080,-10.103
916,medium_variant,5yearly,2080,-2.122
916,momentum,5yearly,2080,0.0749999999999993
916,no_change,5yearly,2080,5.025
916,zero_migration,5yearly,2080,-1.913
916,constant_fertility,5yearly,2085,7.053
916,constant_mortality,5yearly,2085,-5.579
