region,variant,freq,year,rateofnaturalincreaseper1000population
926,estimates,5yearly,1950,5.78
926,estimates,5yearly,1955,6.158
926,estimates,5yearly,1960,6.779
926,estimates,5yearly,1965,5.116
926,estimates,5yearly,1970,2.03
926,estimates,5yearly,1975,0.597999999999999
926,estimates,5yearly,1980,1.001
926,estimates,5yearly,1985,1.397
926,estimates,5yearly,1990,1.089
926,estimates,5yearly,1995,1.062
926,estimates,5yearly,2000,1
926,estimates,5yearly,2005,0.932
926,estimates,5yearly,2010,0.516999999999999
926,constant_fertility,5yearly,2015,0.0600000000000005
926,constant_mortality,5yearly,2015,-0.416
926,high_variant,5yearly,2015,1.731
926,instant_replacement,5yearly,2015,2.523
926,low_variant,5yearly,2015,-1.291
926,medium_variant,5yearly,2015,0.225999999999999
926,momentum,5yearly,2015,1.697
926,no_change,5yearly,2015,-0.581999999999999
926,zero_migration,5yearly,2015,0.0579999999999998
926,constant_fertility,5yearly,2020,-0.385999999999999
926,constant_mortality,5yearly,2020,-1.205
926,high_variant,5yearly,2020,2.29
926,instant_replacement,5yearly,2020,2.057
926,low_variant,5yearly,2020,-2.473
926,medium_variant,5yearly,2020,-0.0600000000000005
926,momentum,5yearly,2020,0.391
926,no_change,5yearly,2020,-1.534
926,zero_migration,5yearly,2020,-0.529999999999999
926,constant_fertility,5yearly,2025,-0.882999999999999
926,constant_mortality,5yearly,2025,-1.972
926,high_variant,5yearly,2025,2.371
926,instant_replacement,5yearly,2025,1.466
926,low_variant,5yearly,2025,-3.422
926,medium_variant,5yearly,2025,-0.449
926,momentum,5yearly,2025,-0.827999999999999
926,no_change,5yearly,2025,-2.416
926,zero_migration,5yearly,2025,-1.162
926,constant_fertility,5yearly,2030,-1.392
926,constant_mortality,5yearly,2030,-2.714
926,high_variant,5yearly,2030,1.819
926,instant_replacement,5yearly,2030,0.851999999999999
926,low_variant,5yearly,2030,-3.865
926,medium_variant,5yearly,2030,-0.91
926,momentum,5yearly,2030,-1.887
926,no_change,5yearly,2030,-3.213
926,zero_migration,5yearly,2030,-1.803
926,constant_fertility,5yearly,2035,-1.963
926,constant_mortality,5yearly,2035,-3.458
926,high_variant,5yearly,2035,1.314
926,instant_replacement,5yearly,2035,0.301
926,low_variant,5yearly,2035,-4.473
926,medium_variant,5yearly,2035,-1.446
926,momentum,5yearly,2035,-2.743
926,no_change,5yearly,2035,-4.006
926,zero_migration,5yearly,2035,-2.47
926,constant_fertility,5yearly,2040,-2.593
926,constant_mortality,5yearly,2040,-4.141
926,high_variant,5yearly,2040,1.056
926,instant_replacement,5yearly,2040,0.00900000000000034
926,low_variant,5yearly,2040,-5.326
926,medium_variant,5yearly,2040,-2.015
926,momentum,5yearly,2040,-3.219
926,no_change,5yearly,2040,-4.764
926,zero_migration,5yearly,2040,-3.187
926,constant_fertility,5yearly,2045,-3.191
926,constant_mortality,5yearly,2045,-4.554
926,high_variant,5yearly,2045,1.263
926,instant_replacement,5yearly,2045,0.135
926,low_variant,5yearly,2045,-6.381
926,medium_variant,5yearly,2045,-2.491
926,momentum,5yearly,2045,-3.097
926,no_change,5yearly,2045,-5.317
926,zero_migration,5yearly,2045,-3.868
926,constant_fertility,5yearly,2050,-3.588
926,constant_mortality,5yearly,2050,-4.576
926,high_variant,5yearly,2050,1.843
926,instant_replacement,5yearly,2050,0.462
926,low_variant,5yearly,2050,-7.346
926,medium_variant,5yearly,2050,-2.724
926,momentum,5yearly,2050,-2.619
926,no_change,5yearly,2050,-5.521
926,zero_migration,5yearly,2050,-4.334
926,constant_fertility,5yearly,2055,-3.699
926,constant_mortality,5yearly,2055,-4.264
926,high_variant,5yearly,2055,2.444
926,instant_replacement,5yearly,2055,0.652000000000001
926,low_variant,5yearly,2055,-7.926
926,medium_variant,5yearly,2055,-2.688
926,momentum,5yearly,2055,-2.201
926,no_change,5yearly,2055,-5.372
926,zero_migration,5yearly,2055,-4.485
926,constant_fertility,5yearly,2060,-3.475
926,constant_mortality,5yearly,2060,-3.845
926,high_variant,5yearly,2060,2.958
926,instant_replacement,5yearly,2060,0.838999999999999
926,low_variant,5yearly,2060,-7.972
926,medium_variant,5yearly,2060,-2.373
926,momentum,5yearly,2060,-1.88
926,no_change,5yearly,2060,-5.063
926,zero_migration,5yearly,2060,-4.239
926,constant_fertility,5yearly,2065,-3.15
926,constant_mortality,5yearly,2065,-3.602
926,high_variant,5yearly,2065,3.358
926,instant_replacement,5yearly,2065,1.099
926,low_variant,5yearly,2065,-7.813
926,medium_variant,5yearly,2065,-2.001
926,momentum,5yearly,2065,-1.6
926,no_change,5yearly,2065,-4.889
926,zero_migration,5yearly,2065,-3.824
926,constant_fertility,5yearly,2070,-3.016
926,constant_mortality,5yearly,2070,-3.55
926,high_variant,5yearly,2070,3.679
926,instant_replacement,5yearly,2070,1.347
926,low_variant,5yearly,2070,-7.904
926,medium_variant,5yearly,2070,-1.819
926,momentum,5yearly,2070,-1.256
926,no_change,5yearly,2070,-4.908
926,zero_migration,5yearly,2070,-3.546
926,constant_fertility,5yearly,2075,-3.09
926,constant_mortality,5yearly,2075,-3.471
926,high_variant,5yearly,2075,4.051
926,instant_replacement,5yearly,2075,1.612
926,low_variant,5yearly,2075,-8.335
926,medium_variant,5yearly,2075,-1.804
926,momentum,5yearly,2075,-0.691000000000001
926,no_change,5yearly,2075,-4.933
926,zero_migration,5yearly,2075,-3.425
926,constant_fertility,5yearly,2080,-3.159
926,constant_mortality,5yearly,2080,-3.268
926,high_variant,5yearly,2080,4.55
926,instant_replacement,5yearly,2080,1.954
926,low_variant,5yearly,2080,-8.848
926,medium_variant,5yearly,2080,-1.763
926,momentum,5yearly,2080,-0.00500000000000078
926,no_change,5yearly,2080,-4.848
926,zero_migration,5yearly,2080,-3.258
926,constant_fertility,5yearly,2085,-3.063
926,constant_mortality,5yearly,2085,-3.038
926,high_variant,5yearly,2085,5.104
926,instant_replacement,5yearly,2085,2.315
926,low_variant,5yearly,2085,-9.162
926,medium_variant,5yearly,2085,-1.558
926,momentum,5yearly,2085,0.453000000000001
926,no_change,5yearly,2085,-4.732
