region,variant,freq,year,rateofnaturalincreaseper1000population
954,estimates,5yearly,1950,26.687
954,estimates,5yearly,1955,29.129
954,estimates,5yearly,1960,30.552
954,estimates,5yearly,1965,28.313
954,estimates,5yearly,1970,27.243
954,estimates,5yearly,1975,27.109
954,estimates,5yearly,1980,26.827
954,estimates,5yearly,1985,26.044
954,estimates,5yearly,1990,24.087
954,estimates,5yearly,1995,22.762
954,estimates,5yearly,2000,19.98
954,estimates,5yearly,2005,17.201
954,estimates,5yearly,2010,15.531
954,constant_fertility,5yearly,2015,15.482
954,constant_mortality,5yearly,2015,13.843
954,high_variant,5yearly,2015,15.874
954,instant_replacement,5yearly,2015,9.778
954,low_variant,5yearly,2015,12.531
954,medium_variant,5yearly,2015,14.212
954,momentum,5yearly,2015,9.712
954,no_change,5yearly,2015,15.113
954,zero_migration,5yearly,2015,14.549
954,constant_fertility,5yearly,2020,15.439
954,constant_mortality,5yearly,2020,12.439
954,high_variant,5yearly,2020,15.739
954,instant_replacement,5yearly,2020,9.877
954,low_variant,5yearly,2020,10.468
954,medium_variant,5yearly,2020,13.141
954,momentum,5yearly,2020,9.841
954,no_change,5yearly,2020,14.737
954,zero_migration,5yearly,2020,13.905
954,constant_fertility,5yearly,2025,15.14
954,constant_mortality,5yearly,2025,11.06
954,high_variant,5yearly,2025,15.204
954,instant_replacement,5yearly,2025,9.664
954,low_variant,5yearly,2025,8.765
954,medium_variant,5yearly,2025,12.083
954,momentum,5yearly,2025,9.474
954,no_change,5yearly,2025,14.129
954,zero_migration,5yearly,2025,12.948
954,constant_fertility,5yearly,2030,14.514
954,constant_mortality,5yearly,2030,9.533
954,high_variant,5yearly,2030,13.769
954,instant_replacement,5yearly,2030,9.001
954,low_variant,5yearly,2030,7.637
954,medium_variant,5yearly,2030,10.843
954,momentum,5yearly,2030,8.514
954,no_change,5yearly,2030,13.248
954,zero_migration,5yearly,2030,11.579
954,constant_fertility,5yearly,2035,13.759
954,constant_mortality,5yearly,2035,7.95
954,high_variant,5yearly,2035,12.351
954,instant_replacement,5yearly,2035,7.935
954,low_variant,5yearly,2035,6.3
954,medium_variant,5yearly,2035,9.481
954,momentum,5yearly,2035,7.163
954,no_change,5yearly,2035,12.306
954,zero_migration,5yearly,2035,10.053
954,constant_fertility,5yearly,2040,13.211
954,constant_mortality,5yearly,2040,6.496
954,high_variant,5yearly,2040,11.292
954,instant_replacement,5yearly,2040,6.343
954,low_variant,5yearly,2040,4.772
954,medium_variant,5yearly,2040,8.168
954,momentum,5yearly,2040,5.497
954,no_change,5yearly,2040,11.661
954,zero_migration,5yearly,2040,8.694
954,constant_fertility,5yearly,2045,13.047
954,constant_mortality,5yearly,2045,5.253
954,high_variant,5yearly,2045,10.725
954,instant_replacement,5yearly,2045,4.362
954,low_variant,5yearly,2045,3.043
954,medium_variant,5yearly,2045,6.982
954,momentum,5yearly,2045,3.731
954,no_change,5yearly,2045,11.496
954,zero_migration,5yearly,2045,7.648
954,constant_fertility,5yearly,2050,13.276
954,constant_mortality,5yearly,2050,4.349
954,high_variant,5yearly,2050,10.541
954,instant_replacement,5yearly,2050,3.094
954,low_variant,5yearly,2050,1.438
954,medium_variant,5yearly,2050,6.073
954,momentum,5yearly,2050,2.755
954,no_change,5yearly,2050,11.78
954,zero_migration,5yearly,2050,6.932
954,constant_fertility,5yearly,2055,13.699
954,constant_mortality,5yearly,2055,3.671
954,high_variant,5yearly,2055,10.353
954,instant_replacement,5yearly,2055,2.919
954,low_variant,5yearly,2055,0.23
954,medium_variant,5yearly,2055,5.426
954,momentum,5yearly,2055,2.644
954,no_change,5yearly,2055,12.23
954,zero_migration,5yearly,2055,6.336
954,constant_fertility,5yearly,2060,14.078
954,constant_mortality,5yearly,2060,2.955
954,high_variant,5yearly,2060,9.924
954,instant_replacement,5yearly,2060,3.02
954,low_variant,5yearly,2060,-0.683
954,medium_variant,5yearly,2060,4.846
954,momentum,5yearly,2060,2.543
954,no_change,5yearly,2060,12.547
954,zero_migration,5yearly,2060,5.645
954,constant_fertility,5yearly,2065,14.34
954,constant_mortality,5yearly,2065,2.008
954,high_variant,5yearly,2065,9.34
954,instant_replacement,5yearly,2065,2.805
954,low_variant,5yearly,2065,-1.547
954,medium_variant,5yearly,2065,4.219
954,momentum,5yearly,2065,1.957
954,no_change,5yearly,2065,12.623
954,zero_migration,5yearly,2065,4.831
954,constant_fertility,5yearly,2070,14.505
954,constant_mortality,5yearly,2070,0.84
954,high_variant,5yearly,2070,8.757
954,instant_replacement,5yearly,2070,2.062
954,low_variant,5yearly,2070,-2.658
954,medium_variant,5yearly,2070,3.442
954,momentum,5yearly,2070,0.943
954,no_change,5yearly,2070,12.575
954,zero_migration,5yearly,2070,3.954
954,constant_fertility,5yearly,2075,14.683
954,constant_mortality,5yearly,2075,-0.356
954,high_variant,5yearly,2075,8.301
954,instant_replacement,5yearly,2075,0.92
954,low_variant,5yearly,2075,-4.091
954,medium_variant,5yearly,2075,2.564
954,momentum,5yearly,2075,-0.157999999999999
954,no_change,5yearly,2075,12.622
954,zero_migration,5yearly,2075,3.129
954,constant_fertility,5yearly,2080,14.946
954,constant_mortality,5yearly,2080,-1.348
954,high_variant,5yearly,2080,7.931
954,instant_replacement,5yearly,2080,-0.116
954,low_variant,5yearly,2080,-5.743
954,medium_variant,5yearly,2080,1.653
954,momentum,5yearly,2080,-0.798999999999999
954,no_change,5yearly,2080,12.911
954,zero_migration,5yearly,2080,2.375
954,constant_fertility,5yearly,2085,15.284
954,constant_mortality,5yearly,2085,-2.027
954,high_variant,5yearly,2085,7.553
954,instant_replacement,5yearly,2085,-0.574
