region,variant,freq,year,rateofnaturalincreaseper1000population
921,estimates,5yearly,1950,17.483
921,estimates,5yearly,1955,20.163
921,estimates,5yearly,1960,21.996
921,estimates,5yearly,1965,22.897
921,estimates,5yearly,1970,23.369
921,estimates,5yearly,1975,24.015
921,estimates,5yearly,1980,24.323
921,estimates,5yearly,1985,23.194
921,estimates,5yearly,1990,21.205
921,estimates,5yearly,1995,19.379
921,estimates,5yearly,2000,17.599
921,estimates,5yearly,2005,16.163
921,estimates,5yearly,2010,14.287
921,constant_fertility,5yearly,2015,14.056
921,constant_mortality,5yearly,2015,12.338
921,high_variant,5yearly,2015,14.723
921,instant_replacement,5yearly,2015,11.658
921,low_variant,5yearly,2015,10.875
921,medium_variant,5yearly,2015,12.809
921,momentum,5yearly,2015,11.428
921,no_change,5yearly,2015,13.577
921,zero_migration,5yearly,2015,12.836
921,constant_fertility,5yearly,2020,13.353
921,constant_mortality,5yearly,2020,10.322
921,high_variant,5yearly,2020,14.011
921,instant_replacement,5yearly,2020,10.879
921,low_variant,5yearly,2020,8.197
921,medium_variant,5yearly,2020,11.153
921,momentum,5yearly,2020,10.478
921,no_change,5yearly,2020,12.504
921,zero_migration,5yearly,2020,11.222
921,constant_fertility,5yearly,2025,12.437
921,constant_mortality,5yearly,2025,8.415
921,high_variant,5yearly,2025,12.875
921,instant_replacement,5yearly,2025,9.882
921,low_variant,5yearly,2025,5.985
921,medium_variant,5yearly,2025,9.544
921,momentum,5yearly,2025,9.304
921,no_change,5yearly,2025,11.285
921,zero_migration,5yearly,2025,9.629
921,constant_fertility,5yearly,2030,11.452
921,constant_mortality,5yearly,2030,6.605
921,high_variant,5yearly,2030,11.145
921,instant_replacement,5yearly,2030,8.769
921,low_variant,5yearly,2030,4.587
921,medium_variant,5yearly,2030,8.021
921,momentum,5yearly,2030,7.987
921,no_change,5yearly,2030,10.018
921,zero_migration,5yearly,2030,8.109
921,constant_fertility,5yearly,2035,10.662
921,constant_mortality,5yearly,2035,4.906
921,high_variant,5yearly,2035,9.886
921,instant_replacement,5yearly,2035,7.51
921,low_variant,5yearly,2035,3.028
921,medium_variant,5yearly,2035,6.6
921,momentum,5yearly,2035,6.544
921,no_change,5yearly,2035,8.957
921,zero_migration,5yearly,2035,6.692
921,constant_fertility,5yearly,2040,10.251
921,constant_mortality,5yearly,2040,3.328
921,high_variant,5yearly,2040,9.205
921,instant_replacement,5yearly,2040,6.331
921,low_variant,5yearly,2040,1.312
921,medium_variant,5yearly,2040,5.345
921,momentum,5yearly,2040,5.183
921,no_change,5yearly,2040,8.236
921,zero_migration,5yearly,2040,5.451
921,constant_fertility,5yearly,2045,9.962
921,constant_mortality,5yearly,2045,1.803
921,high_variant,5yearly,2045,8.681
921,instant_replacement,5yearly,2045,5.366
921,low_variant,5yearly,2045,-0.476000000000001
921,medium_variant,5yearly,2045,4.147
921,momentum,5yearly,2045,4.073
921,no_change,5yearly,2045,7.652
921,zero_migration,5yearly,2045,4.278
921,constant_fertility,5yearly,2050,9.645
921,constant_mortality,5yearly,2050,0.284000000000001
921,high_variant,5yearly,2050,7.981
921,instant_replacement,5yearly,2050,4.566
921,low_variant,5yearly,2050,-2.199
921,medium_variant,5yearly,2050,2.953
921,momentum,5yearly,2050,3.142
921,no_change,5yearly,2050,7.066
921,zero_migration,5yearly,2050,3.111
921,constant_fertility,5yearly,2055,9.324
921,constant_mortality,5yearly,2055,-1.187
921,high_variant,5yearly,2055,7.101
921,instant_replacement,5yearly,2055,3.83
