region,variant,freq,year,rateofnaturalincreaseper1000population
923,estimates,5yearly,1950,14.933
923,estimates,5yearly,1955,15.08
923,estimates,5yearly,1960,11.09
923,estimates,5yearly,1965,7.137
923,estimates,5yearly,1970,6.735
923,estimates,5yearly,1975,6.143
923,estimates,5yearly,1980,5.189
923,estimates,5yearly,1985,4.284
923,estimates,5yearly,1990,-1.177
923,estimates,5yearly,1995,-4.321
923,estimates,5yearly,2000,-4.902
923,estimates,5yearly,2005,-3.137
923,estimates,5yearly,2010,-1.282
923,constant_fertility,5yearly,2015,-2.643
923,constant_mortality,5yearly,2015,-2.745
923,high_variant,5yearly,2015,-0.367000000000001
923,instant_replacement,5yearly,2015,1.188
923,low_variant,5yearly,2015,-3.804
923,medium_variant,5yearly,2015,-2.078
923,momentum,5yearly,2015,0.528
923,no_change,5yearly,2015,-3.31
923,zero_migration,5yearly,2015,-2.106
923,constant_fertility,5yearly,2020,-4.093
923,constant_mortality,5yearly,2020,-4.202
923,high_variant,5yearly,2020,-0.543999999999999
923,instant_replacement,5yearly,2020,-0.308
923,low_variant,5yearly,2020,-5.596
923,medium_variant,5yearly,2020,-3.033
923,momentum,5yearly,2020,-1.464
923,no_change,5yearly,2020,-5.272
923,zero_migration,5yearly,2020,-3.104
923,constant_fertility,5yearly,2025,-5.106
923,constant_mortality,5yearly,2025,-5.695
923,high_variant,5yearly,2025,-1.278
923,instant_replacement,5yearly,2025,-1.807
923,low_variant,5yearly,2025,-7.086
923,medium_variant,5yearly,2025,-4.099
923,momentum,5yearly,2025,-3.378
923,no_change,5yearly,2025,-6.726
923,zero_migration,5yearly,2025,-4.209
923,constant_fertility,5yearly,2030,-5.533
923,constant_mortality,5yearly,2030,-6.77
923,high_variant,5yearly,2030,-1.996
923,instant_replacement,5yearly,2030,-2.642
923,low_variant,5yearly,2030,-7.773
923,medium_variant,5yearly,2030,-4.768
923,momentum,5yearly,2030,-4.589
923,no_change,5yearly,2030,-7.575
923,zero_migration,5yearly,2030,-4.913
923,constant_fertility,5yearly,2035,-5.754
923,constant_mortality,5yearly,2035,-7.116
923,high_variant,5yearly,2035,-1.742
923,instant_replacement,5yearly,2035,-2.501
923,low_variant,5yearly,2035,-8.102
923,medium_variant,5yearly,2035,-4.781
923,momentum,5yearly,2035,-4.719
923,no_change,5yearly,2035,-8.155
923,zero_migration,5yearly,2035,-4.948
923,constant_fertility,5yearly,2040,-6.091
923,constant_mortality,5yearly,2040,-6.984
923,high_variant,5yearly,2040,-0.824999999999999
923,instant_replacement,5yearly,2040,-1.604
923,low_variant,5yearly,2040,-8.327
923,medium_variant,5yearly,2040,-4.445
923,momentum,5yearly,2040,-3.922
923,no_change,5yearly,2040,-8.754
923,zero_migration,5yearly,2040,-4.628
923,constant_fertility,5yearly,2045,-6.595
923,constant_mortality,5yearly,2045,-6.876
923,high_variant,5yearly,2045,0.173
923,instant_replacement,5yearly,2045,-0.606999999999999
923,low_variant,5yearly,2045,-8.89
923,medium_variant,5yearly,2045,-4.272
923,momentum,5yearly,2045,-2.863
923,no_change,5yearly,2045,-9.399
923,zero_migration,5yearly,2045,-4.481
923,constant_fertility,5yearly,2050,-7.055
923,constant_mortality,5yearly,2050,-7.081
923,high_variant,5yearly,2050,0.815999999999999
923,instant_replacement,5yearly,2050,-0.231
923,low_variant,5yearly,2050,-9.76
923,medium_variant,5yearly,2050,-4.405
923,momentum,5yearly,2050,-2.445
923,no_change,5yearly,2050,-10.008
923,zero_migration,5yearly,2050,-4.649
923,constant_fertility,5yearly,2055,-7.406
923,constant_mortality,5yearly,2055,-7.511
923,high_variant,5yearly,2055,0.956
923,instant_replacement,5yearly,2055,-0.601000000000001
923,low_variant,5yearly,2055,-10.697
923,medium_variant,5yearly,2055,-4.739
923,momentum,5yearly,2055,-2.834
923,no_change,5yearly,2055,-10.523
923,zero_migration,5yearly,2055,-5.017
923,constant_fertility,5yearly,2060,-7.703
923,constant_mortality,5yearly,2060,-7.762
923,high_variant,5yearly,2060,0.938000000000001
923,instant_replacement,5yearly,2060,-1.046
923,low_variant,5yearly,2060,-11.512
923,medium_variant,5yearly,2060,-5.025
923,momentum,5yearly,2060,-3.198
923,no_change,5yearly,2060,-10.843
923,zero_migration,5yearly,2060,-5.33
923,constant_fertility,5yearly,2065,-7.913
923,constant_mortality,5yearly,2065,-7.388
923,high_variant,5yearly,2065,1.331
923,instant_replacement,5yearly,2065,-0.901
923,low_variant,5yearly,2065,-12.004
923,medium_variant,5yearly,2065,-4.927
923,momentum,5yearly,2065,-2.757
923,no_change,5yearly,2065,-10.831
923,zero_migration,5yearly,2065,-5.242
