region,variant,freq,year,rateofnaturalincreaseper1000population
1502,estimates,5yearly,1950,20.702
1502,estimates,5yearly,1955,18.474
1502,estimates,5yearly,1960,20.822
1502,estimates,5yearly,1965,24.152
1502,estimates,5yearly,1970,21.522
1502,estimates,5yearly,1975,17.234
1502,estimates,5yearly,1980,16.69
1502,estimates,5yearly,1985,17.909
1502,estimates,5yearly,1990,12.57
1502,estimates,5yearly,1995,9.102
1502,estimates,5yearly,2000,8.018
1502,estimates,5yearly,2005,7.754
1502,estimates,5yearly,2010,7.645
1502,constant_fertility,5yearly,2015,6.405
1502,constant_mortality,5yearly,2015,5.777
1502,high_variant,5yearly,2015,8.058
1502,instant_replacement,5yearly,2015,8.583
1502,low_variant,5yearly,2015,4.432
1502,medium_variant,5yearly,2015,6.253
1502,momentum,5yearly,2015,8.181
1502,no_change,5yearly,2015,5.927
1502,zero_migration,5yearly,2015,6.26
1502,constant_fertility,5yearly,2020,4.748
1502,constant_mortality,5yearly,2020,3.708
1502,high_variant,5yearly,2020,7.162
1502,instant_replacement,5yearly,2020,6.611
1502,low_variant,5yearly,2020,1.93
1502,medium_variant,5yearly,2020,4.587
1502,momentum,5yearly,2020,5.878
1502,no_change,5yearly,2020,3.867
1502,zero_migration,5yearly,2020,4.61
1502,constant_fertility,5yearly,2025,3.428
1502,constant_mortality,5yearly,2025,1.823
1502,high_variant,5yearly,2025,6.046
1502,instant_replacement,5yearly,2025,4.927
1502,low_variant,5yearly,2025,-0.016
1502,medium_variant,5yearly,2025,3.106
1502,momentum,5yearly,2025,3.863
1502,no_change,5yearly,2025,2.144
1502,zero_migration,5yearly,2025,3.147
1502,constant_fertility,5yearly,2030,2.556
1502,constant_mortality,5yearly,2030,0.216999999999999
1502,high_variant,5yearly,2030,4.745
1502,instant_replacement,5yearly,2030,3.652
1502,low_variant,5yearly,2030,-1.153
1502,medium_variant,5yearly,2030,1.917
1502,momentum,5yearly,2030,2.244
1502,no_change,5yearly,2030,0.859
1502,zero_migration,5yearly,2030,1.974
1502,constant_fertility,5yearly,2035,1.843
1502,constant_mortality,5yearly,2035,-1.125
1502,high_variant,5yearly,2035,3.977
1502,instant_replacement,5yearly,2035,2.869
1502,low_variant,5yearly,2035,-2.285
1502,medium_variant,5yearly,2035,0.967000000000001
1502,momentum,5yearly,2035,1.157
1502,no_change,5yearly,2035,-0.237
1502,zero_migration,5yearly,2035,1.035
1502,constant_fertility,5yearly,2040,1.064
1502,constant_mortality,5yearly,2040,-2.283
1502,high_variant,5yearly,2040,3.658
1502,instant_replacement,5yearly,2040,2.484
1502,low_variant,5yearly,2040,-3.532
1502,medium_variant,5yearly,2040,0.148
1502,momentum,5yearly,2040,0.549999999999999
1502,no_change,5yearly,2040,-1.345
1502,zero_migration,5yearly,2040,0.224
1502,constant_fertility,5yearly,2045,0.253
1502,constant_mortality,5yearly,2045,-3.374
1502,high_variant,5yearly,2045,3.494
1502,instant_replacement,5yearly,2045,2.134
