region,variant,freq,year,rateofnaturalincreaseper1000population
912,estimates,5yearly,1950,26.522
912,estimates,5yearly,1955,28.272
912,estimates,5yearly,1960,28.836
912,estimates,5yearly,1965,28.689
912,estimates,5yearly,1970,27.942
912,estimates,5yearly,1975,28.41
912,estimates,5yearly,1980,28.594
912,estimates,5yearly,1985,26.93
912,estimates,5yearly,1990,22.88
912,estimates,5yearly,1995,19.445
912,estimates,5yearly,2000,18.672
912,estimates,5yearly,2005,19.287
912,estimates,5yearly,2010,21.085
912,constant_fertility,5yearly,2015,20.263
912,constant_mortality,5yearly,2015,18.067
912,high_variant,5yearly,2015,20.286
912,instant_replacement,5yearly,2015,11.607
912,low_variant,5yearly,2015,16.621
912,medium_variant,5yearly,2015,18.463
912,momentum,5yearly,2015,11.407
912,no_change,5yearly,2015,19.862
912,zero_migration,5yearly,2015,18.525
912,constant_fertility,5yearly,2020,19.067
912,constant_mortality,5yearly,2020,15.383
912,high_variant,5yearly,2020,18.707
912,instant_replacement,5yearly,2020,11.046
912,low_variant,5yearly,2020,13.383
912,medium_variant,5yearly,2020,16.088
912,momentum,5yearly,2020,10.7
912,no_change,5yearly,2020,18.352
912,zero_migration,5yearly,2020,16.228
912,constant_fertility,5yearly,2025,18.134
912,constant_mortality,5yearly,2025,13.373
912,high_variant,5yearly,2025,17.356
912,instant_replacement,5yearly,2025,10.534
912,low_variant,5yearly,2025,11.159
912,medium_variant,5yearly,2025,14.353
912,momentum,5yearly,2025,10.006
912,no_change,5yearly,2025,17.148
912,zero_migration,5yearly,2025,14.508
912,constant_fertility,5yearly,2030,17.862
912,constant_mortality,5yearly,2030,12.105
912,high_variant,5yearly,2030,16.218
912,instant_replacement,5yearly,2030,10.27
912,low_variant,5yearly,2030,10.24
912,medium_variant,5yearly,2030,13.356
912,momentum,5yearly,2030,9.525
912,no_change,5yearly,2030,16.621
912,zero_migration,5yearly,2030,13.5
912,constant_fertility,5yearly,2035,18.022
912,constant_mortality,5yearly,2035,11.088
912,high_variant,5yearly,2035,15.637
912,instant_replacement,5yearly,2035,9.475
912,low_variant,5yearly,2035,9.315
912,medium_variant,5yearly,2035,12.609
912,momentum,5yearly,2035,8.515
912,no_change,5yearly,2035,16.537
912,zero_migration,5yearly,2035,12.743
912,constant_fertility,5yearly,2040,18.133
912,constant_mortality,5yearly,2040,9.831
912,high_variant,5yearly,2040,15.035
912,instant_replacement,5yearly,2040,8.003
912,low_variant,5yearly,2040,7.94
912,medium_variant,5yearly,2040,11.599
912,momentum,5yearly,2040,6.869
912,no_change,5yearly,2040,16.436
912,zero_migration,5yearly,2040,11.752
912,constant_fertility,5yearly,2045,18.07
912,constant_mortality,5yearly,2045,8.404
912,high_variant,5yearly,2045,14.303
912,instant_replacement,5yearly,2045,6.534
912,low_variant,5yearly,2045,6.316
912,medium_variant,5yearly,2045,10.402
912,momentum,5yearly,2045,5.266
912,no_change,5yearly,2045,16.189
912,zero_migration,5yearly,2045,10.593
912,constant_fertility,5yearly,2050,17.946
912,constant_mortality,5yearly,2050,6.904
912,high_variant,5yearly,2050,13.445
912,instant_replacement,5yearly,2050,5.215
912,low_variant,5yearly,2050,4.644
912,medium_variant,5yearly,2050,9.14
912,momentum,5yearly,2050,3.819
912,no_change,5yearly,2050,15.892
912,zero_migration,5yearly,2050,9.367
912,constant_fertility,5yearly,2055,17.93
912,constant_mortality,5yearly,2055,5.523
912,high_variant,5yearly,2055,12.579
912,instant_replacement,5yearly,2055,4.311
912,low_variant,5yearly,2055,3.133
912,medium_variant,5yearly,2055,7.983
912,momentum,5yearly,2055,2.795
912,no_change,5yearly,2055,15.738
912,zero_migration,5yearly,2055,8.23
912,constant_fertility,5yearly,2060,18.097
