variant,global,year,gender,potentialsupport1664_65
medium_variant,900,2053,male,4.195
medium_variant,900,2054,male,4.124
medium_variant,900,2055,male,4.061
medium_variant,900,2056,male,4.002
medium_variant,900,2057,male,3.952
medium_variant,900,2058,male,3.909
medium_variant,900,2059,male,3.872
medium_variant,900,2060,male,3.837
medium_variant,900,2061,male,3.804
medium_variant,900,2062,male,3.777
medium_variant,900,2063,male,3.753
medium_variant,900,2064,male,3.73
medium_variant,900,2065,male,3.706
medium_variant,900,2066,male,3.681
medium_variant,900,2067,male,3.658
medium_variant,900,2068,male,3.635
medium_variant,900,2069,male,3.611
medium_variant,900,2070,male,3.584
medium_variant,900,2071,male,3.556
medium_variant,900,2072,male,3.528
medium_variant,900,2073,male,3.5
medium_variant,900,2074,male,3.471
medium_variant,900,2075,male,3.44
medium_variant,900,2076,male,3.408
medium_variant,900,2077,male,3.378
medium_variant,900,2078,male,3.348
medium_variant,900,2079,male,3.319
medium_variant,900,2080,male,3.289
medium_variant,900,2081,male,3.26
medium_variant,900,2082,male,3.233
medium_variant,900,2083,male,3.207
medium_variant,900,2084,male,3.183
medium_variant,900,2085,male,3.158
medium_variant,900,2086,male,3.134
medium_variant,900,2087,male,3.112
medium_variant,900,2088,male,3.092
medium_variant,900,2089,male,3.071
medium_variant,900,2090,male,3.049
medium_variant,900,2091,male,3.03
medium_variant,900,2092,male,3.012
medium_variant,900,2093,male,2.994
medium_variant,900,2094,male,2.976
medium_variant,900,2095,male,2.956
medium_variant,900,2096,male,2.938
medium_variant,900,2097,male,2.922
medium_variant,900,2098,male,2.905
medium_variant,900,2099,male,2.887
medium_variant,900,2100,male,2.868
estimates,900,1950,female,10.703
estimates,900,1951,female,10.585
estimates,900,1952,female,10.495
estimates,900,1953,female,10.436
estimates,900,1954,female,10.408
estimates,900,1955,female,10.405
estimates,900,1956,female,10.295
estimates,900,1957,female,10.222
estimates,900,1958,female,10.176
estimates,900,1959,female,10.149
estimates,900,1960,female,10.137
estimates,900,1961,female,10.01
estimates,900,1962,female,9.908
estimates,900,1963,female,9.829
estimates,900,1964,female,9.772
estimates,900,1965,female,9.734
estimates,900,1966,female,9.601
estimates,900,1967,female,9.493
estimates,900,1968,female,9.403
estimates,900,1969,female,9.323
estimates,900,1970,female,9.247
estimates,900,1971,female,9.136
estimates,900,1972,female,9.042
estimates,900,1973,female,8.959
estimates,900,1974,female,8.884
estimates,900,1975,female,8.816
estimates,900,1976,female,8.72
estimates,900,1977,female,8.635
estimates,900,1978,female,8.568
estimates,900,1979,female,8.53
estimates,900,1980,female,8.526
estimates,900,1981,female,8.531
estimates,900,1982,female,8.571
estimates,900,1983,female,8.626
estimates,900,1984,female,8.672
estimates,900,1985,female,8.694
estimates,900,1986,female,8.673
estimates,900,1987,female,8.64
estimates,900,1988,female,8.598
estimates,900,1989,female,8.552
estimates,900,1990,female,8.505
estimates,900,1991,female,8.436
estimates,900,1992,female,8.372
estimates,900,1993,female,8.314
estimates,900,1994,female,8.263
estimates,900,1995,female,8.22
estimates,900,1996,female,8.167
estimates,900,1997,female,8.126
estimates,900,1998,female,8.094
estimates,900,1999,female,8.063
estimates,900,2000,female,8.03
estimates,900,2001,female,7.981
estimates,900,2002,female,7.935
estimates,900,2003,female,7.894
estimates,900,2004,female,7.863
estimates,900,2005,female,7.841
estimates,900,2006,female,7.805
estimates,900,2007,female,7.778
estimates,900,2008,female,7.75
estimates,900,2009,female,7.709
estimates,900,2010,female,7.646
estimates,900,2011,female,7.56
estimates,900,2012,female,7.464
estimates,900,2013,female,7.354
estimates,900,2014,female,7.227
estimates,900,2015,female,7.082
medium_variant,900,2015,female,7.082
medium_variant,900,2016,female,6.921
medium_variant,900,2017,female,6.752
medium_variant,900,2018,female,6.581
medium_variant,900,2019,female,6.419
medium_variant,900,2020,female,6.267
medium_variant,900,2021,female,6.126
medium_variant,900,2022,female,5.997
medium_variant,900,2023,female,5.875
medium_variant,900,2024,female,5.751
medium_variant,900,2025,female,5.623
medium_variant,900,2026,female,5.498
medium_variant,900,2027,female,5.374
medium_variant,900,2028,female,5.252
medium_variant,900,2029,female,5.13
medium_variant,900,2030,female,5.008
medium_variant,900,2031,female,4.895
medium_variant,900,2032,female,4.785
medium_variant,900,2033,female,4.679
medium_variant,900,2034,female,4.577
medium_variant,900,2035,female,4.479
medium_variant,900,2036,female,4.393
medium_variant,900,2037,female,4.312
medium_variant,900,2038,female,4.236
medium_variant,900,2039,female,4.165
medium_variant,900,2040,female,4.098
medium_variant,900,2041,female,4.043
medium_variant,900,2042,female,3.993
medium_variant,900,2043,female,3.947
medium_variant,900,2044,female,3.899
medium_variant,900,2045,female,3.847
medium_variant,900,2046,female,3.798
medium_variant,900,2047,female,3.75
medium_variant,900,2048,female,3.7
medium_variant,900,2049,female,3.646
medium_variant,900,2050,female,3.588
medium_variant,900,2051,female,3.532
medium_variant,900,2052,female,3.474
medium_variant,900,2053,female,3.417
medium_variant,900,2054,female,3.363
medium_variant,900,2055,female,3.314
medium_variant,900,2056,female,3.275
medium_variant,900,2057,female,3.243
medium_variant,900,2058,female,3.215
medium_variant,900,2059,female,3.189
medium_variant,900,2060,female,3.164
medium_variant,900,2061,female,3.146
medium_variant,900,2062,female,3.132
medium_variant,900,2063,female,3.118
medium_variant,900,2064,female,3.104
medium_variant,900,2065,female,3.088
medium_variant,900,2066,female,3.077
medium_variant,900,2067,female,3.065
medium_variant,900,2068,female,3.053
medium_variant,900,2069,female,3.037
medium_variant,900,2070,female,3.019
medium_variant,900,2071,female,3.004
medium_variant,900,2072,female,2.988
medium_variant,900,2073,female,2.97
medium_variant,900,2074,female,2.95
medium_variant,900,2075,female,2.926
medium_variant,900,2076,female,2.907
medium_variant,900,2077,female,2.888
medium_variant,900,2078,female,2.867
medium_variant,900,2079,female,2.845
medium_variant,900,2080,female,2.821
medium_variant,900,2081,female,2.801
medium_variant,900,2082,female,2.782
medium_variant,900,2083,female,2.763
medium_variant,900,2084,female,2.743
medium_variant,900,2085,female,2.721
medium_variant,900,2086,female,2.705
medium_variant,900,2087,female,2.689
medium_variant,900,2088,female,2.672
medium_variant,900,2089,female,2.654
medium_variant,900,2090,female,2.633
medium_variant,900,2091,female,2.619
medium_variant,900,2092,female,2.605
medium_variant,900,2093,female,2.59
medium_variant,900,2094,female,2.573
medium_variant,900,2095,female,2.553
medium_variant,900,2096,female,2.54
medium_variant,900,2097,female,2.527
medium_variant,900,2098,female,2.512
medium_variant,900,2099,female,2.496
medium_variant,900,2100,female,2.477
