variant,country,year,infantmortality
estimates,670,1950,0.326
estimates,670,1951,0.354
estimates,670,1952,0.409
estimates,670,1953,0.455
estimates,670,1954,0.492
estimates,670,1955,0.521
estimates,670,1956,0.538
estimates,670,1957,0.546
estimates,670,1958,0.543
estimates,670,1959,0.531
estimates,670,1960,0.511
estimates,670,1961,0.485
estimates,670,1962,0.455
estimates,670,1963,0.423
estimates,670,1964,0.39
estimates,670,1965,0.359
estimates,670,1966,0.331
estimates,670,1967,0.303
estimates,670,1968,0.278
estimates,670,1969,0.255
estimates,670,1970,0.234
estimates,670,1971,0.216
estimates,670,1972,0.198
estimates,670,1973,0.183
estimates,670,1974,0.17
estimates,670,1975,0.157
estimates,670,1976,0.147
estimates,670,1977,0.138
estimates,670,1978,0.13
estimates,670,1979,0.124
estimates,670,1980,0.118
estimates,670,1981,0.114
estimates,670,1982,0.108
estimates,670,1983,0.103
estimates,670,1984,0.097
estimates,670,1985,0.093
estimates,670,1986,0.087
estimates,670,1987,0.081
estimates,670,1988,0.076
estimates,670,1989,0.071
estimates,670,1990,0.066
estimates,670,1991,0.062
estimates,670,1992,0.059
estimates,670,1993,0.056
estimates,670,1994,0.054
estimates,670,1995,0.052
estimates,670,1996,0.05
estimates,670,1997,0.049
estimates,670,1998,0.047
estimates,670,1999,0.047
estimates,670,2000,0.045
estimates,670,2001,0.044
estimates,670,2002,0.044
estimates,670,2003,0.042
estimates,670,2004,0.041
estimates,670,2005,0.039
estimates,670,2006,0.038
estimates,670,2007,0.037
estimates,670,2008,0.035
estimates,670,2009,0.034
estimates,670,2010,0.032
estimates,670,2011,0.032
estimates,670,2012,0.03
estimates,670,2013,0.03
estimates,670,2014,0.028
estimates,670,2015,0.028
medium_variant,670,2015,0.028
medium_variant,670,2016,0.026
medium_variant,670,2017,0.026
medium_variant,670,2018,0.025
medium_variant,670,2019,0.024
medium_variant,670,2020,0.023
medium_variant,670,2021,0.023
medium_variant,670,2022,0.022
medium_variant,670,2023,0.021
medium_variant,670,2024,0.021
medium_variant,670,2025,0.02
medium_variant,670,2026,0.019
medium_variant,670,2027,0.019
medium_variant,670,2028,0.018
medium_variant,670,2029,0.018
medium_variant,670,2030,0.016
medium_variant,670,2031,0.016
medium_variant,670,2032,0.016
medium_variant,670,2033,0.016
medium_variant,670,2034,0.015
medium_variant,670,2035,0.015
medium_variant,670,2036,0.014
medium_variant,670,2037,0.014
medium_variant,670,2038,0.013
medium_variant,670,2039,0.013
medium_variant,670,2040,0.013
medium_variant,670,2041,0.013
medium_variant,670,2042,0.012
medium_variant,670,2043,0.012
medium_variant,670,2044,0.011
medium_variant,670,2045,0.011
medium_variant,670,2046,0.011
medium_variant,670,2047,0.01
medium_variant,670,2048,0.01
medium_variant,670,2049,0.01
medium_variant,670,2050,0.01
medium_variant,670,2051,0.01
medium_variant,670,2052,0.009
medium_variant,670,2053,0.008
medium_variant,670,2054,0.008
medium_variant,670,2055,0.008
medium_variant,670,2056,0.008
medium_variant,670,2057,0.008
medium_variant,670,2058,0.008
medium_variant,670,2059,0.007
medium_variant,670,2060,0.007
medium_variant,670,2061,0.007
medium_variant,670,2062,0.007
medium_variant,670,2063,0.007
medium_variant,670,2064,0.007
medium_variant,670,2065,0.007
medium_variant,670,2066,0.007
medium_variant,670,2067,0.007
medium_variant,670,2068,0.006
medium_variant,670,2069,0.005
medium_variant,670,2070,0.005
medium_variant,670,2071,0.005
medium_variant,670,2072,0.005
medium_variant,670,2073,0.005
medium_variant,670,2074,0.005
medium_variant,670,2075,0.005
medium_variant,670,2076,0.005
medium_variant,670,2077,0.005
medium_variant,670,2078,0.005
medium_variant,670,2079,0.005
medium_variant,670,2080,0.004
medium_variant,670,2081,0.004
medium_variant,670,2082,0.004
medium_variant,670,2083,0.004
medium_variant,670,2084,0.004
medium_variant,670,2085,0.004
medium_variant,670,2086,0.004
medium_variant,670,2087,0.004
medium_variant,670,2088,0.004
medium_variant,670,2089,0.004
medium_variant,670,2090,0.004
medium_variant,670,2091,0.004
medium_variant,670,2092,0.004
medium_variant,670,2093,0.004
medium_variant,670,2094,0.003
medium_variant,670,2095,0.003
medium_variant,670,2096,0.003
medium_variant,670,2097,0.003
medium_variant,670,2098,0.003
medium_variant,670,2099,0.003
