variant,country,year,infantmortality
estimates,462,1950,0.771
estimates,462,1951,0.805
estimates,462,1952,0.869
estimates,462,1953,0.926
estimates,462,1954,0.978
estimates,462,1955,1.024
estimates,462,1956,1.064
estimates,462,1957,1.098
estimates,462,1958,1.125
estimates,462,1959,1.147
estimates,462,1960,1.162
estimates,462,1961,1.17
estimates,462,1962,1.173
estimates,462,1963,1.17
estimates,462,1964,1.161
estimates,462,1965,1.148
estimates,462,1966,1.13
estimates,462,1967,1.108
estimates,462,1968,1.084
estimates,462,1969,1.057
estimates,462,1970,1.028
estimates,462,1971,0.997
estimates,462,1972,0.965
estimates,462,1973,0.931
estimates,462,1974,0.897
estimates,462,1975,0.867
estimates,462,1976,0.841
estimates,462,1977,0.821
estimates,462,1978,0.808
estimates,462,1979,0.801
estimates,462,1980,0.798
estimates,462,1981,0.798
estimates,462,1982,0.796
estimates,462,1983,0.792
estimates,462,1984,0.783
estimates,462,1985,0.769
estimates,462,1986,0.748
estimates,462,1987,0.722
estimates,462,1988,0.692
estimates,462,1989,0.659
estimates,462,1990,0.622
estimates,462,1991,0.582
estimates,462,1992,0.54
estimates,462,1993,0.497
estimates,462,1994,0.453
estimates,462,1995,0.41
estimates,462,1996,0.368
estimates,462,1997,0.328
estimates,462,1998,0.29
estimates,462,1999,0.256
estimates,462,2000,0.225
estimates,462,2001,0.198
estimates,462,2002,0.174
estimates,462,2003,0.154
estimates,462,2004,0.137
estimates,462,2005,0.123
estimates,462,2006,0.111
estimates,462,2007,0.101
estimates,462,2008,0.093
estimates,462,2009,0.086
estimates,462,2010,0.081
estimates,462,2011,0.075
estimates,462,2012,0.071
estimates,462,2013,0.066
estimates,462,2014,0.062
estimates,462,2015,0.059
medium_variant,462,2015,0.059
medium_variant,462,2016,0.055
medium_variant,462,2017,0.052
medium_variant,462,2018,0.048
medium_variant,462,2019,0.045
medium_variant,462,2020,0.042
medium_variant,462,2021,0.04
medium_variant,462,2022,0.037
medium_variant,462,2023,0.035
medium_variant,462,2024,0.032
medium_variant,462,2025,0.03
medium_variant,462,2026,0.028
medium_variant,462,2027,0.026
medium_variant,462,2028,0.025
medium_variant,462,2029,0.023
medium_variant,462,2030,0.022
medium_variant,462,2031,0.021
medium_variant,462,2032,0.02
medium_variant,462,2033,0.02
medium_variant,462,2034,0.019
medium_variant,462,2035,0.019
medium_variant,462,2036,0.018
medium_variant,462,2037,0.018
medium_variant,462,2038,0.018
medium_variant,462,2039,0.018
medium_variant,462,2040,0.017
medium_variant,462,2041,0.017
medium_variant,462,2042,0.017
medium_variant,462,2043,0.016
medium_variant,462,2044,0.016
medium_variant,462,2045,0.016
medium_variant,462,2046,0.016
medium_variant,462,2047,0.015
medium_variant,462,2048,0.015
medium_variant,462,2049,0.014
medium_variant,462,2050,0.014
medium_variant,462,2051,0.014
medium_variant,462,2052,0.013
medium_variant,462,2053,0.013
medium_variant,462,2054,0.012
medium_variant,462,2055,0.012
medium_variant,462,2056,0.012
medium_variant,462,2057,0.011
medium_variant,462,2058,0.011
medium_variant,462,2059,0.011
medium_variant,462,2060,0.011
medium_variant,462,2061,0.01
medium_variant,462,2062,0.01
medium_variant,462,2063,0.01
medium_variant,462,2064,0.01
medium_variant,462,2065,0.01
medium_variant,462,2066,0.01
medium_variant,462,2067,0.009
medium_variant,462,2068,0.009
medium_variant,462,2069,0.009
medium_variant,462,2070,0.009
medium_variant,462,2071,0.009
medium_variant,462,2072,0.009
medium_variant,462,2073,0.009
medium_variant,462,2074,0.009
medium_variant,462,2075,0.009
medium_variant,462,2076,0.009
medium_variant,462,2077,0.008
medium_variant,462,2078,0.008
medium_variant,462,2079,0.008
medium_variant,462,2080,0.008
medium_variant,462,2081,0.008
medium_variant,462,2082,0.008
medium_variant,462,2083,0.008
medium_variant,462,2084,0.008
medium_variant,462,2085,0.007
medium_variant,462,2086,0.007
medium_variant,462,2087,0.007
medium_variant,462,2088,0.007
medium_variant,462,2089,0.007
medium_variant,462,2090,0.007
medium_variant,462,2091,0.007
medium_variant,462,2092,0.006
medium_variant,462,2093,0.006
medium_variant,462,2094,0.006
medium_variant,462,2095,0.006
medium_variant,462,2096,0.006
medium_variant,462,2097,0.006
medium_variant,462,2098,0.006
medium_variant,462,2099,0.006
