variant,country,year,infantmortality
estimates,795,1950,7.018
estimates,795,1951,7.208
estimates,795,1952,7.581
estimates,795,1953,7.941
estimates,795,1954,8.288
estimates,795,1955,8.621
estimates,795,1956,8.938
estimates,795,1957,9.237
estimates,795,1958,9.511
estimates,795,1959,9.752
estimates,795,1960,9.949
estimates,795,1961,10.092
estimates,795,1962,10.172
estimates,795,1963,10.19
estimates,795,1964,10.151
estimates,795,1965,10.069
estimates,795,1966,9.961
estimates,795,1967,9.848
estimates,795,1968,9.749
estimates,795,1969,9.676
estimates,795,1970,9.637
estimates,795,1971,9.638
estimates,795,1972,9.667
estimates,795,1973,9.717
estimates,795,1974,9.781
estimates,795,1975,9.849
estimates,795,1976,9.911
estimates,795,1977,9.959
estimates,795,1978,9.991
estimates,795,1979,10.004
estimates,795,1980,10.007
estimates,795,1981,10.012
estimates,795,1982,10.029
estimates,795,1983,10.063
estimates,795,1984,10.112
estimates,795,1985,10.173
estimates,795,1986,10.239
estimates,795,1987,10.298
estimates,795,1988,10.333
estimates,795,1989,10.328
estimates,795,1990,10.258
estimates,795,1991,10.096
estimates,795,1992,9.838
estimates,795,1993,9.492
estimates,795,1994,9.073
estimates,795,1995,8.614
estimates,795,1996,8.156
estimates,795,1997,7.735
estimates,795,1998,7.381
estimates,795,1999,7.108
estimates,795,2000,6.911
estimates,795,2001,6.776
estimates,795,2002,6.669
estimates,795,2003,6.571
estimates,795,2004,6.475
estimates,795,2005,6.39
estimates,795,2006,6.333
estimates,795,2007,6.318
estimates,795,2008,6.35
estimates,795,2009,6.42
estimates,795,2010,6.508
estimates,795,2011,6.59
estimates,795,2012,6.643
estimates,795,2013,6.65
estimates,795,2014,6.601
estimates,795,2015,6.496
medium_variant,795,2015,6.496
medium_variant,795,2016,6.342
medium_variant,795,2017,6.157
medium_variant,795,2018,5.959
medium_variant,795,2019,5.757
medium_variant,795,2020,5.557
medium_variant,795,2021,5.363
medium_variant,795,2022,5.175
medium_variant,795,2023,4.992
medium_variant,795,2024,4.818
medium_variant,795,2025,4.657
medium_variant,795,2026,4.511
medium_variant,795,2027,4.378
medium_variant,795,2028,4.259
medium_variant,795,2029,4.154
medium_variant,795,2030,4.063
medium_variant,795,2031,3.986
medium_variant,795,2032,3.921
medium_variant,795,2033,3.865
medium_variant,795,2034,3.817
medium_variant,795,2035,3.774
medium_variant,795,2036,3.733
medium_variant,795,2037,3.692
medium_variant,795,2038,3.649
medium_variant,795,2039,3.603
medium_variant,795,2040,3.551
medium_variant,795,2041,3.493
medium_variant,795,2042,3.43
medium_variant,795,2043,3.362
medium_variant,795,2044,3.289
medium_variant,795,2045,3.211
medium_variant,795,2046,3.129
medium_variant,795,2047,3.043
medium_variant,795,2048,2.956
medium_variant,795,2049,2.866
medium_variant,795,2050,2.777
medium_variant,795,2051,2.688
medium_variant,795,2052,2.6
medium_variant,795,2053,2.513
medium_variant,795,2054,2.429
medium_variant,795,2055,2.349
medium_variant,795,2056,2.272
medium_variant,795,2057,2.2
medium_variant,795,2058,2.132
medium_variant,795,2059,2.069
medium_variant,795,2060,2.01
medium_variant,795,2061,1.957
medium_variant,795,2062,1.909
medium_variant,795,2063,1.865
medium_variant,795,2064,1.825
medium_variant,795,2065,1.788
medium_variant,795,2066,1.754
medium_variant,795,2067,1.721
medium_variant,795,2068,1.688
medium_variant,795,2069,1.656
medium_variant,795,2070,1.623
medium_variant,795,2071,1.59
medium_variant,795,2072,1.556
medium_variant,795,2073,1.522
medium_variant,795,2074,1.487
medium_variant,795,2075,1.451
medium_variant,795,2076,1.415
medium_variant,795,2077,1.379
medium_variant,795,2078,1.342
medium_variant,795,2079,1.305
medium_variant,795,2080,1.269
medium_variant,795,2081,1.233
medium_variant,795,2082,1.198
medium_variant,795,2083,1.164
medium_variant,795,2084,1.131
medium_variant,795,2085,1.1
medium_variant,795,2086,1.069
medium_variant,795,2087,1.04
medium_variant,795,2088,1.013
medium_variant,795,2089,0.986
medium_variant,795,2090,0.962
medium_variant,795,2091,0.938
medium_variant,795,2092,0.917
medium_variant,795,2093,0.897
medium_variant,795,2094,0.878
medium_variant,795,2095,0.862
medium_variant,795,2096,0.847
medium_variant,795,2097,0.834
medium_variant,795,2098,0.823
medium_variant,795,2099,0.813
