variant,country,year,infantmortality
estimates,376,1950,2.02
estimates,376,1951,1.989
estimates,376,1952,1.931
estimates,376,1953,1.88
estimates,376,1954,1.834
estimates,376,1955,1.795
estimates,376,1956,1.762
estimates,376,1957,1.734
estimates,376,1958,1.712
estimates,376,1959,1.695
estimates,376,1960,1.681
estimates,376,1961,1.671
estimates,376,1962,1.663
estimates,376,1963,1.657
estimates,376,1964,1.652
estimates,376,1965,1.651
estimates,376,1966,1.655
estimates,376,1967,1.664
estimates,376,1968,1.679
estimates,376,1969,1.698
estimates,376,1970,1.717
estimates,376,1971,1.733
estimates,376,1972,1.742
estimates,376,1973,1.74
estimates,376,1974,1.727
estimates,376,1975,1.702
estimates,376,1976,1.664
estimates,376,1977,1.615
estimates,376,1978,1.56
estimates,376,1979,1.5
estimates,376,1980,1.437
estimates,376,1981,1.374
estimates,376,1982,1.312
estimates,376,1983,1.253
estimates,376,1984,1.197
estimates,376,1985,1.147
estimates,376,1986,1.103
estimates,376,1987,1.063
estimates,376,1988,1.026
estimates,376,1989,0.993
estimates,376,1990,0.962
estimates,376,1991,0.932
estimates,376,1992,0.902
estimates,376,1993,0.873
estimates,376,1994,0.844
estimates,376,1995,0.815
estimates,376,1996,0.788
estimates,376,1997,0.763
estimates,376,1998,0.741
estimates,376,1999,0.722
estimates,376,2000,0.705
estimates,376,2001,0.69
estimates,376,2002,0.674
estimates,376,2003,0.658
estimates,376,2004,0.642
estimates,376,2005,0.627
estimates,376,2006,0.613
estimates,376,2007,0.602
estimates,376,2008,0.593
estimates,376,2009,0.587
estimates,376,2010,0.582
estimates,376,2011,0.575
estimates,376,2012,0.565
estimates,376,2013,0.551
estimates,376,2014,0.534
estimates,376,2015,0.512
medium_variant,376,2015,0.512
medium_variant,376,2016,0.489
medium_variant,376,2017,0.466
medium_variant,376,2018,0.446
medium_variant,376,2019,0.428
medium_variant,376,2020,0.412
medium_variant,376,2021,0.4
medium_variant,376,2022,0.389
medium_variant,376,2023,0.38
medium_variant,376,2024,0.371
medium_variant,376,2025,0.362
medium_variant,376,2026,0.355
medium_variant,376,2027,0.348
medium_variant,376,2028,0.341
medium_variant,376,2029,0.336
medium_variant,376,2030,0.331
medium_variant,376,2031,0.327
medium_variant,376,2032,0.323
medium_variant,376,2033,0.319
medium_variant,376,2034,0.315
medium_variant,376,2035,0.312
medium_variant,376,2036,0.309
medium_variant,376,2037,0.305
medium_variant,376,2038,0.302
medium_variant,376,2039,0.298
medium_variant,376,2040,0.295
medium_variant,376,2041,0.291
medium_variant,376,2042,0.287
medium_variant,376,2043,0.283
medium_variant,376,2044,0.279
medium_variant,376,2045,0.275
medium_variant,376,2046,0.271
medium_variant,376,2047,0.266
medium_variant,376,2048,0.262
medium_variant,376,2049,0.257
medium_variant,376,2050,0.252
medium_variant,376,2051,0.248
medium_variant,376,2052,0.243
medium_variant,376,2053,0.238
medium_variant,376,2054,0.234
medium_variant,376,2055,0.229
medium_variant,376,2056,0.225
medium_variant,376,2057,0.221
medium_variant,376,2058,0.217
medium_variant,376,2059,0.213
medium_variant,376,2060,0.21
medium_variant,376,2061,0.206
medium_variant,376,2062,0.202
medium_variant,376,2063,0.199
medium_variant,376,2064,0.196
medium_variant,376,2065,0.192
medium_variant,376,2066,0.189
medium_variant,376,2067,0.187
medium_variant,376,2068,0.184
medium_variant,376,2069,0.181
medium_variant,376,2070,0.179
medium_variant,376,2071,0.176
medium_variant,376,2072,0.174
medium_variant,376,2073,0.171
medium_variant,376,2074,0.168
medium_variant,376,2075,0.165
medium_variant,376,2076,0.163
medium_variant,376,2077,0.16
medium_variant,376,2078,0.157
medium_variant,376,2079,0.154
medium_variant,376,2080,0.151
medium_variant,376,2081,0.148
medium_variant,376,2082,0.145
medium_variant,376,2083,0.142
medium_variant,376,2084,0.14
medium_variant,376,2085,0.137
medium_variant,376,2086,0.134
medium_variant,376,2087,0.131
medium_variant,376,2088,0.129
medium_variant,376,2089,0.126
medium_variant,376,2090,0.124
medium_variant,376,2091,0.121
medium_variant,376,2092,0.118
medium_variant,376,2093,0.116
medium_variant,376,2094,0.114
medium_variant,376,2095,0.111
medium_variant,376,2096,0.109
medium_variant,376,2097,0.107
medium_variant,376,2098,0.105
medium_variant,376,2099,0.103
