variant,country,year,infantmortality
estimates,242,1950,0.877
estimates,242,1951,0.893
estimates,242,1952,0.923
estimates,242,1953,0.948
estimates,242,1954,0.968
estimates,242,1955,0.984
estimates,242,1956,0.994
estimates,242,1957,0.999
estimates,242,1958,0.999
estimates,242,1959,0.994
estimates,242,1960,0.984
estimates,242,1961,0.97
estimates,242,1962,0.952
estimates,242,1963,0.931
estimates,242,1964,0.908
estimates,242,1965,0.884
estimates,242,1966,0.86
estimates,242,1967,0.837
estimates,242,1968,0.816
estimates,242,1969,0.797
estimates,242,1970,0.783
estimates,242,1971,0.773
estimates,242,1972,0.768
estimates,242,1973,0.766
estimates,242,1974,0.768
estimates,242,1975,0.772
estimates,242,1976,0.777
estimates,242,1977,0.78
estimates,242,1978,0.782
estimates,242,1979,0.781
estimates,242,1980,0.775
estimates,242,1981,0.765
estimates,242,1982,0.75
estimates,242,1983,0.731
estimates,242,1984,0.71
estimates,242,1985,0.686
estimates,242,1986,0.662
estimates,242,1987,0.638
estimates,242,1988,0.615
estimates,242,1989,0.594
estimates,242,1990,0.575
estimates,242,1991,0.557
estimates,242,1992,0.54
estimates,242,1993,0.522
estimates,242,1994,0.505
estimates,242,1995,0.488
estimates,242,1996,0.47
estimates,242,1997,0.453
estimates,242,1998,0.436
estimates,242,1999,0.419
estimates,242,2000,0.404
estimates,242,2001,0.391
estimates,242,2002,0.379
estimates,242,2003,0.369
estimates,242,2004,0.36
estimates,242,2005,0.353
estimates,242,2006,0.346
estimates,242,2007,0.34
estimates,242,2008,0.333
estimates,242,2009,0.325
estimates,242,2010,0.316
estimates,242,2011,0.306
estimates,242,2012,0.295
estimates,242,2013,0.284
estimates,242,2014,0.272
estimates,242,2015,0.261
medium_variant,242,2015,0.261
medium_variant,242,2016,0.25
medium_variant,242,2017,0.239
medium_variant,242,2018,0.229
medium_variant,242,2019,0.22
medium_variant,242,2020,0.212
medium_variant,242,2021,0.204
medium_variant,242,2022,0.197
medium_variant,242,2023,0.191
medium_variant,242,2024,0.185
medium_variant,242,2025,0.179
medium_variant,242,2026,0.173
medium_variant,242,2027,0.168
medium_variant,242,2028,0.163
medium_variant,242,2029,0.157
medium_variant,242,2030,0.153
medium_variant,242,2031,0.148
medium_variant,242,2032,0.143
medium_variant,242,2033,0.139
medium_variant,242,2034,0.136
medium_variant,242,2035,0.132
medium_variant,242,2036,0.129
medium_variant,242,2037,0.126
medium_variant,242,2038,0.123
medium_variant,242,2039,0.12
medium_variant,242,2040,0.117
medium_variant,242,2041,0.114
medium_variant,242,2042,0.111
medium_variant,242,2043,0.108
medium_variant,242,2044,0.105
medium_variant,242,2045,0.102
medium_variant,242,2046,0.099
medium_variant,242,2047,0.096
medium_variant,242,2048,0.093
medium_variant,242,2049,0.091
medium_variant,242,2050,0.088
medium_variant,242,2051,0.086
medium_variant,242,2052,0.083
medium_variant,242,2053,0.081
medium_variant,242,2054,0.079
medium_variant,242,2055,0.077
medium_variant,242,2056,0.075
medium_variant,242,2057,0.073
medium_variant,242,2058,0.071
medium_variant,242,2059,0.069
medium_variant,242,2060,0.067
medium_variant,242,2061,0.065
medium_variant,242,2062,0.064
medium_variant,242,2063,0.062
medium_variant,242,2064,0.06
medium_variant,242,2065,0.059
medium_variant,242,2066,0.058
medium_variant,242,2067,0.056
medium_variant,242,2068,0.055
medium_variant,242,2069,0.054
medium_variant,242,2070,0.053
medium_variant,242,2071,0.052
medium_variant,242,2072,0.051
medium_variant,242,2073,0.05
medium_variant,242,2074,0.049
medium_variant,242,2075,0.048
medium_variant,242,2076,0.048
medium_variant,242,2077,0.047
medium_variant,242,2078,0.046
medium_variant,242,2079,0.045
medium_variant,242,2080,0.044
medium_variant,242,2081,0.043
medium_variant,242,2082,0.042
medium_variant,242,2083,0.042
medium_variant,242,2084,0.041
medium_variant,242,2085,0.04
medium_variant,242,2086,0.039
medium_variant,242,2087,0.039
medium_variant,242,2088,0.038
medium_variant,242,2089,0.037
medium_variant,242,2090,0.036
medium_variant,242,2091,0.036
medium_variant,242,2092,0.035
medium_variant,242,2093,0.034
medium_variant,242,2094,0.034
medium_variant,242,2095,0.033
medium_variant,242,2096,0.033
medium_variant,242,2097,0.032
medium_variant,242,2098,0.032
medium_variant,242,2099,0.031
