variant,country,year,infantmortality
estimates,72,1950,2.736
estimates,72,1951,2.754
estimates,72,1952,2.788
estimates,72,1953,2.819
estimates,72,1954,2.846
estimates,72,1955,2.869
estimates,72,1956,2.888
estimates,72,1957,2.905
estimates,72,1958,2.92
estimates,72,1959,2.933
estimates,72,1960,2.947
estimates,72,1961,2.962
estimates,72,1962,2.98
estimates,72,1963,3.001
estimates,72,1964,3.025
estimates,72,1965,3.051
estimates,72,1966,3.076
estimates,72,1967,3.099
estimates,72,1968,3.118
estimates,72,1969,3.132
estimates,72,1970,3.139
estimates,72,1971,3.141
estimates,72,1972,3.139
estimates,72,1973,3.133
estimates,72,1974,3.124
estimates,72,1975,3.113
estimates,72,1976,3.1
estimates,72,1977,3.086
estimates,72,1978,3.07
estimates,72,1979,3.051
estimates,72,1980,3.029
estimates,72,1981,2.999
estimates,72,1982,2.961
estimates,72,1983,2.917
estimates,72,1984,2.868
estimates,72,1985,2.819
estimates,72,1986,2.776
estimates,72,1987,2.742
estimates,72,1988,2.723
estimates,72,1989,2.722
estimates,72,1990,2.747
estimates,72,1991,2.804
estimates,72,1992,2.892
estimates,72,1993,3.002
estimates,72,1994,3.127
estimates,72,1995,3.251
estimates,72,1996,3.359
estimates,72,1997,3.437
estimates,72,1998,3.476
estimates,72,1999,3.47
estimates,72,2000,3.415
estimates,72,2001,3.315
estimates,72,2002,3.18
estimates,72,2003,3.024
estimates,72,2004,2.857
estimates,72,2005,2.688
estimates,72,2006,2.527
estimates,72,2007,2.379
estimates,72,2008,2.246
estimates,72,2009,2.133
estimates,72,2010,2.037
estimates,72,2011,1.955
estimates,72,2012,1.88
estimates,72,2013,1.806
estimates,72,2014,1.731
estimates,72,2015,1.657
medium_variant,72,2015,1.657
medium_variant,72,2016,1.583
medium_variant,72,2017,1.514
medium_variant,72,2018,1.451
medium_variant,72,2019,1.394
medium_variant,72,2020,1.344
medium_variant,72,2021,1.3
medium_variant,72,2022,1.26
medium_variant,72,2023,1.222
medium_variant,72,2024,1.186
medium_variant,72,2025,1.152
medium_variant,72,2026,1.12
medium_variant,72,2027,1.091
medium_variant,72,2028,1.063
medium_variant,72,2029,1.038
medium_variant,72,2030,1.014
medium_variant,72,2031,0.993
medium_variant,72,2032,0.973
medium_variant,72,2033,0.955
medium_variant,72,2034,0.937
medium_variant,72,2035,0.921
medium_variant,72,2036,0.905
medium_variant,72,2037,0.889
medium_variant,72,2038,0.874
medium_variant,72,2039,0.859
medium_variant,72,2040,0.844
medium_variant,72,2041,0.828
medium_variant,72,2042,0.813
medium_variant,72,2043,0.798
medium_variant,72,2044,0.782
medium_variant,72,2045,0.766
medium_variant,72,2046,0.75
medium_variant,72,2047,0.733
medium_variant,72,2048,0.716
medium_variant,72,2049,0.698
medium_variant,72,2050,0.679
medium_variant,72,2051,0.661
medium_variant,72,2052,0.642
medium_variant,72,2053,0.624
medium_variant,72,2054,0.606
medium_variant,72,2055,0.588
medium_variant,72,2056,0.572
medium_variant,72,2057,0.557
medium_variant,72,2058,0.543
medium_variant,72,2059,0.53
medium_variant,72,2060,0.518
medium_variant,72,2061,0.508
medium_variant,72,2062,0.498
medium_variant,72,2063,0.489
medium_variant,72,2064,0.481
medium_variant,72,2065,0.473
medium_variant,72,2066,0.465
medium_variant,72,2067,0.458
medium_variant,72,2068,0.451
medium_variant,72,2069,0.444
medium_variant,72,2070,0.437
medium_variant,72,2071,0.431
medium_variant,72,2072,0.424
medium_variant,72,2073,0.418
medium_variant,72,2074,0.411
medium_variant,72,2075,0.405
medium_variant,72,2076,0.399
medium_variant,72,2077,0.392
medium_variant,72,2078,0.386
medium_variant,72,2079,0.379
medium_variant,72,2080,0.373
medium_variant,72,2081,0.367
medium_variant,72,2082,0.36
medium_variant,72,2083,0.354
medium_variant,72,2084,0.348
medium_variant,72,2085,0.341
medium_variant,72,2086,0.335
medium_variant,72,2087,0.329
medium_variant,72,2088,0.323
medium_variant,72,2089,0.318
medium_variant,72,2090,0.312
medium_variant,72,2091,0.307
medium_variant,72,2092,0.301
medium_variant,72,2093,0.296
medium_variant,72,2094,0.291
medium_variant,72,2095,0.285
medium_variant,72,2096,0.28
medium_variant,72,2097,0.275
medium_variant,72,2098,0.27
medium_variant,72,2099,0.266
