variant,country,year,infantmortality
estimates,392,1950,115.646
estimates,392,1951,110.468
estimates,392,1952,100.516
estimates,392,1953,91.374
estimates,392,1954,83.039
estimates,392,1955,75.51
estimates,392,1956,68.774
estimates,392,1957,62.807
estimates,392,1958,57.567
estimates,392,1959,52.984
estimates,392,1960,48.973
estimates,392,1961,45.435
estimates,392,1962,42.265
estimates,392,1963,39.367
estimates,392,1964,36.678
estimates,392,1965,34.2
estimates,392,1966,31.99
estimates,392,1967,30.105
estimates,392,1968,28.55
estimates,392,1969,27.264
estimates,392,1970,26.131
estimates,392,1971,25.015
estimates,392,1972,23.812
estimates,392,1973,22.455
estimates,392,1974,20.924
estimates,392,1975,19.253
estimates,392,1976,17.523
estimates,392,1977,15.853
estimates,392,1978,14.338
estimates,392,1979,13.012
estimates,392,1980,11.882
estimates,392,1981,10.927
estimates,392,1982,10.088
estimates,392,1983,9.32
estimates,392,1984,8.608
estimates,392,1985,7.954
estimates,392,1986,7.369
estimates,392,1987,6.868
estimates,392,1988,6.454
estimates,392,1989,6.12
estimates,392,1990,5.851
estimates,392,1991,5.63
estimates,392,1992,5.438
estimates,392,1993,5.257
estimates,392,1994,5.075
estimates,392,1995,4.882
estimates,392,1996,4.676
estimates,392,1997,4.465
estimates,392,1998,4.254
estimates,392,1999,4.047
estimates,392,2000,3.847
estimates,392,2001,3.659
estimates,392,2002,3.487
estimates,392,2003,3.333
estimates,392,2004,3.196
estimates,392,2005,3.076
estimates,392,2006,2.969
estimates,392,2007,2.871
estimates,392,2008,2.777
estimates,392,2009,2.684
estimates,392,2010,2.592
estimates,392,2011,2.5
estimates,392,2012,2.409
estimates,392,2013,2.32
estimates,392,2014,2.234
estimates,392,2015,2.15
medium_variant,392,2015,2.15
medium_variant,392,2016,2.069
medium_variant,392,2017,1.992
medium_variant,392,2018,1.917
medium_variant,392,2019,1.847
medium_variant,392,2020,1.78
medium_variant,392,2021,1.718
medium_variant,392,2022,1.66
medium_variant,392,2023,1.606
medium_variant,392,2024,1.555
medium_variant,392,2025,1.507
medium_variant,392,2026,1.463
medium_variant,392,2027,1.421
medium_variant,392,2028,1.38
medium_variant,392,2029,1.342
medium_variant,392,2030,1.305
medium_variant,392,2031,1.27
medium_variant,392,2032,1.236
medium_variant,392,2033,1.205
medium_variant,392,2034,1.175
medium_variant,392,2035,1.146
medium_variant,392,2036,1.119
medium_variant,392,2037,1.092
medium_variant,392,2038,1.066
medium_variant,392,2039,1.041
medium_variant,392,2040,1.015
medium_variant,392,2041,0.99
medium_variant,392,2042,0.965
medium_variant,392,2043,0.941
medium_variant,392,2044,0.916
medium_variant,392,2045,0.893
medium_variant,392,2046,0.869
medium_variant,392,2047,0.846
medium_variant,392,2048,0.823
medium_variant,392,2049,0.802
medium_variant,392,2050,0.78
medium_variant,392,2051,0.76
medium_variant,392,2052,0.74
medium_variant,392,2053,0.721
medium_variant,392,2054,0.703
medium_variant,392,2055,0.685
medium_variant,392,2056,0.668
medium_variant,392,2057,0.652
medium_variant,392,2058,0.637
medium_variant,392,2059,0.622
medium_variant,392,2060,0.608
medium_variant,392,2061,0.594
medium_variant,392,2062,0.581
medium_variant,392,2063,0.568
medium_variant,392,2064,0.555
medium_variant,392,2065,0.543
medium_variant,392,2066,0.531
medium_variant,392,2067,0.52
medium_variant,392,2068,0.51
medium_variant,392,2069,0.5
medium_variant,392,2070,0.49
medium_variant,392,2071,0.48
medium_variant,392,2072,0.471
medium_variant,392,2073,0.46
medium_variant,392,2074,0.45
medium_variant,392,2075,0.439
medium_variant,392,2076,0.429
medium_variant,392,2077,0.418
medium_variant,392,2078,0.408
medium_variant,392,2079,0.399
medium_variant,392,2080,0.39
medium_variant,392,2081,0.381
medium_variant,392,2082,0.373
medium_variant,392,2083,0.365
medium_variant,392,2084,0.357
medium_variant,392,2085,0.35
medium_variant,392,2086,0.342
medium_variant,392,2087,0.334
medium_variant,392,2088,0.326
medium_variant,392,2089,0.318
medium_variant,392,2090,0.31
medium_variant,392,2091,0.303
medium_variant,392,2092,0.295
medium_variant,392,2093,0.288
medium_variant,392,2094,0.281
medium_variant,392,2095,0.274
medium_variant,392,2096,0.268
medium_variant,392,2097,0.262
medium_variant,392,2098,0.257
medium_variant,392,2099,0.253
