variant,country,year,infantmortality
estimates,418,1950,14.278
estimates,418,1951,14.296
estimates,418,1952,14.334
estimates,418,1953,14.379
estimates,418,1954,14.43
estimates,418,1955,14.487
estimates,418,1956,14.551
estimates,418,1957,14.622
estimates,418,1958,14.7
estimates,418,1959,14.787
estimates,418,1960,14.885
estimates,418,1961,14.993
estimates,418,1962,15.115
estimates,418,1963,15.251
estimates,418,1964,15.4
estimates,418,1965,15.565
estimates,418,1966,15.749
estimates,418,1967,15.948
estimates,418,1968,16.16
estimates,418,1969,16.377
estimates,418,1970,16.591
estimates,418,1971,16.791
estimates,418,1972,16.97
estimates,418,1973,17.125
estimates,418,1974,17.255
estimates,418,1975,17.365
estimates,418,1976,17.461
estimates,418,1977,17.555
estimates,418,1978,17.654
estimates,418,1979,17.76
estimates,418,1980,17.876
estimates,418,1981,18.004
estimates,418,1982,18.136
estimates,418,1983,18.266
estimates,418,1984,18.386
estimates,418,1985,18.495
estimates,418,1986,18.593
estimates,418,1987,18.675
estimates,418,1988,18.726
estimates,418,1989,18.73
estimates,418,1990,18.656
estimates,418,1991,18.471
estimates,418,1992,18.163
estimates,418,1993,17.73
estimates,418,1994,17.181
estimates,418,1995,16.53
estimates,418,1996,15.804
estimates,418,1997,15.041
estimates,418,1998,14.278
estimates,418,1999,13.543
estimates,418,2000,12.858
estimates,418,2001,12.239
estimates,418,2002,11.681
estimates,418,2003,11.177
estimates,418,2004,10.726
estimates,418,2005,10.321
estimates,418,2006,9.951
estimates,418,2007,9.602
estimates,418,2008,9.262
estimates,418,2009,8.925
estimates,418,2010,8.588
estimates,418,2011,8.255
estimates,418,2012,7.932
estimates,418,2013,7.622
estimates,418,2014,7.328
estimates,418,2015,7.046
medium_variant,418,2015,7.046
medium_variant,418,2016,6.774
medium_variant,418,2017,6.511
medium_variant,418,2018,6.254
medium_variant,418,2019,6.001
medium_variant,418,2020,5.755
medium_variant,418,2021,5.516
medium_variant,418,2022,5.285
medium_variant,418,2023,5.065
medium_variant,418,2024,4.856
medium_variant,418,2025,4.658
medium_variant,418,2026,4.471
medium_variant,418,2027,4.294
medium_variant,418,2028,4.125
medium_variant,418,2029,3.966
medium_variant,418,2030,3.814
medium_variant,418,2031,3.669
medium_variant,418,2032,3.532
medium_variant,418,2033,3.403
medium_variant,418,2034,3.279
medium_variant,418,2035,3.162
medium_variant,418,2036,3.05
medium_variant,418,2037,2.944
medium_variant,418,2038,2.843
medium_variant,418,2039,2.746
medium_variant,418,2040,2.653
medium_variant,418,2041,2.564
medium_variant,418,2042,2.479
medium_variant,418,2043,2.397
medium_variant,418,2044,2.318
medium_variant,418,2045,2.242
medium_variant,418,2046,2.168
medium_variant,418,2047,2.096
medium_variant,418,2048,2.027
medium_variant,418,2049,1.96
medium_variant,418,2050,1.896
medium_variant,418,2051,1.834
medium_variant,418,2052,1.776
medium_variant,418,2053,1.72
medium_variant,418,2054,1.667
medium_variant,418,2055,1.617
medium_variant,418,2056,1.57
medium_variant,418,2057,1.524
medium_variant,418,2058,1.48
medium_variant,418,2059,1.438
medium_variant,418,2060,1.397
medium_variant,418,2061,1.357
medium_variant,418,2062,1.318
medium_variant,418,2063,1.28
medium_variant,418,2064,1.244
medium_variant,418,2065,1.209
medium_variant,418,2066,1.175
medium_variant,418,2067,1.143
medium_variant,418,2068,1.112
medium_variant,418,2069,1.082
medium_variant,418,2070,1.054
medium_variant,418,2071,1.027
medium_variant,418,2072,1
medium_variant,418,2073,0.974
medium_variant,418,2074,0.949
medium_variant,418,2075,0.925
medium_variant,418,2076,0.9
medium_variant,418,2077,0.877
medium_variant,418,2078,0.854
medium_variant,418,2079,0.831
medium_variant,418,2080,0.81
medium_variant,418,2081,0.789
medium_variant,418,2082,0.769
medium_variant,418,2083,0.75
medium_variant,418,2084,0.732
medium_variant,418,2085,0.714
medium_variant,418,2086,0.698
medium_variant,418,2087,0.681
medium_variant,418,2088,0.666
medium_variant,418,2089,0.65
medium_variant,418,2090,0.635
medium_variant,418,2091,0.62
medium_variant,418,2092,0.605
medium_variant,418,2093,0.591
medium_variant,418,2094,0.577
medium_variant,418,2095,0.564
medium_variant,418,2096,0.551
medium_variant,418,2097,0.539
medium_variant,418,2098,0.527
medium_variant,418,2099,0.515
