variant,country,year,infantmortality
estimates,686,1950,16.804
estimates,686,1951,16.918
estimates,686,1952,17.152
estimates,686,1953,17.397
estimates,686,1954,17.653
estimates,686,1955,17.92
estimates,686,1956,18.199
estimates,686,1957,18.49
estimates,686,1958,18.794
estimates,686,1959,19.111
estimates,686,1960,19.443
estimates,686,1961,19.791
estimates,686,1962,20.155
estimates,686,1963,20.537
estimates,686,1964,20.936
estimates,686,1965,21.358
estimates,686,1966,21.81
estimates,686,1967,22.291
estimates,686,1968,22.789
estimates,686,1969,23.289
estimates,686,1970,23.766
estimates,686,1971,24.192
estimates,686,1972,24.549
estimates,686,1973,24.822
estimates,686,1974,25.006
estimates,686,1975,25.103
estimates,686,1976,25.124
estimates,686,1977,25.092
estimates,686,1978,25.027
estimates,686,1979,24.938
estimates,686,1980,24.824
estimates,686,1981,24.677
estimates,686,1982,24.491
estimates,686,1983,24.276
estimates,686,1984,24.048
estimates,686,1985,23.836
estimates,686,1986,23.676
estimates,686,1987,23.588
estimates,686,1988,23.586
estimates,686,1989,23.671
estimates,686,1990,23.84
estimates,686,1991,24.077
estimates,686,1992,24.35
estimates,686,1993,24.629
estimates,686,1994,24.89
estimates,686,1995,25.114
estimates,686,1996,25.286
estimates,686,1997,25.407
estimates,686,1998,25.473
estimates,686,1999,25.482
estimates,686,2000,25.429
estimates,686,2001,25.311
estimates,686,2002,25.139
estimates,686,2003,24.927
estimates,686,2004,24.686
estimates,686,2005,24.443
estimates,686,2006,24.228
estimates,686,2007,24.05
estimates,686,2008,23.904
estimates,686,2009,23.773
estimates,686,2010,23.616
estimates,686,2011,23.376
estimates,686,2012,23.013
estimates,686,2013,22.507
estimates,686,2014,21.86
estimates,686,2015,21.099
medium_variant,686,2015,21.099
medium_variant,686,2016,20.263
medium_variant,686,2017,19.412
medium_variant,686,2018,18.596
medium_variant,686,2019,17.841
medium_variant,686,2020,17.164
medium_variant,686,2021,16.564
medium_variant,686,2022,16.018
medium_variant,686,2023,15.508
medium_variant,686,2024,15.03
medium_variant,686,2025,14.581
medium_variant,686,2026,14.157
medium_variant,686,2027,13.756
medium_variant,686,2028,13.378
medium_variant,686,2029,13.018
medium_variant,686,2030,12.673
medium_variant,686,2031,12.343
medium_variant,686,2032,12.027
medium_variant,686,2033,11.725
medium_variant,686,2034,11.437
medium_variant,686,2035,11.164
medium_variant,686,2036,10.908
medium_variant,686,2037,10.67
medium_variant,686,2038,10.45
medium_variant,686,2039,10.247
medium_variant,686,2040,10.058
medium_variant,686,2041,9.882
medium_variant,686,2042,9.715
medium_variant,686,2043,9.555
medium_variant,686,2044,9.398
medium_variant,686,2045,9.242
medium_variant,686,2046,9.087
medium_variant,686,2047,8.932
medium_variant,686,2048,8.778
medium_variant,686,2049,8.624
medium_variant,686,2050,8.47
medium_variant,686,2051,8.315
medium_variant,686,2052,8.16
medium_variant,686,2053,8.006
medium_variant,686,2054,7.854
medium_variant,686,2055,7.704
medium_variant,686,2056,7.558
medium_variant,686,2057,7.416
medium_variant,686,2058,7.278
medium_variant,686,2059,7.144
medium_variant,686,2060,7.014
medium_variant,686,2061,6.886
medium_variant,686,2062,6.76
medium_variant,686,2063,6.636
medium_variant,686,2064,6.514
medium_variant,686,2065,6.398
medium_variant,686,2066,6.289
medium_variant,686,2067,6.19
medium_variant,686,2068,6.101
medium_variant,686,2069,6.023
medium_variant,686,2070,5.953
medium_variant,686,2071,5.889
medium_variant,686,2072,5.829
medium_variant,686,2073,5.769
medium_variant,686,2074,5.708
medium_variant,686,2075,5.646
medium_variant,686,2076,5.58
medium_variant,686,2077,5.514
medium_variant,686,2078,5.447
medium_variant,686,2079,5.38
medium_variant,686,2080,5.312
medium_variant,686,2081,5.243
medium_variant,686,2082,5.174
medium_variant,686,2083,5.103
medium_variant,686,2084,5.033
medium_variant,686,2085,4.962
medium_variant,686,2086,4.893
medium_variant,686,2087,4.826
medium_variant,686,2088,4.76
medium_variant,686,2089,4.696
medium_variant,686,2090,4.633
medium_variant,686,2091,4.572
medium_variant,686,2092,4.511
medium_variant,686,2093,4.451
medium_variant,686,2094,4.39
medium_variant,686,2095,4.329
medium_variant,686,2096,4.268
medium_variant,686,2097,4.205
medium_variant,686,2098,4.143
medium_variant,686,2099,4.079
