variant,country,year,infantmortality
estimates,140,1950,11.456
estimates,140,1951,11.493
estimates,140,1952,11.565
estimates,140,1953,11.634
estimates,140,1954,11.702
estimates,140,1955,11.766
estimates,140,1956,11.829
estimates,140,1957,11.888
estimates,140,1958,11.945
estimates,140,1959,11.999
estimates,140,1960,12.048
estimates,140,1961,12.093
estimates,140,1962,12.131
estimates,140,1963,12.159
estimates,140,1964,12.174
estimates,140,1965,12.17
estimates,140,1966,12.14
estimates,140,1967,12.082
estimates,140,1968,11.997
estimates,140,1969,11.887
estimates,140,1970,11.753
estimates,140,1971,11.599
estimates,140,1972,11.433
estimates,140,1973,11.266
estimates,140,1974,11.111
estimates,140,1975,10.982
estimates,140,1976,10.892
estimates,140,1977,10.847
estimates,140,1978,10.852
estimates,140,1979,10.908
estimates,140,1980,11.017
estimates,140,1981,11.172
estimates,140,1982,11.363
estimates,140,1983,11.58
estimates,140,1984,11.817
estimates,140,1985,12.071
estimates,140,1986,12.338
estimates,140,1987,12.62
estimates,140,1988,12.917
estimates,140,1989,13.228
estimates,140,1990,13.556
estimates,140,1991,13.906
estimates,140,1992,14.28
estimates,140,1993,14.674
estimates,140,1994,15.081
estimates,140,1995,15.493
estimates,140,1996,15.906
estimates,140,1997,16.307
estimates,140,1998,16.684
estimates,140,1999,17.025
estimates,140,2000,17.318
estimates,140,2001,17.557
estimates,140,2002,17.737
estimates,140,2003,17.858
estimates,140,2004,17.912
estimates,140,2005,17.894
estimates,140,2006,17.797
estimates,140,2007,17.626
estimates,140,2008,17.388
estimates,140,2009,17.091
estimates,140,2010,16.737
estimates,140,2011,16.329
estimates,140,2012,15.878
estimates,140,2013,15.403
estimates,140,2014,14.923
estimates,140,2015,14.467
medium_variant,140,2015,14.467
medium_variant,140,2016,14.062
medium_variant,140,2017,13.721
medium_variant,140,2018,13.451
medium_variant,140,2019,13.253
medium_variant,140,2020,13.122
medium_variant,140,2021,13.044
medium_variant,140,2022,12.992
medium_variant,140,2023,12.944
medium_variant,140,2024,12.887
medium_variant,140,2025,12.81
medium_variant,140,2026,12.709
medium_variant,140,2027,12.588
medium_variant,140,2028,12.451
medium_variant,140,2029,12.295
medium_variant,140,2030,12.121
medium_variant,140,2031,11.927
medium_variant,140,2032,11.718
medium_variant,140,2033,11.495
medium_variant,140,2034,11.264
medium_variant,140,2035,11.025
medium_variant,140,2036,10.783
medium_variant,140,2037,10.538
medium_variant,140,2038,10.295
medium_variant,140,2039,10.054
medium_variant,140,2040,9.821
medium_variant,140,2041,9.595
medium_variant,140,2042,9.377
medium_variant,140,2043,9.165
medium_variant,140,2044,8.96
medium_variant,140,2045,8.761
medium_variant,140,2046,8.564
medium_variant,140,2047,8.368
medium_variant,140,2048,8.172
medium_variant,140,2049,7.975
medium_variant,140,2050,7.777
medium_variant,140,2051,7.579
medium_variant,140,2052,7.382
medium_variant,140,2053,7.189
medium_variant,140,2054,6.998
medium_variant,140,2055,6.812
medium_variant,140,2056,6.629
medium_variant,140,2057,6.449
medium_variant,140,2058,6.271
medium_variant,140,2059,6.098
medium_variant,140,2060,5.929
medium_variant,140,2061,5.764
medium_variant,140,2062,5.605
medium_variant,140,2063,5.452
medium_variant,140,2064,5.305
medium_variant,140,2065,5.166
medium_variant,140,2066,5.034
medium_variant,140,2067,4.911
medium_variant,140,2068,4.794
medium_variant,140,2069,4.684
medium_variant,140,2070,4.58
medium_variant,140,2071,4.48
medium_variant,140,2072,4.385
medium_variant,140,2073,4.294
medium_variant,140,2074,4.204
medium_variant,140,2075,4.117
medium_variant,140,2076,4.031
medium_variant,140,2077,3.948
medium_variant,140,2078,3.868
medium_variant,140,2079,3.79
medium_variant,140,2080,3.713
medium_variant,140,2081,3.638
medium_variant,140,2082,3.565
medium_variant,140,2083,3.492
medium_variant,140,2084,3.421
medium_variant,140,2085,3.351
medium_variant,140,2086,3.282
medium_variant,140,2087,3.214
medium_variant,140,2088,3.147
medium_variant,140,2089,3.082
medium_variant,140,2090,3.019
medium_variant,140,2091,2.958
medium_variant,140,2092,2.899
medium_variant,140,2093,2.842
medium_variant,140,2094,2.789
medium_variant,140,2095,2.738
medium_variant,140,2096,2.69
medium_variant,140,2097,2.645
medium_variant,140,2098,2.603
medium_variant,140,2099,2.563
