variant,country,year,infantmortality
estimates,364,1950,203.248
estimates,364,1951,203.397
estimates,364,1952,203.553
estimates,364,1953,203.426
estimates,364,1954,203.016
estimates,364,1955,202.326
estimates,364,1956,201.367
estimates,364,1957,200.152
estimates,364,1958,198.705
estimates,364,1959,197.073
estimates,364,1960,195.304
estimates,364,1961,193.445
estimates,364,1962,191.532
estimates,364,1963,189.571
estimates,364,1964,187.53
estimates,364,1965,185.277
estimates,364,1966,182.639
estimates,364,1967,179.522
estimates,364,1968,175.919
estimates,364,1969,171.91
estimates,364,1970,167.664
estimates,364,1971,163.412
estimates,364,1972,159.385
estimates,364,1973,155.76
estimates,364,1974,152.623
estimates,364,1975,150.09
estimates,364,1976,148.229
estimates,364,1977,146.864
estimates,364,1978,145.737
estimates,364,1979,144.597
estimates,364,1980,143.038
estimates,364,1981,140.626
estimates,364,1982,137.116
estimates,364,1983,132.4
estimates,364,1984,126.489
estimates,364,1985,119.525
estimates,364,1986,111.78
estimates,364,1987,103.697
estimates,364,1988,95.684
estimates,364,1989,87.995
estimates,364,1990,80.809
estimates,364,1991,74.196
estimates,364,1992,68.066
estimates,364,1993,62.357
estimates,364,1994,57.105
estimates,364,1995,52.34
estimates,364,1996,48.074
estimates,364,1997,44.273
estimates,364,1998,40.898
estimates,364,1999,37.92
estimates,364,2000,35.322
estimates,364,2001,33.091
estimates,364,2002,31.195
estimates,364,2003,29.586
estimates,364,2004,28.21
estimates,364,2005,27.022
estimates,364,2006,25.991
estimates,364,2007,25.086
estimates,364,2008,24.269
estimates,364,2009,23.491
estimates,364,2010,22.701
estimates,364,2011,21.863
estimates,364,2012,20.971
estimates,364,2013,20.024
estimates,364,2014,19.018
estimates,364,2015,17.956
medium_variant,364,2015,17.956
medium_variant,364,2016,16.853
medium_variant,364,2017,15.74
medium_variant,364,2018,14.649
medium_variant,364,2019,13.599
medium_variant,364,2020,12.606
medium_variant,364,2021,11.678
medium_variant,364,2022,10.815
medium_variant,364,2023,10.018
medium_variant,364,2024,9.292
medium_variant,364,2025,8.645
medium_variant,364,2026,8.08
medium_variant,364,2027,7.594
medium_variant,364,2028,7.18
medium_variant,364,2029,6.831
medium_variant,364,2030,6.542
medium_variant,364,2031,6.308
medium_variant,364,2032,6.119
medium_variant,364,2033,5.964
medium_variant,364,2034,5.834
medium_variant,364,2035,5.718
medium_variant,364,2036,5.611
medium_variant,364,2037,5.511
medium_variant,364,2038,5.415
medium_variant,364,2039,5.316
medium_variant,364,2040,5.209
medium_variant,364,2041,5.093
medium_variant,364,2042,4.968
medium_variant,364,2043,4.835
medium_variant,364,2044,4.695
medium_variant,364,2045,4.547
medium_variant,364,2046,4.393
medium_variant,364,2047,4.235
medium_variant,364,2048,4.077
medium_variant,364,2049,3.919
medium_variant,364,2050,3.763
medium_variant,364,2051,3.611
medium_variant,364,2052,3.463
medium_variant,364,2053,3.321
medium_variant,364,2054,3.185
medium_variant,364,2055,3.057
medium_variant,364,2056,2.939
medium_variant,364,2057,2.83
medium_variant,364,2058,2.732
medium_variant,364,2059,2.643
medium_variant,364,2060,2.565
medium_variant,364,2061,2.498
medium_variant,364,2062,2.441
medium_variant,364,2063,2.392
medium_variant,364,2064,2.35
medium_variant,364,2065,2.314
medium_variant,364,2066,2.282
medium_variant,364,2067,2.255
medium_variant,364,2068,2.229
medium_variant,364,2069,2.204
medium_variant,364,2070,2.179
medium_variant,364,2071,2.153
medium_variant,364,2072,2.125
medium_variant,364,2073,2.096
medium_variant,364,2074,2.065
medium_variant,364,2075,2.031
medium_variant,364,2076,1.994
medium_variant,364,2077,1.954
medium_variant,364,2078,1.912
medium_variant,364,2079,1.868
medium_variant,364,2080,1.823
medium_variant,364,2081,1.777
medium_variant,364,2082,1.73
medium_variant,364,2083,1.684
medium_variant,364,2084,1.639
medium_variant,364,2085,1.595
medium_variant,364,2086,1.553
medium_variant,364,2087,1.513
medium_variant,364,2088,1.474
medium_variant,364,2089,1.438
medium_variant,364,2090,1.405
medium_variant,364,2091,1.374
medium_variant,364,2092,1.346
medium_variant,364,2093,1.32
medium_variant,364,2094,1.298
medium_variant,364,2095,1.277
medium_variant,364,2096,1.26
medium_variant,364,2097,1.245
medium_variant,364,2098,1.233
medium_variant,364,2099,1.223
