variant,country,year,infantmortality
estimates,729,1950,38.715
estimates,729,1951,38.703
estimates,729,1952,38.71
estimates,729,1953,38.782
estimates,729,1954,38.918
estimates,729,1955,39.119
estimates,729,1956,39.384
estimates,729,1957,39.712
estimates,729,1958,40.101
estimates,729,1959,40.549
estimates,729,1960,41.052
estimates,729,1961,41.604
estimates,729,1962,42.199
estimates,729,1963,42.828
estimates,729,1964,43.481
estimates,729,1965,44.142
estimates,729,1966,44.794
estimates,729,1967,45.435
estimates,729,1968,46.07
estimates,729,1969,46.707
estimates,729,1970,47.37
estimates,729,1971,48.086
estimates,729,1972,48.879
estimates,729,1973,49.764
estimates,729,1974,50.743
estimates,729,1975,51.817
estimates,729,1976,52.978
estimates,729,1977,54.199
estimates,729,1978,55.452
estimates,729,1979,56.718
estimates,729,1980,57.964
estimates,729,1981,59.164
estimates,729,1982,60.309
estimates,729,1983,61.406
estimates,729,1984,62.465
estimates,729,1985,63.542
estimates,729,1986,64.712
estimates,729,1987,66.008
estimates,729,1988,67.424
estimates,729,1989,68.911
estimates,729,1990,70.371
estimates,729,1991,71.679
estimates,729,1992,72.726
estimates,729,1993,73.437
estimates,729,1994,73.788
estimates,729,1995,73.798
estimates,729,1996,73.527
estimates,729,1997,73.085
estimates,729,1998,72.557
estimates,729,1999,71.983
estimates,729,2000,71.363
estimates,729,2001,70.67
estimates,729,2002,69.87
estimates,729,2003,68.95
estimates,729,2004,67.938
estimates,729,2005,66.88
estimates,729,2006,65.829
estimates,729,2007,64.834
estimates,729,2008,63.932
estimates,729,2009,63.139
estimates,729,2010,62.453
estimates,729,2011,61.848
estimates,729,2012,61.284
estimates,729,2013,60.731
estimates,729,2014,60.182
estimates,729,2015,59.642
medium_variant,729,2015,59.642
medium_variant,729,2016,59.129
medium_variant,729,2017,58.661
medium_variant,729,2018,58.252
medium_variant,729,2019,57.901
medium_variant,729,2020,57.604
medium_variant,729,2021,57.357
medium_variant,729,2022,57.142
medium_variant,729,2023,56.939
medium_variant,729,2024,56.731
medium_variant,729,2025,56.501
medium_variant,729,2026,56.236
medium_variant,729,2027,55.928
medium_variant,729,2028,55.575
medium_variant,729,2029,55.171
medium_variant,729,2030,54.714
medium_variant,729,2031,54.204
medium_variant,729,2032,53.653
medium_variant,729,2033,53.073
medium_variant,729,2034,52.472
medium_variant,729,2035,51.859
medium_variant,729,2036,51.241
medium_variant,729,2037,50.624
medium_variant,729,2038,50.012
medium_variant,729,2039,49.41
medium_variant,729,2040,48.821
medium_variant,729,2041,48.244
medium_variant,729,2042,47.674
medium_variant,729,2043,47.11
medium_variant,729,2044,46.552
medium_variant,729,2045,46.003
medium_variant,729,2046,45.463
medium_variant,729,2047,44.936
medium_variant,729,2048,44.421
medium_variant,729,2049,43.921
medium_variant,729,2050,43.437
medium_variant,729,2051,42.97
medium_variant,729,2052,42.519
medium_variant,729,2053,42.081
medium_variant,729,2054,41.656
medium_variant,729,2055,41.24
medium_variant,729,2056,40.828
medium_variant,729,2057,40.418
medium_variant,729,2058,40.01
medium_variant,729,2059,39.601
medium_variant,729,2060,39.194
medium_variant,729,2061,38.793
medium_variant,729,2062,38.399
medium_variant,729,2063,38.016
medium_variant,729,2064,37.642
medium_variant,729,2065,37.277
medium_variant,729,2066,36.919
medium_variant,729,2067,36.563
medium_variant,729,2068,36.207
medium_variant,729,2069,35.849
medium_variant,729,2070,35.485
medium_variant,729,2071,35.116
medium_variant,729,2072,34.742
medium_variant,729,2073,34.362
medium_variant,729,2074,33.978
medium_variant,729,2075,33.59
medium_variant,729,2076,33.196
medium_variant,729,2077,32.798
medium_variant,729,2078,32.4
medium_variant,729,2079,32.001
medium_variant,729,2080,31.607
medium_variant,729,2081,31.22
medium_variant,729,2082,30.841
medium_variant,729,2083,30.472
medium_variant,729,2084,30.114
medium_variant,729,2085,29.768
medium_variant,729,2086,29.434
medium_variant,729,2087,29.109
medium_variant,729,2088,28.792
medium_variant,729,2089,28.48
medium_variant,729,2090,28.171
medium_variant,729,2091,27.864
medium_variant,729,2092,27.557
medium_variant,729,2093,27.249
medium_variant,729,2094,26.939
medium_variant,729,2095,26.626
medium_variant,729,2096,26.311
medium_variant,729,2097,25.994
medium_variant,729,2098,25.673
medium_variant,729,2099,25.35
